stickerId,packId,cacheKey,capFriends,capGeo,targetPreview,targetChat,targetOdg,targetBitmojiQuickReply,animated,rank
10213430,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10212584,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10236539,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061940,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061945,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20058301,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10235693,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213443,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213442,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213440,bitmoji-search-chat,,1,1,0,1,0,0,0,0
20048971,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10234370,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213439,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213436,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213434,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10233044,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10221073,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20061923,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10221076,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20061925,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061929,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213447,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213465,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213463,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213464,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213462,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20061918,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061917,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10217812,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213459,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20017883,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10212125,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218760,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061907,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061906,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10219621,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230408,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10219617,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10219616,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10221939,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218304,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10230414,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230413,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10212137,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213094,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10230417,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213095,bitmoji-search-chat,,0,0,0,1,0,0,0,0
7897753,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230416,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10221940,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10229432,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230421,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218798,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218797,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10220620,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10228110,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218721,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10214367,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10218723,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10214365,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213031,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218718,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10217868,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218715,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218716,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10216538,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213028,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10214359,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10218732,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218735,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218730,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10214373,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10117710,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20037078,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10218729,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218726,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218727,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218744,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218745,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218746,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10214386,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10218741,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10214384,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10218742,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10214381,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20004188,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218736,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218739,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10214396,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20021501,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218748,bitmoji-search-chat,,1,1,0,1,0,0,0,0
20021502,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230355,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218707,bitmoji-search-chat,,1,1,0,1,0,0,0,0
20062034,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10216066,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230356,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230362,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230369,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230367,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230372,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230377,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230376,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230375,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20062495,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230374,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230378,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10219592,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10219593,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20021417,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20021416,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20050032,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20021419,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20050033,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20021418,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20065999,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230382,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230381,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230387,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230386,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20062484,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10211638,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10211637,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10211636,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10211635,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20000969,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230393,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230310,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218689,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218684,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20062475,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10233824,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218685,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230313,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20062479,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218681,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218682,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10208407,bitmoji-search-chat,,0,0,0,1,0,0,0,0
9602791,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218683,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10221844,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10221849,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20066820,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10230322,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218699,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10230326,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218695,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10230325,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230324,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218697,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218698,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10218692,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230328,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230327,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218694,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10207553,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10212903,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10212904,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10221858,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227164,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10230332,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10218728,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10230331,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20053505,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10230335,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10217372,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20050480,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10207105,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20002701,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20066811,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20066810,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20061583,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061585,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20062432,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20062435,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10223671,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223672,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223674,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223664,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223665,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10130778,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223667,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20041984,bitmoji-search-chat,,0,0,0,1,0,0,0,0
7859801,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061571,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20069076,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20062425,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20009368,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223682,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20062428,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223683,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10223685,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10223675,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223676,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223678,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214724,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213410,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223690,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10223692,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10226714,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10226713,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223694,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10223686,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10223687,bitmoji-search-chat,,1,1,0,1,0,0,0,0
20057079,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223689,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213409,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213407,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213406,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213402,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20061550,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213420,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10236528,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10236529,bitmoji-search-chat,,0,0,0,1,0,0,0,0
9993997,bitmoji-search-chat,,0,0,0,1,0,0,0,0
7497158,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20059243,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20059242,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223699,bitmoji-search-chat,,1,1,0,1,0,0,0,0
20059244,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213418,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213416,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10235682,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213417,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10236530,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213414,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213412,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230398,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10230396,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20061540,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061542,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061544,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061549,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061548,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10208013,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10228091,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20053913,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20061531,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20035203,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061539,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10228093,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20061522,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061529,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223651,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223652,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223645,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223646,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223647,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10212995,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20037888,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20061516,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10219164,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10223653,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223654,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223655,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223656,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223657,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223659,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20069007,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213594,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213591,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213592,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10229928,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20061869,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227755,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10237554,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213588,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10237556,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227758,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20047556,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20067169,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213136,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213132,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10212280,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10218814,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213144,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213142,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213143,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213140,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10222097,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10222099,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20001381,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10229960,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20037332,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213139,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213137,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213138,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214469,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213551,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10213550,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10223350,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223351,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10227702,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223347,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20046677,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213548,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213547,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213544,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213545,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20043162,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213565,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214412,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213562,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213563,bitmoji-search-chat,,1,1,0,1,0,0,0,0
8375314,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10221182,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10221181,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10226869,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10223362,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10226868,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10223365,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20003582,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10224205,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10223358,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10224691,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10214408,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213559,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214406,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10217912,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213576,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10212244,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10212243,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213574,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214421,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213572,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10223372,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223373,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223374,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223375,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223376,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10223368,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214419,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20068427,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10214415,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213566,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214897,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213567,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10212235,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213587,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10237540,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10237541,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10213579,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213577,bitmoji-search-chat,,1,1,0,1,0,0,0,0
10212247,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10214044,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10214041,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10216237,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20014276,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20067566,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10222909,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10216246,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10102514,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20007535,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10208635,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20043100,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20064024,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20032952,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10207774,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213157,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20042240,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213152,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213150,bitmoji-search-chat,,0,1,0,1,0,0,0,0
20043562,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20043563,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10237598,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20043564,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10213148,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10213149,bitmoji-search-chat,,0,1,0,1,0,0,0,0
10214015,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10214496,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20054200,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20054692,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10203355,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10215355,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20010739,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10231824,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20010732,bitmoji-search-chat,,1,0,0,1,0,0,0,0
20010734,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227337,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20021858,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20041366,bitmoji-search-chat,,0,0,0,1,0,0,0,0
20010726,bitmoji-search-chat,,1,0,0,1,0,0,0,0
10161767,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227347,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227348,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10203378,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227346,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227344,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10227342,bitmoji-search-chat,,0,0,0,1,0,0,0,0
10237449,bitmoji-search-chat,,0,0,0,1,0,0,0,0
