ID_A,STICKER_ITEMS_ID,LOCALES,STRING,EXTRA_A1,EXTRA_A2,EXTRA_A3
205,3,gu_IN,આઘાતમાં સ્લગી,,,
206,3,iw,סלאגי המום,,,
207,3,hi,हैरान स्लगी,,,
208,3,hu,Csigabiga döbbent,,,
209,3,is_IS,Undrandi Sluggy,,,
210,3,in,Sluggy terkejut,,,
211,3,ga,Sluggy suaite,,,
212,3,it,Sluggy scioccato,,,
213,3,ja,ショックを受けるスラッギー,,,
214,3,kn_IN,ಶಾಕ್ ಆಗಿರುವ ಸ್ಲಗ್ಗಿ,,,
215,3,kk_KZ,Есеңгіреп қалған Слаги,,,
216,3,km_KH,Sluggy តក់ស្លុត,,,
217,3,ko,충격에 휩싸인 달팽이,,,
218,3,ky_KG,Абдаарыган Карсттык воронка,,,
219,3,lo_LA,ສະລັກຈີ້ຕົກໃຈ,,,
220,3,lv,Šokēts Sluggy,,,
221,3,lt,Nustebęs Sluggy,,,
222,3,mk_MK,Шокиран Слаги,,,
223,3,ms_MY,Sluggy terkejut,,,
224,3,ml_IN,ഞെട്ടിയ സ്ലഗ്ഗി,,,
225,3,mr_IN,धक्का बसलेली स्लगी,,,
226,3,my_ZG,အံ့အားသင့္ေနေသာ ပက္က်ိေလး,,,
227,3,mn_MN,Цочирдсон Нялцгай биетэн,,,
228,3,my_MM,အံ့အားသင့်နေသော ပက်ကျိလေး,,,
229,3,ne_NP,स्तब्ध स्लग्गि,,,
230,3,nb,Sjokkert Sluggy,,,
231,3,or,ଝଟକା ଲାଗିଥିବା ସ୍ଲଗୀ,,,
232,3,pl,Zszokowany Sluggy,,,
233,3,pt_PT,Sluggy chocado,,,
234,3,pt_BR,Sluggy espantado,,,
235,3,pa_IN,ਹੈਰਾਨ ਸਲੱਗੀ,,,
236,3,ro,Melcul șocat,,,
237,3,ru,Потрясенный слизнячок,,,
238,3,sr,Šokirani Zelembać,,,
239,3,si_LK,තිගැස්සුණු ස්ලගී,,,
240,3,pl_SP,Sluggy w szoku,,,
241,3,sk,Šokovaný Sluggy,,,
242,3,sl,Šokiran Sluggy,,,
243,3,es_ES,Babosa impactada,,,
244,3,es_US,Sluggy estupefacto,,,
245,3,sv,Chockerad Sluggy,,,
246,3,tg,Тӯқумшуллук дар хиҷолат,,,
247,3,ta_IN,அதிர்ச்சியடைந்த ஸ்லக்கி,,,
248,3,te_IN,షాక్‌లో ఉన్న స్లగ్గి,,,
249,3,tk,Howsalaly Durgun,,,
250,3,th,หอยทากช็อค,,,
251,3,bo,སྣ་དྲུད་འདྲོགས་པོ།,,,
252,3,tr,Şok olmuş Sluggy,,,
253,3,uk,Здивований слимачок,,,
254,3,ur_PK,متعجب سلوگی,,,
255,3,ug,چۆچۈگەن قۇرتچا,,,
256,3,uz_UZ,Shokdagi Slaggy,,,
257,3,vi,Sluggy bị sốc,,,
258,3,predefined,sticker_shocked,,,
259,4,en,Two slugs making a heart,,,
260,4,en_US,Two slugs making a heart,,,
261,4,en_CA,Two slugs making a heart,,,
262,4,sq_AL,Dy kaçamij duke formuar një zemër,,,
263,4,ar,بزاقتان ترسمان قلباً,,,
264,4,hy_AM,Սիրտ կազմած երկու կողինջ,,,
265,4,as,এটা হৃদয় বনাই থকা দুটা শ্লাগ,,,
266,4,az_AZ,İki tənbəl ürək göstərir,,,
267,4,eu_ES,Bi bare bihotz bat egiten,,,
268,4,be_BY,Два слімакі робяць сэрцайка,,,
269,4,bn_IN,দুজন স্লাগি মিলে তৈরি হওয়া হৃদয়,,,
270,4,bn_BD,দু’টি স্লাগ একটি হার্ট তৈরি করছে,,,
271,4,bs,Dva puža prave srce,,,
272,4,bg,Два плужека правят сърце,,,
273,4,ca,Dos llimacs fent un cor,,,
274,4,zn_CN,两只鼻涕虫组成心形,,,
275,4,zn_HK,兩條蛞蝓做出心形,,,
276,4,zn_TW,兩隻 slug 合體成愛心形狀,,,
277,4,hr,Dva pužića oblikuju srce,,,
278,4,cs,Dva slimáci tvořící srdíčko,,,
279,4,da,To sluggier danner et hjerte,,,
280,4,nl,Twee slakken maken een hart,,,
281,4,et_EE,Kaks nälkjat südant moodustamas,,,
282,4,fa,دو حلزون در حال ساختن قلب,,,
283,4,tl,Dalawang slug gumawa ng puso,,,
284,4,fi,Kaksi sydämen muodostavaa etanaa,,,
285,4,fr,Deux limaces formant un cœur,,,
286,4,fr_CA,Deux limaces formant un cœur,,,
287,4,gl_ES,Dúas lesmas formando un corazón,,,
288,4,ka_GE,ორი ტყლარწი იღებს გულის ფორმას,,,
289,4,de,Zwei Schnecken formen ein Herz,,,
290,4,el,Δύο σαλιγκάρια σχηματίζουν μια καρδιά,,,
291,4,gu_IN,એક હૃદય બનાવતા બે સ્લગ્સ,,,
292,4,iw,שתי חשופיות יוצרות לב,,,
293,4,hi,मिलकर दिल का आकार बनाते हुए दो स्लगी,,,
294,4,hu,Két meztelencsiga szívet formáz,,,
295,4,is_IS,Tveir sniglar mynda hjarta,,,
296,4,in,Dua siput membuat bentuk hati,,,
297,4,ga,Dhá dhrúchtín i gcruth croí,,,
298,4,it,Due lumache che formano un cuore,,,
299,4,ja,ハートを作る2匹のスラッギー,,,
300,4,kn_IN,ಎರಡು ಸ್ಲಗ್‍ಗಳು ಹೃದಯದ ಆಕಾರವನ್ನು ಮಾಡುತ್ತಿರುವುದು,,,
301,4,kk_KZ,Жүрек жасап жатқан екі слаги,,,
302,4,km_KH,ខ្យង​ហៀន​ពីរ​បង្កើត​បេះដូង​មួយ,,,
303,4,ko,온 몸으로 하트를 만든 두 마리의 달팽이,,,
304,4,ky_KG,Эки жержелим жүрөк кылып жатат,,,
305,4,lo_LA,ສະລັກຈີ້ສອງຕົວກຳລັງເຮັດຮູບຫົວໃຈ,,,
306,4,lv,Divi gliemji veido sirdi,,,
307,4,lt,Širdelė iš dviejų sraigių,,,
308,4,mk_MK,Два полжава прават срце,,,
309,4,ms_MY,Dua lintah membuat bentuk hati,,,
310,4,ml_IN,ഒരു ഹൃദയമുണ്ടാക്കുന്ന രണ്ട് ഒച്ചുകൾ,,,
311,4,mr_IN,हृद्य बनवणारे दोन स्लग,,,
312,4,my_ZG,အသည္းပံု လုပ္ထားေသာ ပက္က်ိေလးႏွစ္ေကာင္,,,
313,4,mn_MN,Хоёр нялцгай биетэн зүрх хийж байна,,,
314,4,my_MM,အသည်းပုံ လုပ်ထားသော ပက်ကျိလေးနှစ်ကောင်,,,
315,4,ne_NP,दुई स्लगहरूले हृदय बनाइरहेको,,,
316,4,nb,To snegler som danner et hjerte,,,
317,4,or,ଦୁଇଟି ସ୍ଲାଗ୍ ଗୋଟିଏ ହାର୍ଟ୍ କରୁଛନ୍ତି,,,
318,4,pl,Dwa ślimaki tworzące serce,,,
319,4,pt_PT,Dois Sluggys em forma de coração,,,
320,4,pt_BR,Duas lesmas formando um coração,,,
321,4,pa_IN,ਦੋ ਸਲੱਗ ਦਿਲ ਬਣਾਉਂਦੇ ਹੋਏ,,,
322,4,ro,Doi melci formând o inimă,,,
323,4,ru,Два слизнячка обнимаются в форме сердца,,,
324,4,sr,Dva puža golaća prave srce,,,
325,4,si_LK,හම්බෙල්ලන් දෙදෙනෙකු හදවතක් හදමින්,,,
326,4,pl_SP,Dwa ślimŏki co robiōm serce,,,
327,4,sk,Dva slimáky tvoriace srdce,,,
328,4,sl,Dva polža sta naredila srček,,,
329,4,es_ES,Dos babosas formando un corazón,,,
330,4,es_US,Dos babosas formando un corazón,,,
331,4,sv,Två sniglar bildar ett hjärta,,,
332,4,tg,Ду тӯқумшуллук дар шакли дил,,,
333,4,ta_IN,இதய வடிவத்தை உருவாக்கும் இரு நத்தைகள்,,,
334,4,te_IN,రెండు స్లగ్గిలు హృదయాన్ని రూపొందిస్తున్నాయి,,,
335,4,tk,Okjagaz ýürek şeklini döredýär,,,
336,4,th,ทากสองตัวเป็นรูปหัวใจ,,,
337,4,bo,སྣ་ལུད་གཉིས་ནི་སྙིང་དབྱིབས་སུ་ཆགས།,,,
338,4,tr,Kalp oluşturan iki sümüklü böcek,,,
339,4,uk,Два слимачки обіймаються у формі серця,,,
340,4,ur_PK,دو سلگس دل بناتا ہوا,,,
341,4,ug,يۈرىكى قوشۇلغان ئىككى قۇرتچا,,,
342,4,uz_UZ,Ikkita shilliqurt yurakni hosil qilmoqda,,,
343,4,vi,Hai sluggy làm thành trái tim,,,
344,4,predefined,sticker_hugs,,,
345,5,en,Angry Sluggy,,,
346,5,en_US,Angry Sluggy,,,
347,5,en_CA,Angry Sluggy,,,
348,5,sq_AL,Sluggy i zemëruar,,,
349,5,ar,Sluggy غاضب,,,
350,5,hy_AM,Զայրացած կողինջ,,,
351,5,as,খঙাল শ্লাগি,,,
352,5,az_AZ,Qəzəbli Slaggi,,,
353,5,eu_ES,Barea haserre,,,
354,5,be_BY,Сярдзіты Sluggy,,,
355,5,bn_IN,অ্যাংরি স্লাগি,,,
356,5,bn_BD,রাগান্বিত স্লাগি,,,
357,5,bs,Ljutiti puž golać,,,
358,5,bg,Ядосан Sluggy,,,
359,5,ca,Sluggy enutjat,,,
360,5,zn_CN,生气的鼻涕虫,,,
361,5,zn_HK,生氣的 Sluggy,,,
362,5,zn_TW,憤怒的 Sluggy,,,
363,5,hr,Ljutiti pužić,,,
364,5,cs,Rozhněvaný Sluggy,,,
365,5,da,Sluggy er vred,,,
366,5,nl,Boze Sluggy,,,
367,5,et_EE,Vihane Sluggy,,,
368,5,fa,حلزون عصبانی,,,
369,5,tl,Galit na Sluggy,,,
370,5,fi,Vihainen Sluggy,,,
371,5,fr,Sluggy en colère,,,
372,5,fr_CA,Sluggy en colère,,,
373,5,gl_ES,Lesma enfadada,,,
374,5,ka_GE,გაბრაზებული ტყლარწი,,,
375,5,de,Verärgerter Sluggy,,,
376,5,el,Θυμωμένος Sluggy,,,
377,5,gu_IN,ક્રોધિત સ્લગી,,,
378,5,iw,סלאגי כועס,,,
379,5,hi,गुस्से में स्लगी,,,
380,5,hu,Csigabiga mérges,,,
381,5,is_IS,Reiður Sluggy,,,
382,5,in,Sluggy marah,,,
383,5,ga,Sluggy Feargach,,,
384,5,it,Sluggy arrabbiato,,,
385,5,ja,怒っているスラッギー,,,
386,5,kn_IN,ಕೋಪದ ಸ್ಲಗ್ಗಿ,,,
387,5,kk_KZ,Ашулы Слаги,,,
388,5,km_KH,Sluggy ខឹង,,,
389,5,ko,심술난 표정의 달팽이,,,
390,5,ky_KG,Жинденген Карсттык воронка,,,
391,5,lo_LA,ສະລັກຈີໃຈຮ້າຍ,,,
392,5,lv,Dusmīgs Sluggy,,,
393,5,lt,Piktas Sluggy,,,
394,5,mk_MK,Налутен Слаги,,,
395,5,ms_MY,Sluggy marah,,,
396,5,ml_IN,ക്രുദ്ധനായ സ്ലഗ്ഗി,,,
397,5,mr_IN,रागावलेली स्लगी,,,
398,5,my_ZG,စိတ္တိုေနေသာ ပက္က်ိေလး,,,
399,5,mn_MN,Ууртай Нялцгай биетэн,,,
400,5,my_MM,စိတ်တိုနေသော ပက်ကျိလေး,,,
401,5,ne_NP,रिसाएको स्लग्गि,,,
402,5,nb,Sint Sluggy,,,
403,5,or,ରାଗି ସ୍ଲଗୀ,,,
404,5,pl,Zły Sluggy,,,
405,5,pt_PT,Sluggy zangado,,,
406,5,pt_BR,Sluggy zangado,,,
407,5,pa_IN,ਸਲੱਗੀ ਗੁੱਸੇ ਵਿੱਚ,,,
408,5,ro,Melcul furios,,,
409,5,ru,Сердитый слизнячок,,,
410,5,sr,Ljutiti Zelembać,,,
411,5,si_LK,කෝපයට පත් ස්ලගී,,,
412,5,pl_SP,Wnerwiōny Sluggy,,,
413,5,sk,Nahnevaný Sluggy,,,
414,5,sl,Jezen Sluggy,,,
415,5,es_ES,Babosa enfadada,,,
416,5,es_US,Sluggy enojado,,,
417,5,sv,Arg Sluggy,,,
418,5,tg,Тӯқумшуллуки хашмгин,,,
419,5,ta_IN,கோபமான ஸ்லக்கி,,,
420,5,te_IN,కోపంగా ఉన్న స్లగ్గి,,,
421,5,tk,Gaharly Durgun,,,
422,5,th,หอยทากโกรธ,,,
423,5,bo,ཁྲོ་བོའི་སྣ་དྲུད།,,,
424,5,tr,Kızgın Sluggy,,,
425,5,uk,Розлючений слимачок,,,
426,5,ur_PK,غصہ میں سلوگی,,,
427,5,ug,خاپا قۇرتچا,,,
428,5,uz_UZ,Jahli chiqqan Slaggy,,,
429,5,vi,Sluggy giận dữ,,,
430,5,predefined,sticker_angry,,,
431,6,en,Sluggy popping out of a box,,,
432,6,en_US,Sluggy popping out of a box,,,
433,6,en_CA,Sluggy popping out of a box,,,
434,6,sq_AL,Sluggy duke dalë nga një kuti,,,
435,6,ar,Sluggy يقفز من علبة,,,
436,6,hy_AM,Տուփից դուրս թռչող կողինջ,,,
437,6,as,এটা বাকচৰ পৰা বাহিৰ ওলোৱা শ্লাগি,,,
438,6,az_AZ,Qutudan çıxan Slaggi,,,
439,6,eu_ES,Barea kaxa batetik ateratzen,,,
440,6,be_BY,Sluggy вылазіць з каробкі,,,
441,6,bn_IN,একটি বক্স থেকে মুখ বার করা স্লাগি,,,
442,6,bn_BD,স্লাগি একটি বাক্স থেকে বের হচ্ছে,,,
443,6,bs,Puž golać iskače iz kutije,,,
444,6,bg,Sluggy изскачащ от кутия,,,
445,6,ca,Sluggy sortint d'una capsa,,,
446,6,zn_CN,鼻涕虫从盒子中弹出来,,,
447,6,zn_HK,Sluggy 從盒子裡跳出來,,,
448,6,zn_TW,Sluggy 從盒子裡彈出來,,,
449,6,hr,Pužić iskače iz kutije,,,
450,6,cs,Sluggy vykukující z krabice,,,
451,6,da,Sluggy popper ud af en kasse,,,
452,6,nl,Sluggy springt uit een doos,,,
453,6,et_EE,Sluggy kastist välja hüppamas,,,
454,6,fa,حلزون در حال بیرون آمدن از جعبه,,,
455,6,tl,Sluggy na lumabas mula sa kahon,,,
456,6,fi,Sluggy hyppää laatikosta esiin,,,
457,6,fr,Sluggy sortant d'une boîte,,,
458,6,fr_CA,Sluggy sortant d'une boite,,,
459,6,gl_ES,Lesma saíndo dunha caixa,,,
460,6,ka_GE,ტყლარწი იჭყიტება ყუთიდან,,,
461,6,de,Sluggy springt aus einer Kiste,,,
462,6,el,Ο Sluggy πετάγεται μέσα από ένα κουτί,,,
463,6,gu_IN,એક બોક્સમાંથી નીકળતું સ્લગી,,,
464,6,iw,סלאגי מזנק מתוך קופסה,,,
465,6,hi,एक बॉक्स से बाहर निकलता हुआ स्लगी,,,
466,6,hu,Csigabiga kiugrik egy dobozból,,,
467,6,is_IS,Sluggy hoppar upp úr kassa,,,
468,6,in,Sluggy muncul dari kotak,,,
469,6,ga,Sluggy ag pléascadh amach as bosca,,,
470,6,it,Sluggy che salta fuori da una scatola,,,
471,6,ja,箱から飛び出すスラッギー,,,
472,6,kn_IN,ಸ್ಲಗ್ಗಿ ಬಾಕ್ಸ್ ಹೊರಕ್ಕೆ ಇಣುಕಿ ನೋಡುತ್ತಿರುವುದು,,,
473,6,kk_KZ,Қораптан шығып келген Слаги,,,
474,6,km_KH,Sluggy ងើប​ចេញ​ពី​ប្រអប់,,,
475,6,ko,상자에서 튀어나오는 달팽이,,,
476,6,ky_KG,Карсттык воронка кутудан секирип жатат,,,
477,6,lo_LA,ສະລັກຈີ້ກຳລັງໂປ່ໂລ່ຂຶ້ນມາຈາກກ່ອງ,,,
478,6,lv,Sluggy lec ārā no kastes,,,
479,6,lt,Sluggy iššoka iš dėžutės,,,
480,6,mk_MK,Слаги излегува од кутија,,,
481,6,ms_MY,Sluggy melompat keluar dari kotak,,,
482,6,ml_IN,ഒരു പെട്ടിയിൽ നിന്ന് എത്തിനോക്കുന്ന സ്ലഗ്ഗി,,,
483,6,mr_IN,बॉक्स बाहेर पॉप करत असलेली स्लगी,,,
484,6,my_ZG,ဘူးထဲမွ ထြက္လာေသာ ပက္က်ိေလး,,,
485,6,mn_MN,Нялцгай биетэн хайрцгаас гарч ирж байна,,,
486,6,my_MM,ဘူးထဲမှ ထွက်လာသော ပက်ကျိလေး,,,
487,6,ne_NP,स्लग्गि बाकसबाट पप आउट गरिरहेको,,,
488,6,nb,Sluggy spretter opp av en eske,,,
489,6,or,ବକ୍ସରୁ ବାହାରକୁ ଆସୁଥିବା ସ୍ଲଗୀ,,,
490,6,pl,Sluggy wyskakujący z pudełka,,,
491,6,pt_PT,Sluggy a sair de uma caixa,,,
492,6,pt_BR,Sluggy saindo de uma caixa,,,
493,6,pa_IN,ਸਲੱਗੀ ਬਕਸੇ ਵਿੱਚੋਂ ਬਾਹਰ ਆਉਂਦੇ ਹੋਏ,,,
494,6,ro,Melcul ieșind dintr-o cutie,,,
495,6,ru,Слизнячок выпрыгивает из коробки,,,
496,6,sr,Zelembać iskače iz kutije,,,
497,6,si_LK,ස්ලගී පෙට්ටියකින් එළියට පනිමින්,,,
498,6,pl_SP,Sluggy co wyskŏkuje z kastlika,,,
499,6,sk,Sluggy vykukujúci zo škatule,,,
500,6,sl,Sluggy skoči iz škatle,,,
501,6,es_ES,Babosa saliendo de una caja,,,
502,6,es_US,Sluggy saliendo de una caja,,,
503,6,sv,Sluggy hoppar upp ur en låda,,,
504,6,tg,Тӯқумшуллук аз даруни қуттӣ мепарад,,,
