app_id,audience_id,filter_id,property_name,data,session_scoped
com.samsung.sree,8,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\n\n\x06\x08\x05\x12\x02US\x18\x00',
com.samsung.sree,27,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x08\n\x06\x08\x04\x12\x02US \x01',
com.samsung.sree,28,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x08\n\x06\x08\x04\x12\x02KR \x01',
com.flatfish.cal.privacy,2,0,first_open_cross_network_campaign,b'\x08\x00\x12!first_open_cross_network_campaign\x1a/\n-\x08\x04\x12)us-word-0416-karo-0.5-subtest-13034130936 \x01',
com.google.android.apps.maps,2,1,country_id,b'\x08\x01\x12\ncountry_id\x1a\x08\n\x06\x08\x04\x12\x02US',
com.google.android.apps.maps,3,1,country_id,b'\x08\x01\x12\ncountry_id\x1a\x08\n\x06\x08\x04\x12\x02US',
com.google.android.apps.maps,43,0,stream_id,b'\x08\x00\x12\tstream_id\x1a\x10\n\x0e\x08\x05\x12\n1093854881',
com.google.android.apps.maps,45,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x08\n\x06\x08\x05\x12\x02IN',
com.google.android.apps.maps,46,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x08\n\x06\x08\x05\x12\x02IN',
com.google.android.apps.maps,47,0,stream_id,b'\x08\x00\x12\tstream_id\x1a\x10\n\x0e\x08\x05\x12\n1093854881',
com.google.android.apps.maps,47,1,country_id,b'\x08\x01\x12\ncountry_id\x1a\x08\n\x06\x08\x05\x12\x02IN',
com.google.android.apps.maps,48,0,stream_id,b'\x08\x00\x12\tstream_id\x1a\x10\n\x0e\x08\x05\x12\n1093860480 \x01',
com.google.android.apps.maps,48,1,country_id,b'\x08\x01\x12\ncountry_id\x1a\x08\n\x06\x08\x05\x12\x02IN \x01',
com.google.android.apps.maps,49,0,stream_id,b'\x08\x00\x12\tstream_id\x1a\x10\n\x0e\x08\x05\x12\n1093860480 \x01',
com.google.android.apps.maps,49,1,stream_id,b'\x08\x01\x12\tstream_id\x1a\x10\n\x0e\x08\x05\x12\n1093854881 \x01',
com.google.android.apps.maps,49,2,country_id,b'\x08\x02\x12\ncountry_id\x1a\x08\n\x06\x08\x05\x12\x02IN \x01',
com.google.android.apps.maps,50,0,platform,b'\x08\x00\x12\x08platform\x1a\t\n\x07\x08\x04\x12\x03iOS \x01',
com.google.android.apps.maps,50,1,city_id,b'\x08\x01\x12\x07city_id\x1a\x0f\n\x0b\x08\x05\x12\x071009461\x18\x00 \x01',
com.google.android.apps.maps,51,0,platform,b'\x08\x00\x12\x08platform\x1a\r\n\x0b\x08\x04\x12\x07Android \x01',
com.google.android.apps.maps,51,1,city_id,b'\x08\x01\x12\x07city_id\x1a\x0f\n\x0b\x08\x05\x12\x071009461\x18\x00 \x01',
com.google.android.apps.maps,52,0,platform,b'\x08\x00\x12\x08platform\x1a\t\n\x07\x08\x04\x12\x03iOS \x01',
com.google.android.apps.maps,52,1,city_id,b'\x08\x01\x12\x07city_id\x1a\x0f\n\x0b\x08\x05\x12\x071009461\x18\x00 \x01',
com.ea.game.nfs14_row,2,0,pconversion_score_in_app_purchase,b'\x08\x00\x12!pconversion_score_in_app_purchase\x1a\x04\x12\x02\x08\x02 \x01',
com.samsung.android.game.gamehome,16,0,MarketingInformation,b'\x08\x00\x12\x14MarketingInformation\x1a\n\n\x06\x08\x05\x12\x02ON\x18\x00 \x01',
com.samsung.android.game.gamehome,20,0,DiscordLinked,b'\x08\x00\x12\rDiscordLinked\x1a\x0b\n\x07\x08\x05\x12\x03Yes\x18\x00 \x01',
com.samsung.android.game.gamehome,21,0,DiscordAccountSign,b'\x08\x00\x12\x12DiscordAccountSign\x1a\x0e\n\n\x08\x05\x12\x06SignIn\x18\x00 \x01',
com.samsung.android.game.gamehome,22,0,DiscordAccountSign,b'\x08\x00\x12\x12DiscordAccountSign\x1a\x0e\n\n\x08\x05\x12\x06SignUp\x18\x00 \x01',
com.samsung.android.game.gamehome,29,0,AgreetoTNCPN,b'\x08\x00\x12\x0cAgreetoTNCPN\x1a\x0b\n\x07\x08\x05\x12\x03Yes\x18\x00 \x01',
com.samsung.android.game.gamehome,50,2,app_tracking_app_version,b'\x08\x02\x12\x18app_tracking_app_version\x1a\x1b\n\x17\x08\x01\x12\x134.[0-9].[0-9]{2}.\\d\x18\x00 \x00',
com.samsung.android.game.gamehome,51,2,app_tracking_app_version,b'\x08\x02\x12\x18app_tracking_app_version\x1a\x1b\n\x17\x08\x01\x12\x133.[0-9].[0-9]{2}.\\d\x18\x00 \x00',
com.samsung.android.game.gamehome,67,2,app_tracking_app_version,b'\x08\x02\x12\x18app_tracking_app_version\x1a\x1b\n\x17\x08\x01\x12\x135.[0-9].[0-9]{2}.\\d\x18\x00 \x01',
com.zhiliaoapp.musically,4,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x08\n\x06\x08\x05\x12\x02DE \x01',
com.zhiliaoapp.musically,7,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x0c\n\x08\x08\x05\x12\x02IN\x18\x00\x18\x00 \x01',
com.zhiliaoapp.musically,8,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x0c\n\x08\x08\x05\x12\x02TR\x18\x00\x18\x00 \x01',
com.zhiliaoapp.musically,9,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x0c\n\x08\x08\x05\x12\x02TR\x18\x00\x18\x00 \x01',
com.zhiliaoapp.musically,10,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x0c\n\x08\x08\x05\x12\x02TR\x18\x00\x18\x00 \x01',
com.zhiliaoapp.musically,11,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x0c\n\x08\x08\x05\x12\x02TR\x18\x00\x18\x00 \x01',
com.zhiliaoapp.musically,12,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x0c\n\x08\x08\x05\x12\x02TR\x18\x00\x18\x00 \x01',
com.zhiliaoapp.musically,13,0,country_id,b'\x08\x00\x12\ncountry_id\x1a\x0c\n\x08\x08\x05\x12\x02TR\x18\x00\x18\x00 \x01',
