_id,dedup_key,utc_timestamp,timezone_offset,capture_timestamp,month_random_timestamp,type,is_deleted,is_vr,has_local,is_hidden,composition_type,partial_backup_downloaded,oem_special_type,is_archived,is_favorite,in_camera_folder,in_primary_storage,overlay_type,min_upload_utc_timestamp,date_header_utc_timestamp,trash_timestamp,location_type,canonical_media_key,canonical_content_version
229,jHzkCi9OwQIPYQYYpvxu3BKJ9m4,1625357075000,-14400000,1625342675000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
230,rNLKEqc9GvdKDkD1hZx6Uegc-UI,1625354948000,-14400000,1625340548000,0,1,0,100,1,0,,0,,0,0,1,1,1300,0,,,2,,
231,WkIKqjY0wXCBcPoV7_TKqSr04tg,1625354942000,-14400000,1625340542000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
232,w2fKLZW6dxemdXspErL9E1TZcnI,1625354919000,-14400000,1625340519000,0,1,0,100,1,0,,0,,0,0,1,1,1300,0,,,2,,
233,Wh_HJQ73opxaxDm0XYboVtZ5mwQ,1625354916000,-14400000,1625340516000,0,1,0,100,1,0,,0,,0,0,1,1,1300,0,,,2,,
234,2Km-SqDknodYxcx1kt9BDctn42g,1625354910000,-14400000,1625340510000,0,1,0,100,1,0,,0,,0,0,1,1,1300,0,,,2,,
235,YJMo0yZOnm4fLK8Xsq-RUPZ9e2o,1625354902000,-14400000,1625340502000,0,1,0,100,1,0,,0,,0,0,1,1,1300,0,,,2,,
236,f80iZt6XU7mo6mCZyqDrABks3tA,1625354886000,-14400000,1625340486000,0,1,0,100,1,0,,0,,0,0,1,1,1300,0,,,2,,
237,4D-2Hw0wEu4HSaMOCdv-o9nuNHk,1625354879000,-14400000,1625340479000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
238,vinSq5tFXJvN1PQyQ7-hmbMnoD8,1625354871000,-14400000,1625340471000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
239,qM1m94sxFmKkxKXzDSEP4zGQ_sk,1625354857000,-14400000,1625340457000,0,1,0,100,1,0,,0,,0,0,1,1,1300,0,,,2,,
254,kF-lwkR6ajmM_hTszYZdMPBn3r4,1625509726000,-14400000,1625495326000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
255,3BmK3Szldy0JuKTFVIbLSO38cFE,1625509672000,-14400000,1625495272000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
258,Uuo_RbNFupG1Krbhtkb_cu-8owc,1625509736000,-14400000,1625495336000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
260,44kCBC_8eDW3my2Gt-Q7FQx4K98,1625509795000,-14400000,1625495395000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
262,BYeUWxjXcyFWtt4ap5hfMOshMO0,1625509912000,-14400000,1625495512000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
264,o-mje6QjGobDTRy8OAFB-BeaYOw,1625510119000,-14400000,1625495719000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
265,8j0xLEFo5hMyaRZCN2gxH4f3HuY,1625510094000,-14400000,1625495694000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
268,3EDJxySlkn_b6jd7F1dQ82S7sRY,1625510133000,-14400000,1625495733000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
270,tO9u_EkYrrS9_hHxiSoO0DD6oJw,1625716089000,-14400000,1625701689000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,1,,
271,vudC7CSJlzBUpGaM3oeGzcMij_Q,1625699651000,-14400000,1625685251000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
272,1wwdPZycXQYcScnx1kp5rQKCVwU,1625699642000,-14400000,1625685242000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
273,1zCqch22jKG0X-ABWt1X5ZYZvJ0,1625699639000,-14400000,1625685239000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
274,oU_RQa5c5-zpZpvRnfRImeTXJdQ,1625699534000,-14400000,1625685134000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
275,8W5YxT_-siAwZatKOiQcKxfFiWc,1625699524000,-14400000,1625685124000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
276,WrHoIhKwg8qTxV4jjUNK51NNwsM,1625699522000,-14400000,1625685122000,0,1,0,0,1,0,,0,,0,0,1,1,1400,0,,,2,,
284,nPDUrgrQeEYNH8abjvNyrrfJQrI,1626807814000,-14400000,1626793414000,0,2,0,0,1,0,,0,,0,0,1,1,400,0,,,2,,
