ID_A,STICKER_ITEMS_ID,LOCALES,STRING,EXTRA_A1,EXTRA_A2,EXTRA_A3
63,1,pa_IN,ਨੱਚਦਾ ਜਿਮ,,,
64,1,ro,Jim dansând,,,
65,1,ru,Танцующий Джим,,,
66,1,sr,Džim igra,,,
67,1,si_LK,නටන ජිම්,,,
68,1,pl_SP,Jim tańcuje,,,
69,1,sk,Tancujúci Jim,,,
70,1,sl,Plešoč Jim,,,
71,1,es_ES,Jim bailando,,,
72,1,es_US,Jim bailando,,,
73,1,sv,Dansande Jim,,,
74,1,tg,Ҷим мерақсад,,,
75,1,ta_IN,ஆடுகின்ற ஜிம்,,,
76,1,te_IN,డ్యాన్స్ చేస్తున్న జిమ్,,,
77,1,tk,Tans edýän Jim,,,
78,1,th,จิมเต้น,,,
79,1,bo,བྲོ་འཁྲབ་པའི་Jim,,,
80,1,tr,Dans eden Jim,,,
81,1,uk,Джим танцює,,,
82,1,ur_PK,ڈانس کرتا جم,,,
83,1,ug,ئۇسسۇلچى جىم,,,
84,1,uz_UZ,Raqsga tushayotgan Jim,,,
85,1,vi,Jim nhảy múa,,,
86,1,predefined,sticker_dancing,,,
87,2,en,Excited Kim,,,
88,2,en_US,Excited Kim,,,
89,2,en_CA,Excited Kim,,,
90,2,sq_AL,Kimi i eksituar,,,
91,2,ar,Kim متحمسة,,,
92,2,hy_AM,Հուզված Քիմը,,,
93,2,as,উত্তেজিত কিম,,,
94,2,az_AZ,Həyəcanlı Kim,,,
95,2,eu_ES,Kim urduri,,,
96,2,be_BY,Kim у захапленні,,,
97,2,bn_IN,উদ্দীপিত কিম,,,
98,2,bn_BD,উত্তেজিত কিম,,,
99,2,bs,Uzbuđena Kim,,,
100,2,bg,Развълнуван Kim,,,
101,2,ca,Kim emocionada,,,
102,2,zn_CN,兴奋的小金,,,
103,2,zn_HK,興奮的 Kim,,,
104,2,zn_TW,興奮的 Kim,,,
105,2,hr,Uzbuđena Kim,,,
106,2,cs,Vzrušená Kim,,,
107,2,da,Kim er begejstret,,,
108,2,nl,Opgewonden Kim,,,
109,2,et_EE,Põnevil Kim,,,
110,2,fa,کیم هیجان‌زده,,,
111,2,tl,Nasasabik na Kim,,,
112,2,fi,Innostunut Kim,,,
113,2,fr,Kim excitée,,,
114,2,fr_CA,Kim excitée,,,
115,2,gl_ES,Kim emocionada,,,
116,2,ka_GE,აღფრთოვანებული კიმი,,,
117,2,de,Aufgeregte Kim,,,
118,2,el,Ενθουσιασμένη Kim,,,
119,2,gu_IN,ઉત્સાહિત કિમ,,,
120,2,iw,קים מתלהבת,,,
121,2,hi,उत्साहित किम,,,
122,2,hu,Kim izgatott,,,
123,2,is_IS,Spennt Kim,,,
124,2,in,Kim bersemangat,,,
125,2,ga,Kim ar bís,,,
126,2,it,Kim elettrizzata,,,
127,2,ja,ワクワクするキム,,,
128,2,kn_IN,ಉತ್ಸಾಹಭರಿತ ಕಿಮ್,,,
129,2,kk_KZ,Шабыттанған Ким,,,
130,2,km_KH,Kim រំភើប​ចិត្ត,,,
131,2,ko,신나서 만세를 외치는 킴,,,
132,2,ky_KG,Таң калган Ким,,,
133,2,lo_LA,ກິມທີ່ຕື່ນເຕັ້ນ,,,
134,2,lv,Satraukta Kim,,,
135,2,lt,Susijaudinusi Kim,,,
136,2,mk_MK,Возбудена Ким,,,
137,2,ms_MY,Kim teruja,,,
138,2,ml_IN,ഉത്തേജിതനായ കിം,,,
139,2,mr_IN,उत्साही किम,,,
140,2,my_ZG,စိတ္လႈပ္ရွားေနေသာ ကင္မ္,,,
141,2,mn_MN,Догдолсон Ким,,,
142,2,my_MM,စိတ်လှုပ်ရှားနေသော ကင်မ်,,,
143,2,ne_NP,उत्तेजित किम,,,
144,2,nb,Spent Kim,,,
145,2,or,ଉତ୍ସାହିତ କିମ୍,,,
146,2,pl,Podekscytowana Kim,,,
147,2,pt_PT,Kim empolgado,,,
148,2,pt_BR,Kim animada,,,
149,2,pa_IN,ਉਤੇਜਿਤ ਕਿਮ,,,
150,2,ro,Kim entuziasmat,,,
151,2,ru,Взволнованная Ким,,,
152,2,sr,Uzbuđena Kim,,,
153,2,si_LK,සැකැබුණු කිම්,,,
154,2,pl_SP,Dopŏlōno Kim,,,
155,2,sk,Vzrušená Kim,,,
156,2,sl,Navdušena Kim,,,
157,2,es_ES,Kim emocionada,,,
158,2,es_US,Kim entusiasmada,,,
159,2,sv,Upphetsad Kim,,,
160,2,tg,Кими шавқманд,,,
161,2,ta_IN,உற்சாகமாக கிம்,,,
162,2,te_IN,చాలా సంతోషంగా ఉన్న కిమ్,,,
163,2,tk,Aljyraňňy Kim,,,
164,2,th,คิมตื่นเต้น,,,
165,2,bo,སྤྲོས་པའི་Kim,,,
166,2,tr,Heyecanlı Kim,,,
167,2,uk,Схвильована Кім,,,
168,2,ur_PK,پوجوش کم,,,
169,2,ug,ھاياجانلانغان كىم,,,
170,2,uz_UZ,Hayajonlangan Kim,,,
171,2,vi,Kim phấn khích,,,
172,2,predefined,sticker_happy,,,
173,3,en,Sad Jim,,,
174,3,en_US,Sad Jim,,,
175,3,en_CA,Sad Jim,,,
176,3,sq_AL,Xhimi i trishtuar,,,
177,3,ar,Jim حزين,,,
178,3,hy_AM,Տխուր Ջիմը,,,
179,3,as,দুখী জিম,,,
180,3,az_AZ,Qəmgin Cim,,,
181,3,eu_ES,Jim triste,,,
182,3,be_BY,Сумны Jim,,,
183,3,bn_IN,দুঃখী জিম,,,
184,3,bn_BD,বিষন্ন জিম,,,
185,3,bs,Tužni Jim,,,
186,3,bg,Тъжен Jim,,,
187,3,ca,Jim trist,,,
188,3,zn_CN,悲伤的吉姆,,,
189,3,zn_HK,悲傷的 Jim,,,
190,3,zn_TW,悲傷的 Jim,,,
191,3,hr,Tužni Jim,,,
192,3,cs,Smutný Jim,,,
193,3,da,Jim er ked af det,,,
194,3,nl,Verdrietige Jim,,,
195,3,et_EE,Kurb Jim,,,
196,3,fa,جیم غمگین,,,
197,3,tl,Malungkot na Jim,,,
198,3,fi,Surullinen Jim,,,
199,3,fr,Jim triste,,,
200,3,fr_CA,Jim triste,,,
201,3,gl_ES,Jim triste,,,
202,3,ka_GE,მოწყენილი ჯიმი,,,
203,3,de,Trauriger Jim,,,
204,3,el,Λυπημένος Jim,,,
205,3,gu_IN,નિરાશ જિમ,,,
206,3,iw,ג'ים עצוב,,,
207,3,hi,दुखी जिम,,,
208,3,hu,Jim szomorú,,,
209,3,is_IS,Leiður Jim,,,
210,3,in,Jim sedih,,,
211,3,ga,Jim brónach,,,
212,3,it,Jim triste,,,
213,3,ja,悲しそうなジム,,,
214,3,kn_IN,ಬೇಸರದ ಜಿಮ್,,,
215,3,kk_KZ,Мұңды Джим,,,
216,3,km_KH,Jim កំសត់,,,
217,3,ko,울먹이는 표정의 짐,,,
218,3,ky_KG,Кайгырган Джим,,,
219,3,lo_LA,ຈິມທີ່ໂສກເສົ້າ,,,
220,3,lv,Bēdīgs Jim,,,
221,3,lt,Liūdnas Jim,,,
222,3,mk_MK,Тажен Џим,,,
223,3,ms_MY,Jim sedih,,,
224,3,ml_IN,ദുഃഖിതനായ ജിം,,,
225,3,mr_IN,दु:खी जिम,,,
226,3,my_ZG,ဝမ္းနည္းေနေသာ ဂ်င္မ္,,,
227,3,mn_MN,Гунигтай Жим,,,
228,3,my_MM,ဝမ်းနည်းနေသော ဂျင်မ်,,,
229,3,ne_NP,निराश जिम,,,
230,3,nb,Trist Jim,,,
231,3,or,ଦୁଃଖିତ ଜିମ୍,,,
232,3,pl,Smutny Jim,,,
233,3,pt_PT,Jim triste,,,
234,3,pt_BR,Jim triste,,,
235,3,pa_IN,ਉਦਾਸ ਜਿਮ,,,
236,3,ro,Jim trist,,,
237,3,ru,Печальный Джим,,,
238,3,sr,Tužni Džim,,,
239,3,si_LK,දුක ජිම්,,,
240,3,pl_SP,Jim je niyrŏd,,,
241,3,sk,Smutný Jim,,,
242,3,sl,Žalosten Jim,,,
243,3,es_ES,Jim triste,,,
244,3,es_US,Jim triste,,,
245,3,sv,Jim är ledsen,,,
246,3,tg,Ҷими ғамгин,,,
247,3,ta_IN,சோகமான ஜிம்,,,
248,3,te_IN,బాధ పడుతున్న జిమ్,,,
249,3,tk,Gaýgyly Jim,,,
250,3,th,จิมเศร้า,,,
251,3,bo,Jim་སྐྱོ་བོ།,,,
252,3,tr,Üzgün Jim,,,
253,3,uk,Засмучений Джим,,,
254,3,ur_PK,غمگین جم,,,
255,3,ug,غەمكىن جىم,,,
256,3,uz_UZ,G‘amgin Jim,,,
257,3,vi,Jim buồn,,,
258,3,predefined,sticker_sad,,,
259,4,en,Jim celebrating with champagne,,,
260,4,en_US,Jim celebrating with champagne,,,
261,4,en_CA,Jim celebrating with champagne,,,
262,4,sq_AL,Xhimi duke festuar me shampanjë,,,
263,4,ar,Jim يحتفل مع الشمبانيا,,,
264,4,hy_AM,Ջիմը՝ շամպայնով տոնող,,,
265,4,as,চেম্পেইনৰ সৈতে উদযাপন কৰি থকা জিম,,,
266,4,az_AZ,Şampanla bayram edən Cim,,,
267,4,eu_ES,Jim xanpainarekin ospatzen,,,
268,4,be_BY,Jim святкуе з шампанскім,,,
269,4,bn_IN,শ্যাম্পেন খুলে উদযাপনরত জিম,,,
270,4,bn_BD,জিম শ্যাম্পেন দিয়ে উদযাপন করছে,,,
271,4,bs,Jim slavi uz šampanjac,,,
272,4,bg,Jim празнува със шампанско,,,
273,4,ca,Jim celebrant amb xampany,,,
274,4,zn_CN,吉姆开香槟庆祝,,,
275,4,zn_HK,Jim 用香檳慶祝,,,
276,4,zn_TW,Jim 開香檳慶祝,,,
277,4,hr,Džim slavi uz šampanjac,,,
278,4,cs,Jim slaví se šampaňským,,,
279,4,da,Jim fejrer med champagne,,,
280,4,nl,Jim viert feest met champagne,,,
281,4,et_EE,Jim vahuveiniga tähistamas,,,
282,4,fa,جیم در حال جشن گرفتن با شامپاین,,,
283,4,tl,Jim nagdiriwang nang may champagne,,,
284,4,fi,Jim juhlii samppanjan kanssa,,,
285,4,fr,Jim fêtant quelque chose avec du champagne,,,
286,4,fr_CA,Jim fêtant quelque chose avec du champagne,,,
287,4,gl_ES,Jim celebrando con champaña,,,
288,4,ka_GE,ჯიმი ზეიმობს შამპანურით,,,
289,4,de,Jim feiert mit Champagner,,,
290,4,el,Ο Jim γιορτάζει με σαμπάνια,,,
291,4,gu_IN,શૅમ્પેન સાથે ઊજવણી કરતો જિમ,,,
292,4,iw,ג'ים חוגג עם שמפניה,,,
293,4,hi,शैम्पेन से जश्न मनाने हुए जिम,,,
294,4,hu,Jim pezsgővel ünnepel,,,
295,4,is_IS,Jim fagnar með kampavíni,,,
296,4,in,Jim merayakan dengan sampanye,,,
297,4,ga,Jim ag ceiliúradh le seaimpéin,,,
298,4,it,Jim che festeggia con dello champagne,,,
299,4,ja,シャンパンで祝うジム,,,
300,4,kn_IN,ಷಾಂಪೇನ್ ಹಿಡಿದು ಜಿಮ್ ಸಂಭ್ರಮಿಸುತ್ತಿರುವುದು,,,
301,4,kk_KZ,Шампанмен тойлатып жатқан Джим,,,
302,4,km_KH,Jim អបអរ​ជាមួយ​ស្រា​សំប៉ាញ,,,
303,4,ko,샴페인으로 축배를 들고 있는 짐,,,
304,4,ky_KG,Джим шампанский менен майрамдап жатат,,,
305,4,lo_LA,ຈິມກຳລັງສະຫຼອງກັບແຊມເປນ,,,
306,4,lv,Jim dzer šampanieti,,,
307,4,lt,Jim švenčia su šampanu,,,
308,4,mk_MK,Џим прославува со шампањ,,,
309,4,ms_MY,Jim meraikan dengan champange,,,
310,4,ml_IN,ഷാംപെയ്നുമായി ആഘോഷിക്കുന്ന ജിം,,,
311,4,mr_IN,शॅम्पेन सह साजरा करत असलेला जिम,,,
312,4,my_ZG,ရွန္ပိန္ေသာက္၍ ေအာင္ပြဲခံေနေသာ ဂ်င္မ္,,,
313,4,mn_MN,Шампань дарстай тэмдэглэж буй Жим,,,
314,4,my_MM,ရှန်ပိန်သောက်၍ အောင်ပွဲခံနေသော ဂျင်မ်,,,
315,4,ne_NP,जिमले स्याम्पेनका साथ पर्व मनाइरहेको,,,
316,4,nb,Jim feirer med champagne,,,
317,4,or,ଜିମ୍ ସାମ୍ପେନ୍ ସହ ଉତ୍ସବ ପାଳନ କରୁଛନ୍ତି,,,
318,4,pl,Jim świętuje z szampanem,,,
319,4,pt_PT,Jim a celebrar com champanhe,,,
320,4,pt_BR,Jim comemorando com champanhe,,,
321,4,pa_IN,ਜਿਮ ਸ਼ੈਮਪੇਨ ਨਾਲ ਜਸ਼ਨ ਮਨਾਉਂਦੇ ਹੋਏ,,,
322,4,ro,Jim sărbătorind cu șampanie,,,
323,4,ru,Джим открывает шампанское в честь праздника,,,
324,4,sr,Džim slavi uz šampanjac,,,
325,4,si_LK,ජිම් ෂැම්පේන් සමග සමරයි,,,
326,4,pl_SP,Jim fajruje ze szampanym,,,
327,4,sk,Jim oslavuje so šampanským,,,
328,4,sl,Jim proslavlja s šampanjcem,,,
329,4,es_ES,Jim celebrando con champán,,,
330,4,es_US,Jim celebrando con champaña,,,
331,4,sv,Jim firar med champagne,,,
332,4,tg,Ҷим бо майи шампан ҷашн мегирад,,,
333,4,ta_IN,ஷாம்பெயின் உடன் கொண்டாடும் ஜிம்,,,
334,4,te_IN,జిమ్ షాంపేన్‌తో వేడుక జరుపుకుంటోంది,,,
335,4,tk,Jim şampan bilen gutlaýar,,,
336,4,th,จิมฉลองด้วยแชมเปญ,,,
337,4,bo,Jim་ཡིས་ཨ་རག་ཧྲན་ཕེང་སྤྱད་ནས་རྟེན་འབྲེལ་ཞུ།,,,
338,4,tr,Şampanyayla kutlama yapan Jim,,,
339,4,uk,Джим відкриває шампанське на честь свята,,,
340,4,ur_PK,جم شیمپین کے ساتھ جشن مناتے ہوئے,,,
341,4,ug,شامپان تۇتقان جىم,,,
342,4,uz_UZ,Jim shampan vinosi bilan nishonlamoqda,,,
343,4,vi,Jim ăn mừng với rượu sâm banh,,,
344,4,predefined,sticker_celebration,,,
345,5,en,Road rage Jim,,,
346,5,en_US,Road rage Jim,,,
347,5,en_CA,Road rage Jim,,,
348,5,sq_AL,Xhimi i nxehur në rrugë,,,
349,5,ar,استشاط Jim غضباً من الطريق,,,
350,5,hy_AM,Մեքենան ագրեսիվ վարող Ջիմը,,,
351,5,as,ৰাস্তাত খং কৰি গড়ী চলাই থকা জিম,,,
352,5,az_AZ,Yoldan qəzəbli olan Cim,,,
353,5,eu_ES,Jim haserretuta gidatzen,,,
354,5,be_BY,Jim агрэсіўны на дарозе,,,
355,5,bn_IN,রেগে যান চালনারত জিম,,,
356,5,bn_BD,রাস্তায় দ্রুতগতিতে জিম,,,
357,5,bs,Jim bjesni po cesti,,,
358,5,bg,Jim шофира бясно,,,
359,5,ca,Jim enrabiat pel trànsit,,,
360,5,zn_CN,暴躁驾驶的吉姆,,,
361,5,zn_HK,在公路上暴怒的 Jim,,,
362,5,zn_TW,開車發怒的 Jim,,,
363,5,hr,Džim ima napad bijesa na cesti,,,
364,5,cs,Pirát silnic Jim,,,
365,5,da,Jim er sur bilist,,,
366,5,nl,Verkeersagressie Jim,,,
367,5,et_EE,Liiklusraevus Jim,,,
368,5,fa,جیم و خشم جاده‌ای,,,
369,5,tl,Road rage na Jim,,,
370,5,fi,Tiehirmu Jim,,,
371,5,fr,Jim agressif au volant,,,
372,5,fr_CA,Jim agressif au volant,,,
373,5,gl_ES,Jim enfadado ao volante,,,
374,5,ka_GE,აგრესიული მძღოლი ჯიმი,,,
375,5,de,Aggressiv fahrender Jim,,,
376,5,el,Ο Jim στο αυτοκίνητο,,,
377,5,gu_IN,રોડ રેજ જિમ,,,
378,5,iw,ג'ים בזעם כבישים,,,
379,5,hi,सड़क पर क्रोधित होकर गाड़ी चलाता हुआ जिम,,,
380,5,hu,Jim tombolva vezet,,,
381,5,is_IS,Jim er pirraður í umferðinni,,,
382,5,in,Jim marah di jalanan,,,
383,5,ga,Jim na Buile Bóthair,,,
384,5,it,Jim arrabbiato al volante,,,
385,5,ja,運転中に腹を立てるジム,,,
386,5,kn_IN,ರೋಡ್ ರೇಜ್ ಜಿಮ್,,,
387,5,kk_KZ,Жолда ашуланған Джим,,,
388,5,km_KH,Jim ខឹង​នៅ​តាម​ផ្លូវ,,,
389,5,ko,화난 표정으로 운전하는 짐,,,
390,5,ky_KG,Джим жолдо жинденип жатат,,,
391,5,lo_LA,ຈິມທີ່ຍ່າງໄປມາເທິງຖະໜົນ,,,
392,5,lv,Nikns Jim pie stūres,,,
393,5,lt,Kelyje supykęs Jim,,,
394,5,mk_MK,Џим е бесен возач,,,
395,5,ms_MY,Jim baran jalanan,,,
396,5,ml_IN,റോഡിൽ രോഷാകുലനായ ജിം,,,
397,5,mr_IN,रागाने गाडी चालवणारा जिम,,,
398,5,my_ZG,ေဒါသေပါက္ကြဲေနေသာ ဂ်င္မ္,,,
399,5,mn_MN,Замын уур хилэнтэй Жим,,,
400,5,my_MM,ဒေါသပေါက်ကွဲနေသော ဂျင်မ်,,,
401,5,ne_NP,बाटोको रिस जिम,,,
402,5,nb,Sint Jim i bil,,,
403,5,or,ରାସ୍ତା କ୍ରୋଧ ଜିମ୍,,,
404,5,pl,Jim piratem drogowym,,,
405,5,pt_PT,Jim furioso a conduzir,,,
406,5,pt_BR,Jim dirigindo com raiva,,,
407,5,pa_IN,ਸੜਕ ਤੇ ਗੁੱਸਾ ਦਿਖਾਉਂਦਾ ਜਿਮ,,,
408,5,ro,"Jim, spaima șoșelelor",,,
409,5,ru,Джим сердится за рулем,,,
410,5,sr,Džim besni u saobraćaju,,,
411,5,si_LK,ජිම් මාර්ග වියරුවෙන්,,,
412,5,pl_SP,Jim piratym drogowym,,,
413,5,sk,Pirát ciest Jim,,,
414,5,sl,Jim jezno vozi,,,
415,5,es_ES,Jim de mal humor en el coche,,,
416,5,es_US,Jim conduciendo agresivamente,,,
417,5,sv,Jim är arg i trafiken,,,
418,5,tg,Ҷим дар роҳ ҷиннигӣ мекунад,,,
419,5,ta_IN,சாலையில் ஆத்திரமான ஜிம்,,,
420,5,te_IN,రహదారిపై ఆగ్రహంతో ఉన్న జిమ్,,,
421,5,tk,Ýolda edepsizlik Jim,,,
422,5,th,จิมขับรถอย่างเดือดดาล,,,
423,5,bo,ཁྲོ་བས་སྨྱོས་པའི་Jim,,,
424,5,tr,Trafikte sinirlenmiş Jim,,,
425,5,uk,Джим сердиться за кермом,,,
426,5,ur_PK,روڈ پر گاڑی چلاتا جم,,,
427,5,ug,يول تالاشقان جىم,,,
428,5,uz_UZ,Haydovchi g‘azabidagi Jim,,,
429,5,vi,Jim lái xe giận dữ,,,
430,5,predefined,sticker_angry,,,
431,6,en,Jim in love,,,
432,6,en_US,Jim in love,,,
433,6,en_CA,Jim in love,,,
434,6,sq_AL,Xhimi i dashuruar,,,
435,6,ar,Jim مغرم,,,
436,6,hy_AM,Սիրահարված Ջիմը,,,
437,6,as,প্ৰেমত পৰা জিম,,,
438,6,az_AZ,Aşiq olmuş Cim,,,
439,6,eu_ES,Jim maiteminduta,,,
440,6,be_BY,Jim закаханы,,,
441,6,bn_IN,প্রেমে পড়া জিম,,,
442,6,bn_BD,জিম প্রেমে পড়েছে,,,
443,6,bs,Zaljubljeni Jim,,,
444,6,bg,Влюбен Jim,,,
445,6,ca,Jim enamorat,,,
446,6,zn_CN,恋爱中的吉姆,,,
447,6,zn_HK,Jim 墜入愛河,,,
448,6,zn_TW,熱戀中的 Jim,,,
449,6,hr,Zaljubljeni Jim,,,
450,6,cs,Zamilovaný Jim,,,
451,6,da,Jim er forelsket,,,
452,6,nl,Verliefde Jim,,,
453,6,et_EE,Armunud Jim,,,
454,6,fa,جیم عاشق,,,
455,6,tl,Jim na umiibig,,,
456,6,fi,Rakastunut Jim,,,
457,6,fr,Jim amoureux,,,
458,6,fr_CA,Jim amoureux,,,
459,6,gl_ES,Jim namorado,,,
460,6,ka_GE,შეყვარებული ჯიმი,,,
461,6,de,Jim ist verliebt,,,
462,6,el,Ερωτευμένος Jim,,,
463,6,gu_IN,પ્રેમમાં જિમ,,,
464,6,iw,ג'ים מאוהב,,,
465,6,hi,प्यार में डूबा हुआ जिम,,,
466,6,hu,Jim szerelmes,,,
467,6,is_IS,Ástfanginn Jim,,,
468,6,in,Jim jatuh cinta,,,
469,6,ga,Jim i ngrá,,,
470,6,it,Jim innamorato,,,
471,6,ja,恋するジム,,,
472,6,kn_IN,ಜಿಮ್ ಪ್ರೀತಿಯಲ್ಲಿರುವುದು,,,
473,6,kk_KZ,Ғашық болып қалған Джим,,,
474,6,km_KH,Jim មាន​ស្នេហា,,,
475,6,ko,사랑에 빠진 짐,,,
476,6,ky_KG,Джим сүйүп калды,,,
477,6,lo_LA,ຈິມມີຄວາມຮັກ,,,
478,6,lv,Iemīlējies Jim,,,
479,6,lt,Jim įsimylėjęs,,,
480,6,mk_MK,Вљубен Џим,,,
481,6,ms_MY,Jim bercinta,,,
482,6,ml_IN,പ്രണയിക്കുന്ന ജിം,,,
483,6,mr_IN,प्रेमात पडलेला जिम,,,
484,6,my_ZG,အခ်စ္ေတြ႕ေနေသာ ဂ်င္မ္,,,
485,6,mn_MN,Дурласан Жим,,,
486,6,my_MM,အချစ်တွေ့နေသော ဂျင်မ်,,,
487,6,ne_NP,मायामा परेको जिम,,,
488,6,nb,Forelsket Jim,,,
489,6,or,ପ୍ରେମରେ ପଡିଥିବା ଜିମ୍,,,
490,6,pl,Zakochany Jim,,,
491,6,pt_PT,Jim apaixonado,,,
492,6,pt_BR,Jim apaixonado,,,
493,6,pa_IN,ਜਿਮ ਪਿਆਰ ਵਿੱਚ,,,
494,6,ro,Jim îndrăgostit,,,
495,6,ru,Влюбленный Джим,,,
496,6,sr,Zaljubljeni Džim,,,
497,6,si_LK,ජිම් ආදරයෙන් වෙලී,,,
498,6,pl_SP,Zakochany Jim,,,
499,6,sk,Zamilovaný Jim,,,
500,6,sl,Jim je zaljubljen,,,
501,6,es_ES,Jim enamorado,,,
502,6,es_US,Jim enamorado,,,
503,6,sv,Jim är kär,,,
504,6,tg,Ҷим ошиқ шудааст,,,
505,6,ta_IN,காதலுடைய ஜிம்,,,
506,6,te_IN,జిమ్ ప్రేమలో ఉంది,,,
507,6,tk,Aşyk Jim,,,
508,6,th,จิมตกหลุมรัก,,,
509,6,bo,བརྩེ་དུང་ནང་གི་Jim,,,
510,6,tr,Aşık Jim,,,
511,6,uk,Закоханий Джим,,,
512,6,ur_PK,پیار میں ڈوبا جم,,,
513,6,ug,ئاشىق جىم,,,
514,6,uz_UZ,Jim sevib qoldi,,,
515,6,vi,Jim đang yêu,,,
516,6,predefined,sticker_in_love,,,
517,7,en,Jim and Kim holding hands,,,
518,7,en_US,Jim and Kim holding hands,,,
519,7,en_CA,Jim and Kim holding hands,,,
520,7,sq_AL,Xhimi dhe Kimi dorë për dore,,,
521,7,ar,Jim وKim يمسكان يديَهما,,,
522,7,hy_AM,Ջիմն ու Քիմը՝ ձեռքերը բռնած,,,
523,7,as,হাতত হাত ধৰি থকা জিম আৰু কিম,,,
524,7,az_AZ,Əl-ələ tutmuş Cim və Kim,,,
525,7,eu_ES,Jim eta Kim eskutik helduta,,,
526,7,be_BY,Jim and Kim трымаюцца за рукі,,,
527,7,bn_IN,হাত ধরে থাকা জিম এবং কিম,,,
528,7,bn_BD,জিম ও কিম হাত ধরাধরি করে আছে,,,
529,7,bs,Jim i Kim drže ruke,,,
530,7,bg,Jim и Kim се държат за ръце,,,
531,7,ca,Jim i Kim agafant-se de la mà,,,
532,7,zn_CN,吉姆和小金手牵手,,,
533,7,zn_HK,Jim 和 Kim 手牽手,,,
534,7,zn_TW,Jim 與 Kim 手牽手,,,
535,7,hr,Jim i Kim drže se za ruke,,,
536,7,cs,Jim a Kim se drží za ruce,,,
537,7,da,Jim og Kim holder i hånden,,,
538,7,nl,Jim en Kim houden elkaar hand vast,,,
539,7,et_EE,Jim ja Kim käest kinni hoidmas,,,
540,7,fa,جیم و کیم در حال دست دادن,,,
541,7,tl,Jim at Kim magkahawak-kamay,,,
542,7,fi,Jim ja Kim käsi kädessä,,,
543,7,fr,Jim et Kim se tenant la main,,,
544,7,fr_CA,Jim et Kim se tenant la main,,,
545,7,gl_ES,Jim e Kim collidos da man,,,
546,7,ka_GE,ხელიხელჩაკიდებული ჯიმი და კიმი,,,
547,7,de,Jim und Kim beim Händchenhalten,,,
548,7,el,Ο Jim και η Kim πιασμένοι χέρι με χέρι,,,
549,7,gu_IN,હાથ પકડતા જિમ અને કિમ,,,
550,7,iw,ג'ים וקים מחזיקים ידיים,,,
551,7,hi,एक दूसरे का हाथ पकड़े हुए जिम और किम,,,
552,7,hu,Jim és Kim egymás kezét fogják,,,
553,7,is_IS,Jim og Kim haldast í hendur,,,
