policyname,packagename,mode
GLWLSATABS,com.wVihanApp,1
GLWLSATABS,all.latest.hindinews,1
GLWLSATABS,example.matharithmetics,1
GLWLSATABS,com.sbi.sbiquick,1
GLWLSATABS,com.icyarena.android.mehndidesign,1
GLWLSATABS,com.mobond.mindicator,1
GLWLSATABS,naukriApp.appModules.login,1
GLWLSATABS,com.hsas.wsed,1
GLWLSATABS,com.balloon.desideepika,1
GLWLSATABS,com.reljio.code.generator,1
GLWLSATABS,com.flayvr.flayvr,1
GLWLSATABS,in.AajTak.ATLite,1
GLWLSATABS,com.maxmpz.audioplayer,1
GLWLSATABS,com.tul.tatacliq,1
GLWLSATABS,com.dumplingsandwich.pencilsketch,1
GLWLSATABS,com.indiatravel.apps,1
GLWLSATABS,com.google.android.apps.books,1
GLWLSATABS,com.contact.calleridnumberlocator,1
GLWLSATABS,com.tru,1
GLWLSATABS,com.hkexpress.android,1
GLWLSATABS,org.whiteglow.keepmynotes,1
GLWLSATABS,com.simplywerx.compass2d,1
GLWLSATABS,tv.danmaku.bili,1
GLWLSATABS,imoblife.toolbox.full,1
GLWLSATABS,com.google.android.apps.m4b,1
GLWLSATABS,com.qiyi.video,1
GLWLSATABS,la.droid.qr.priva,1
GLWLSATABS,tsoiyatshing.hikingtrailhk,1
GLWLSATABS,com.asus.calculator,1
GLWLSATABS,com.MMBox,1
GLWLSATABS,com.chrome.beta,1
GLWLSATABS,net.audiko2.pro,1
GLWLSATABS,com.tudou.android,1
GLWLSATABS,com.xodo.pdf.reader,1
GLWLSATABS,bbc.mobile.news.ww,1
GLWLSATABS,com.eks.minibus,1
GLWLSATABS,com.honestbee.consumer,1
GLWLSATABS,com.shopback.app,1
GLWLSATABS,com.agus.sg.calendar,1
GLWLSATABS,com.redmart.redmart,1
GLWLSATABS,com.channelnewsasia,1
GLWLSATABS,es.excellentapps.fakegpsgo,1
GLWLSATABS,com.kokchoon.singaporetraffic,1
GLWLSATABS,com.suneoneapps.singaporemrtmap,1
GLWLSATABS,com.mediacorp.sg.channel8news,1
GLWLSATABS,com.tplusinteractive.checkpointsg,1
GLWLSATABS,sg.gov.weather.weatheratsg.production,1
GLWLSATABS,com.mcproteam.videoplayer,1
GLWLSATABS,com.kokchoon.sgcheckpoint,1
GLWLSATABS,com.jobstreet.jobstreet,1
GLWLSATABS,com.iqoption,1
GLWLSATABS,com.anydo,1
GLWLSATABS,com.cube.gdpc.nzl.hzd,1
GLWLSATABS,nz.co.nzsale,1
GLWLSATABS,nz.co.codebros.quakesnz,1
GLWLSATABS,com.grabone.mobile.production,1
GLWLSATABS,com.xaltimate.gemscoccalc,1
GLWLSATABS,com.google.android.apps.inbox,1
GLWLSATABS,tattoo.inkhunter,1
GLWLSATABS,com.lastpass.lpandroid,1
GLWLSATABS,com.splendapps.splendo,1
GLWLSATABS,nz.co.trademe.jobs,1
GLWLSATABS,com.cool.sms,1
GLWLSATABS,com.mapswithme.maps.pro,1
GLWLSATABS,nz.co.threenews,1
GLWLSATABS,com.twoheart.dailyhotel,1
GLWLSATABS,kr.co.lottecinema.lcm,1
GLWLSATABS,com.happyday.nametest2,1
GLWLSATABS,com.naver.synap.office,1
GLWLSATABS,com.vitalhint.haemukja,1
GLWLSATABS,com.astroframe.seoulbus,1
GLWLSATABS,com.kfmes.subway,1
GLWLSATABS,com.jtbc.news,1
GLWLSATABS,com.nhn.android.calendar,1
GLWLSATABS,com.makeshop.podbbang,1
GLWLSATABS,com.sktelecom.cookizwatch,1
GLWLSATABS,com.dencreak.spbook,1
GLWLSATABS,org.joa.zipperplus7,1
GLWLSATABS,com.estsoft.alzip,1
GLWLSATABS,com.mnsoft.mappyobn,1
GLWLSATABS,com.ton.tarotofoz,1
GLWLSATABS,com.digitalchemy.calculator.freedecimal,1
GLWLSATABS,moris.notepad,1
GLWLSATABS,de.cellular.focus,1
GLWLSATABS,de.immowelt.android.immobiliensuche,1
GLWLSATABS,org.leo.android.dict,1
GLWLSATABS,de.spiegel.android.app.spon,1
GLWLSATABS,de.telekom.aps.wnwlite,1
GLWLSATABS,com.rtli.clipfish,1
GLWLSATABS,de.rtl2apps.you,1
GLWLSATABS,de.cellular.galileo,1
GLWLSATABS,de.meinprospekt.android,1
GLWLSATABS,com.zattoo.player,1
GLWLSATABS,com.stepstone.borowf01,1
GLWLSATABS,de.robertgering.themagicshell,1
GLWLSATABS,com.sillens.shapeupclub,1
GLWLSATABS,de.avm.android.wlanapp,1
GLWLSATABS,de.prosiebensat1digital.prosiebenmaxx,1
GLWLSATABS,de.toggo,1
GLWLSATABS,org.thoughtcrime.securesms,1
GLWLSATABS,com.cloudmosa.puffinFree,1
GLWLSATABS,com.ghisler.android.TotalCommander,1
GLWLSATABS,com.ticno.olymptrade,1
GLWLSATABS,ru.yandex.money,1
GLWLSATABS,ru.aviasales,1
GLWLSATABS,com.eabdrazakov.photomontage,1
GLWLSATABS,com.tbig.playerprotrial,1
GLWLSATABS,ru.evgostr.guestforvk,1
GLWLSATABS,com.official.electronics.lite,1
GLWLSATABS,com.zvooq.openplay,1
GLWLSATABS,ru.kinopoisk,1
GLWLSATABS,com.megogo.application,1
GLWLSATABS,eu.livesport.MyScore_ru,1
GLWLSATABS,yo.app.free,1
GLWLSATABS,com.renard.ocr,1
GLWLSATABS,com.modstudio.bikinibob,1
GLWLSATABS,com.susmumric.reshebaproject,1
GLWLSATABS,com.dartit.RTcabinet,1
GLWLSATABS,ru.mediafort.povarenok,1
GLWLSATABS,com.neverland.alreader,1
GLWLSATABS,mobi.myvk,1
GLWLSATABS,com.arriba.days364.android,1
GLWLSATABS,com.region,1
GLWLSATABS,com.adobe.air,1
GLWLSATABS,com.alphainventor.filemanager,1
GLWLSATABS,com.nzn.tdg,1
GLWLSATABS,com.devplank.masterplaca,1
GLWLSATABS,com.studiosol.player.letras,1
GLWLSATABS,br.com.mobills.consultapis,1
GLWLSATABS,com.rusdelphi.wifipassword,1
GLWLSATABS,br.com.vivo.vivoeasy,1
GLWLSATABS,br.com.mobillslabs.bolsafamilia,1
GLWLSATABS,com.defianttech.diskdigger,1
GLWLSATABS,com.infojobs.phone,1
GLWLSATABS,com.undertap.watchlivetv,1
GLWLSATABS,com.agus.brasil.calendario,1
GLWLSATABS,br.com.radios.radiosmobile.radiosnet,1
GLWLSATABS,com.appshare.shrethis.appshare,1
GLWLSATABS,elementare.frasesparastatus,1
GLWLSATABS,br.com.walmart.app,1
GLWLSATABS,com.devplank.masterfipe,1
GLWLSATABS,com.free.openinternet.vpn.proxy.unblock.websites,1
GLWLSATABS,np.com.nepalipatro,1
GLWLSATABS,com.isysway.free.alquran,1
GLWLSATABS,com.opalsapps.photoslideshowwithmusic,1
GLWLSATABS,com.free.vpn.unblock.proxy,1
GLWLSATABS,mobi.mgeek.TunnyBrowser,1
GLWLSATABS,free.unblock.pro.hotvpn,1
GLWLSATABS,com.freenet.bitbop,1
GLWLSATABS,cricketworld.com.livecricket,1
GLWLSATABS,com.bigos.androdumpper,1
GLWLSATABS,com.viejaya.guide.searchview.example,1
GLWLSATABS,org.mapapps.mapyourtown.uae,1
GLWLSATABS,de.mobileconcepts.cyberghost,1
GLWLSATABS,fr.francetv.zouzous,1
GLWLSATABS,com.kreactive.digischool.codedelaroute,1
GLWLSATABS,com.coyotesystems.android,1
GLWLSATABS,com.threebeesonline.panacloc,1
GLWLSATABS,fr.francetv.apps.info,1
GLWLSATABS,com.lesecretdupoids,1
GLWLSATABS,com.sfr.android.autodiag,1
GLWLSATABS,com.softissimo.reverso.context,1
GLWLSATABS,fr.playsoft.lefigarov3,1
GLWLSATABS,com.viamichelin.android.viamichelinmobile,1
GLWLSATABS,net.bnpparibas.mescomptes,1
GLWLSATABS,eu.livesport.FlashResultats_fr,1
GLWLSATABS,com.cic_prod.bad,1
GLWLSATABS,com.seloger.android,1
GLWLSATABS,com.lachainemeteo.androidapp,1
GLWLSATABS,com.radiosonline.radiofmfrance,1
GLWLSATABS,com.deckbattle.amirantama,1
GLWLSATABS,com.latuabancaperandroid,1
GLWLSATABS,com.telecomitalia.cubomusica,1
GLWLSATABS,it.telecomitalia.centoottantasette,1
GLWLSATABS,com.jobrapido,1
GLWLSATABS,it.ideasolutions.sgtv,1
GLWLSATABS,com.ilmeteo.android.ilmeteo2013,1
GLWLSATABS,it.telecomitalia.cubovision,1
GLWLSATABS,org.paoloconte.treni_lite,1
GLWLSATABS,com.sosscores.livefootball,1
GLWLSATABS,it.bob.codicefiscale,1
GLWLSATABS,org.reyfasoft.reinavalera1960,1
GLWLSATABS,org.jw.jwlibrary.mobile,1
GLWLSATABS,com.rodrigopontes.whatsbubbles,1
GLWLSATABS,com.ebay.vivanuncios.mx,1
GLWLSATABS,com.geomobile.tiendeo,1
GLWLSATABS,com.istudio.flashnotification,1
GLWLSATABS,com.redcoolmedia.offistar,1
GLWLSATABS,com.fineart.flash.on.call.sms,1
GLWLSATABS,com.jb.gokeyboard.theme.tmeluminouskeyboard,1
GLWLSATABS,com.conmio.televisa.canal5,1
GLWLSATABS,com.anony.wififinder,1
GLWLSATABS,com.andromo.dev380005.app422471,1
GLWLSATABS,com.onpublico.onpublico,1
GLWLSATABS,jtecs.mukidoku,1
GLWLSATABS,jp.mnoji.app,1
GLWLSATABS,name.choe.hanjahandwritingrecog,1
GLWLSATABS,com.kisaragi_millennium.karasawa,1
GLWLSATABS,xyz.tkapp.yumeijin_sindan,1
GLWLSATABS,jp.co.homes.android3,1
GLWLSATABS,jp.wifishare.townwifi,1
GLWLSATABS,jp.naver.linenews.android,1
GLWLSATABS,com.navitime.local.bus,1
GLWLSATABS,com.melodis.midomiMusicIdentifier.freemium,1
GLWLSATABS,com.alensw.PicFolder,1
GLWLSATABS,com.mbok.app,1
GLWLSATABS,com.sega.chainchronicle,1
GLWLSATABS,star.onlinerockradio,1
GLWLSATABS,com.samsung.oh,1
GLWLSATABS,com.fonts.information,1
GLWLSATABS,com.shazam.android,1
GLWLSATABS,photobucket.pbmobile.esolz.smartgallery,1
GLWLSATABS,com.samsung.travel.android,1
GLWLSATABS,com.fandango,1
GLWLSATABS,com.brilliantlabs.solitaire,1
GLWLSATABS,com.lu.funnysmsringtonesfree,1
GLWLSATABS,com.andromo.dev13780.app291757,1
GLWLSATABS,com.lu.barcodescannermulw,1
GLWLSATABS,com.lu.barcodescannerbanner,1
GLWLSATABS,com.samsung.ecomm,1
GLWLSATABS,oem.antivirus,1
GLWLSATABS,com.umbrellacorp.Uno,1
GLWLSATABS,com.lu.browserlu,1
GLWLSATABS,co.romesoft.toddlers.puzzle.christmas,1
GLWLSATABS,com.yodo1.crossyroad,1
GLWLSATABS,media.audioplayer.songplayer,1
GLWLSATABS,air.com.sgn.cookiejam.sg,1
GLWLSATABS,com.iudesk.android.photo.editor,1
GLWLSATABS,com.andromo.dev247932.app253929,1
GLWLSATABS,com.lastpass.lpandroid.sg,1
GLWLSATABS,com.wunderkinder.wunderlistandroid,1
GLWLSATABS,com.tonjobs.topmusicdownloader,1
GLWLSATABS,com.lu.compassbannera,1
GLWLSATABS,com.sec.print.mobileprint,1
GLWLSATABS,com.hongsovathna.sovathnamovies,1
GLWLSATABS,com.macropinch.swan,1
GLWLSATABS,com.andromo.dev13780.app298175,1
GLWLSATABS,com.idmobile.horoscope,1
GLWLSATABS,com.monotype.android.font.pal.hand,1
GLWLSATABS,com.nytimes.android,1
GLWLSATABS,khaja.utube,1
GLWLSATABS,com.andromo.dev247932.app260972,1
GLWLSATABS,com.gotomeeting,1
GLWLSATABS,com.aide.ui,1
GLWLIM,com.google.android.googlequicksearchbox,1
GLWLIM,com.sec.android.inputmethod,1
GLWLIM,com.sec.android.inputmethod.beta,1
GLWLIM,com.sec.android.inputmethod.iwnnime.japan,1
GLWLIM,com.samsung.android.honeyboard,1
GLWLIM,com.samsung.android.bixby.service,1
GLWLIM,com.lastpass.lpandroid,1
