_id,key,type,booleanValue,intValue,longValue,floatValue,doubleValue,stringValue,needSync,version
2811,STORAGE~MIN_FREE_DISK_SPACE_MB,2,,,200.0,,,,,
2826,ARROYO~ArroyoQueryFeedConfigurationKey,0,,,9.223372036854776e+18,,,,,
2827,ARROYO~ArroyoQueryFeedConversationIdConfigurationKey,0,,,,,,,,
2861,LENSES~ENABLE_ORGANIC_STYLE_INFO_ICON_FOR_SPONSORED_LENS,2,1.0,,,,,,,
2871,AB_PLATFORM~SNAPADS_MUSHROOM_PERSONALIZED_CONFIG_FUS,2,,,,,,43,,
2872,AB_PLATFORM~ANDROID_ONE_TAP_LOGIN_SETTINGS,2,,,,,,13,,
2875,AB_PLATFORM~SNAPADS_MUSHROOM_PERSONALIZED_CONFIG_CI,2,,,,,,33,,
2906,LENSES~LENSCORE_FACE_TRACKING_FACE_MESH.VARIABLE_1,2,,,,,,True,,
2907,AB_PLATFORM~LENSCORE_FACE_TRACKING_FACE_MESH,2,,,,,,33,,
2909,LENSES~LENSCORE_FACE_TRACKING_FACE_MESH.groupId,2,,,,,,2,,
2948,GLOBAL~DECK_AUTO_PLACEHOLDER,2,,,,,,CHAT_NOTIFICATION,,
2949,IDENTITY~BITMOJI_NOTIFICATIONS_FRIENDING_ENABLED,2,1.0,,,,,,,
2951,AB_PLATFORM~SNAPADS_MUSHROOM_SPONSORED_LENS_ORGANIC_STYLE_INFO_ICON,2,,,,,,17,,
2952,SHARING~SEND_TO_RECENTS_FILTER_FOLLOWING,2,1.0,,,,,,,
2954,PREVIEW~QUICK_SELECT_CAPTIONS_CAROUSEL_ENABLED,2,0.0,,,,,,,
2955,AB_PLATFORM~DF_ANDROID_ENABLE_SNAPDOC_PLAYBACK,2,,,,,,693,,
2956,AB_PLATFORM~MDP_OPERA_ACTIONBAR_EVERYWHERE_ANDROID,2,,,,,,82,,
2957,SNAPADS~ENABLE_DPA_COMPOSER_TEMPLATE,2,1.0,,,,,,,
2958,AB_PLATFORM~DECK_AUTO_PLACEHOLDER,2,,,,,,53,,
2960,IDENTITY~BITMOJI_NOTIFICATIONS_FRIEND_CAMPAIGN_ENABLED,2,1.0,,,,,,,
2962,SHARING~SEND_TO_LAST_SNAP_FILTER,2,,,,,,ALL_UNIDIRECTIONAL,,
2963,AB_PLATFORM~CT_QUICK_SELECT_CAPTIONS_CAROUSEL,2,,,,,,60,,
2966,STORIES~BITMOJI_NOTIFICATIONS_STORIES_ENABLED,2,1.0,,,,,,,
2967,AB_PLATFORM~SNAPADS_MUSHROOM_CLIENT_ADLOAD_CONTENTINTERSTITIAL,2,,,,,,54,,
2969,AB_PLATFORM~SNAP_ADS_MUSHROOM_ENABLE_PETRA,2,,,,,,300,,
2970,IDENTITY~BITMOJI_NOTIFICATIONS_REMINDER_ENABLED,2,1.0,,,,,,,
2971,SHARING~SEND_TO_FRIENDS_FILTER_FOLLOWING,2,1.0,,,,,,,
2977,PAYMENTS~COMMERCE_SESSION_ID,0,,,,,,52c12177-507b-1612-e3b8-66f93fede720,,
3137,LOGIN_SIGNUP~LOGIN_V10_WITH_PHONE_USERNAME_FIRST_SHOW_PRE_PROMPT,2,0.0,,,,,,,
3138,PREVIEW~UCO_FOR_IMAGE_REPLACE_VISUAL_FILTERS,2,1.0,,,,,,,
3142,BITMOJI~BITMOJI_LIVE_MIRROR_INCREASE_BRIGHTNESS,2,1.0,,,,,,,
3143,BITMOJI~BITMOJI_LIVE_MIRROR_USE_WHITE_BACKGROUND,2,1.0,,,,,,,
3144,AB_PLATFORM~ANDROID_LOCK_BIRTHDAY_YEAR_FOR_UNDER18,2,,,,,,7,,
3145,AB_PLATFORM~CONTEXT_CONSISTENT_REPLY_BAR_ANDROID,2,,,,,,132,,
3146,AB_PLATFORM~ANDROID_SCAN_GRPC_STREAMING,2,,,,,,30,,
3147,STICKERS~CT_PLATFORM_HOMETAB_PRELOAD,2,0.0,,,,,,,
3148,AB_PLATFORM~ANDROID_REG_BITMOJI_CREATION_V2,2,,,,,,30,,
3149,AB_PLATFORM~MDP_BG_PREFETCH_FRAMEWORK,2,,,,,,284,,
3151,AB_PLATFORM~SNAPADS_MUSHROOM_CLIENT_ADLOAD_AUTOADVANCE,2,,,,,,280,,
3152,AB_PLATFORM~ST_EXTERNAL_SHARE_SECTIONS,2,,,,,,7,,
3153,DISCOVER_FEED~DF_ENABLE_SUBTITLES_IN_SHOWS_PLAYER,2,1.0,,,,,,,
3154,AB_PLATFORM~BITMOJI_WHITE_LIVE_MIRROR,2,,,,,,20,,
3156,AB_PLATFORM~MEMORIES_ANDROID_QUICK_POST_SEND_FLOW,2,,,,,,19,,
3158,UPLOAD~SMART_SHARE_CACHE_SIZE,2,,,200.0,,,,,
3161,AB_PLATFORM~MDP_ANDROID_MIN_FREE_DISK_SPACE,2,,,,,,132,,
3163,AB_PLATFORM~CONTEXT_PSA_IN_FEED_TREATMENTS,2,,,,,,123,,
3164,PREVIEW~UCO_FOR_IMAGE_ADD_MORE_EFFECTS,2,1.0,,,,,,,
3169,AB_PLATFORM~CONTEXT_AVATAR_CREATION_ANDROID,2,,,,,,36,,
3172,AB_PLATFORM~ANDROID_SMOOTH_KEYBOARD_ANIMATION_V3,2,,,,,,16,,
3176,AB_PLATFORM~CAMERA_ME_LOADING_UI_TYPE,2,,,,,,92,,
3179,AB_PLATFORM~ST_FILTER_FOLLOWING,2,,,,,,22,,
3180,AB_PLATFORM~BITMOJI_QUICK_REPLY_SECONDARY_CONTEXT,2,,,,,,66,,
3181,PAYOUTS~PAYOUTS_EARNERS_ENABLED,2,1.0,,,,,,,
3182,LENSES~LENS_EXPLORER_IMAGES_OVERRIDE_ANIMATED_PREVIEW_FRAME_LIMIT,2,,-1.0,,,,,,
3188,CONTEXT_CARDS~CONTEXT_TOPICS_LENS_PAGES_ENABLED,2,1.0,,,,,,,
3189,ARROYO~SYNC_STARTUP_THRESHOLD_HOURS,2,,48.0,,,,,,
3190,BITMOJI~BITMOJI_IN_REG_LIVE_MIRROR_INTERSTITIAL_STYLE,2,,,,,,v1,,
3191,CORE~BACKGROUND_PREFETCH_USE_DEFAULT_WIFI_CONSTRAINT,2,0.0,,,,,,,
3192,COGNAC~ENABLE_OAUTH2_FEATURE,2,0.0,,,,,,,
3194,LOGIN_SIGNUP~BITMOJI_IN_REG_ENABLED,2,0.0,,,,,,,
3195,CORE~BACKGROUND_PREFETCH_USE_DEFAULT_BG_CONSTRAINT_INTERRUPT,2,1.0,,,,,,,
3196,LOGIN_SIGNUP~BITMOJI_IN_REG_SKIP_IF_NO_LIVE_MIRROR,2,0.0,,,,,,,
3198,STICKERS~CT_PLATFORM_HOMETAB_TAB,2,0.0,,,,,,,
3199,STORAGE~DEFAULT_MAX_TRIM_CACHE_PERCENTAGE,2,,,25.0,,,,,
3201,AB_PLATFORM~BARCODE_SCAN_ANDROID,2,,,,,,38,,
3202,AB_PLATFORM~CONTEXT_CHAT_MEDIA_ANDROID,2,,,,,,3,,
3204,MEDIA_ENGINE~MAKE_SURFACE_UN_CURRENT_BEFORE_RELEASE,2,1.0,,,,,,,
3207,MEDIA_ENGINE~RELEASE_SURFACE_AND_KEEP_CONTEXT_V2,2,0.0,,,,,,,
3210,CORE~BACKGROUND_PREFETCH_USE_DEFAULT_BG_CONSTRAINT,2,1.0,,,,,,,
3213,STORAGE~MAX_TRIM_CACHE_PERCENTAGE_PER_FILE_GROUP,2,,,,,,"lens_icon:0,lens_content:0,lens_content_archive:0,lens_remote_assets:0,lens_remote_assets_archive:0,lens_suggestions_data:0,tracking_data:0,bitmoji_lens_metadata:0,bitmoji_lens_avatar_asset:0,bitmoji_lens_glb_asset:0,user_generated_assets:0,user_generated_assets_cache:0,explorer_lens_preview:0,explorer_onboarding:0,memories_asset:0,memories_edits:0,memories_fs_asset:0,memories_media:0,memories_mini_thumbnail:0,memories_overlay:0,memories_print_thumbnail:0,memories_raw_asset:0,memories_thumbnail:0,ad_remote_asset:0,ad_snap:0,ad_web_view_resource_content:0,ad_remote_asset:0,ad_snap:0,ad_web_view_resource_content:0",,
3214,ARROYO~SYNC_STARTUP_FEED_ITEMS,2,,130.0,,,,,,
3222,CONTEXT_CARDS~ENABLE_REPLY_BAR_IN_MESSAGING_MEDIA,2,0.0,,,,,,,
3307,SNAP_TOKENS~TOKEN_SHOP_GAME_APP_ID,2,,,,,,68b68cc1-ecf8-4083-83dd-dc161402793b,,
3308,AB_PLATFORM~TALK_SNAPCHATTER_KEY_ANDROID,2,,,,,,74,,
3309,AB_PLATFORM~DECK_PAGE_LOW_MEMORY_PURGE,2,,,,,,3,,
3311,NOTIFICATIONS~NOTIFICATION_DEVICE_TRIGGER_DURABLE_JOB_INTERVAL_MIN,2,,30.0,,,,,,
3312,ARROYO~FF_PREFETCH_THRESHOLD_HOURS,2,,0.0,,,,,,
3313,AB_PLATFORM~LENSCORE_AND_ANDROID_THREAD_PRIORITIES,2,,,,,,43,,
3314,AB_PLATFORM~ANDROID_LOGIN_BY_PHONE_ON_V10_USERNAME_FIRST,2,,,,,,21,,
3315,AB_PLATFORM~CT_ANDROID_FOR_YOU_STICKERS_SEARCH_PRETYPE,2,,,,,,186,,
3316,AB_PLATFORM~LENSES_ANDROID_SUGGESTED_LENSES_IN_CHAT,2,,,,,,113,,
3317,PREVIEW~CAPTIONS_BACKGROUND_ENABLED,2,1.0,,,,,,,
3319,AB_PLATFORM~CANVAS_TOKEN_SHOP_DEEPLINK_ANDROID,2,,,,,,90,,
3320,AB_PLATFORM~PSA_PERSISTENCE_MULTIPLE_FEED_ITEMS_WITH_QUICK_SNAP,2,,,,,,37,,
3322,PAYMENTS~COMMERCE_ENABLE_CHECKOUT_V2,2,0.0,,,,,,,
3325,AB_PLATFORM~ENABLE_GZIP_FOR_FIND_FRIENDS_ANDROID,2,,,,,,49,,
3329,AB_PLATFORM~SNAPADS_MUSHROOM_DPA_COMPOSER,2,,,,,,51,,
3331,LOGIN_SIGNUP~LOGIN_V10_WITH_PHONE_USERNAME_FIRST_ENABLED,2,1.0,,,,,,,
3332,IDENTITY~ENABLE_GZIP_FOR_FIND_FRIENDS,2,1.0,,,,,,,
3333,ARROYO~FF_PREFETCH_ENABLED,2,0.0,,,,,,,
3334,AB_PLATFORM~UCO_V2_ANDROID,2,,,,,,167,,
3335,BLOOPS~BLOOPS_PREFETHCH_FIRST_SNAP_DF,2,1.0,,,,,,,
3337,AB_PLATFORM~BLOOPS_SECOND_TARGET_SELECTION_IN_CHAT_ANDROID,2,,,,,,13,,
3338,FRIENDS_FEED~FF_PREFETCH_HEURISTIC,2,,,,,,None,,
3341,BLOOPS~BLOOPS_CHANGE_FRIEND_BLOOPS,2,1.0,,,,,,,
3342,AB_PLATFORM~CAMERA_ME_MAKE_SURFACE_UN_CURRENT_BEFORE_RELEASE,2,,,,,,50,,
3343,AB_PLATFORM~BLOOPS_PREFETHCH_FIRST_SNAP_ANDROID,2,,,,,,26,,
3344,BLOOPS~BLOOPS_USE_LESS_THREAD_NUMBER_FOR_PREFETCHING,2,0.0,,,,,,,
3346,CONTEXT_CARDS~CONTEXT_PSA_FEED_MULTIPLE_ITEMS_WITH_QUICK_SNAP,2,,15.0,,,,,,
3347,BLOOPS~BLOOPS_ACTIONS_BAR_V2,2,1.0,,,,,,,
3348,BLOOPS~BLOOPS_PREFETHCH_FIRST_SNAP_OPERA,2,1.0,,,,,,,
3350,SNAP_PRO~ENABLE_SHARE_PROFILE_FOR_ADMIN,2,1.0,,,,,,,
3352,GLOBAL~DECK_PAGE_LOW_MEMORY_PURGE_PAGE_TYPES,2,,,,,,"""""",,
3353,AB_PLATFORM~ANDROID_SHARE_PUBLIC_PROFILE,2,,,,,,7,,
3355,TALK~IS_KEYED_BY_USER_ID,2,1.0,,,,,,,
3356,AB_PLATFORM~LE_TOPICS_SPOTLIGHT_ANDROID,2,,,,,,44,,
3357,AB_PLATFORM~CAPTIONS_BACKGROUND_ANDROID,2,,,,,,39,,
3361,NOTIFICATIONS~NOTIFICATION_DEVICE_TRIGGER_DURABLE_JOB_ENABLED,2,1.0,,,,,,,
3362,AB_PLATFORM~CT_ANDROID_PLATFORM_HOMETAB_TAB,2,,,,,,105,,
3363,FRIENDS_FEED~FF_PREFETCH_PAGE_SIZE,2,,20.0,,,,,,
3365,AB_PLATFORM~SEARCH_HAPPENING_NOW_ANDROID,2,,,,,,128,,
3366,LENSES~LENS_EXPLORER_ANALYTICS_V2_ENABLED,2,1.0,,,,,,,
3368,NOTIFICATIONS~NOTIFICATION_DEVICE_TRIGGER_DURABLE_JOB_WIFI_ONLY,2,0.0,,,,,,,
3369,ARROYO~FF_PREFETCH_MAX_COUNT,2,,0.0,,,,,,
3370,AB_PLATFORM~ANDROID_CHECKOUT_V2,2,,,,,,19,,
3371,AB_PLATFORM~LOCATION_INDEPENDENT_UNLOCKABLES_USES_GTQ,2,,,,,,80,,
3372,ARROYO~FF_PREFETCH_PAGE_SIZE,2,,0.0,,,,,,
3373,AB_PLATFORM~ANDROID_PAYOUTS_HUB_EARNERS,2,,,,,,160,,
3374,CREATIVE_TOOLS_PLATFORM~STICKER_SEARCH_PRETYPE_FOR_YOU_ENABLED,2,1.0,,,,,,,
3375,FRIENDS_FEED~FF_PREFETCH_MAX_COUNT,2,,80.0,,,,,,
3459,IDENTITY~ADDED_FRIENDS_SYNC_TOKEN,0,,,,,,1|1617555773311|1625718289890,,
3463,AB_PLATFORM~SNAPADS_MUSHROOM_SPOTLIGHT_ADS_CONTROL,2,,,,,,96,,
3464,AB_PLATFORM~DF_PUBLISHER_LONGFORM_VIDEO_ANDROID,2,,,,,,692,,
3466,CREATIVE_TOOLS_PLATFORM~CT_PLATFORM_KMP_DATABASE,2,0.0,,,,,,,
3468,LENSES~LENS_UCO_ENABLE_REMOTE_ASSETS_PREFETCH,2,0.0,,,,,,,
3469,AB_PLATFORM~LE_IMAGES_OPTIMIZATIONS_ANDROID,2,,,,,,71,,
3470,AB_PLATFORM~MDP_ANDROID_ONBOARD_NATIVE_CONTENT_MANAGER,2,,,,,,542,,
3471,IDENTITY~PRE_LOGIN_PHONE_VERIFY_TO_AWS,2,0.0,,,,,,,
3473,AB_PLATFORM~BLOOPS_ONBOARDING_FULLPREVIEW_RESOURCES,2,,,,,,23,,
3474,AB_PLATFORM~LE_ANALYTICS_ANDROID,2,,,,,,60,,
3475,NOTIFICATIONS~USE_GRPC_FOR_SETTINGS_UPDATE,2,1.0,,,,,,,
3476,BLOOPS~USE_ONBOARDING_FULLPREVIEW_RESOURCES,2,0.0,,,,,,,
3478,AB_PLATFORM~MPD_UPLOAD_SMART_SHARE_CACHE_SIZE,2,,,,,,38,,
3479,AB_PLATFORM~SNAPADS_MUSHROOM_ENABLE_DPA_STORY_ADS,2,,,,,,48,,
3482,AB_PLATFORM~PRE_LOGIN_PHONE_VERIFY_TO_AWS_TRAFFIC_SPLIT,2,,,,,,21,,
3483,AB_PLATFORM~UCO_REMOTE_ASSETS_PREFETCH,2,,,,,,96,,
3484,AB_PLATFORM~NOTIFICATION_SETTING_UPDATE_MIGRATION_ANDROID,2,,,,,,40,,
3485,AB_PLATFORM~CREATIVE_TOOLS_PLATFORM_KMP_DATABASE,2,,,,,,56,,
3486,AB_PLATFORM~SNAPADS_MUSHROOM_SPOTLIGHT_ADS_INSERTION_RULE,2,,,,,,32,,
3511,IDENTITY~LAST_FULL_CONTACT_SYNC_TIMESTAMP_MS,0,,,1625719145329.0,,,,,
3554,IDENTITY~USER_ACTIVITY_INFO_LAST_ACTIVE_TIMESTAMP,0,,,1626288013771.0,,,,,
3555,DATA_SYNC~LAST_SYNC_TIMESTAMP_ALL_UPDATES,0,,,1626288014018.0,,,,,
3556,DATA_SYNC~LAST_SYNC_TIMESTAMP_FIDELIUS,0,,,1626288014021.0,,,,,
3558,DATA_SYNC~LAST_SYNC_TIMESTAMP_SNAPKIT,0,,,1626288014053.0,,,,,
3559,DATA_SYNC~LAST_SYNC_TIMESTAMP_COF,0,,,1626288014260.0,,,,,
3560,DATA_SYNC~LAST_SYNC_TIMESTAMP_FRIENDING,0,,,1626288014436.0,,,,,
3561,BATTERY~LAST_READ_TIME_OF_USAGE_STATS,0,,,1626288014455.0,,,,,
3562,DATA_SYNC~LAST_SYNC_TIMESTAMP_SUP,0,,,1626288014650.0,,,,,
3563,MESSAGING~HAS_FULLY_SYNCED_ARROYO_FEED,0,1.0,,,,,,,
3564,DATA_SYNC~LAST_SYNC_TIMESTAMP_FF,0,,,1626288014758.0,,,,,
3565,STORIES~CUSTOM_STORY_GROUP_SYNC_TOKEN_V5,0,,,,,,"AAgAGPaLx7KqLw==
",,
3566,DATA_SYNC~LAST_SYNC_TIMESTAMP_STORIES,0,,,1626288014807.0,,,,,
3567,DATA_SYNC~LAST_SYNC_TIMESTAMP_FRIENDS,0,,,1626288015029.0,,,,,
