_id,dedup_key,content_uri,capture_timestamp,type,state,photosphere,composition_type,width,height,size_bytes,timezone_offset,utc_timestamp,duration,filename,filepath,iso,exposure,camera_make,camera_model,lens,focal_length,f_stop,latitude,longitude,signature,bucket_id,capture_frame_rate,encoded_frame_rate,oem_special_type,mime_type,is_hidden,is_vr,is_raw,folder_name,media_store_id,is_archived,depth_type,is_micro_video,micro_video_offset,in_camera_folder,in_primary_storage,first_backup_timestamp,micro_video_still_image_timestamp,added_timestamp,is_backup_processed,is_ready_for_backup,is_favorite,compact_warp_grids,micro_video_motion_state,is_ls_video,extension_bitmask,requires_stabilization,trash_timestamp,purge_timestamp,desired_state,caption,showcase_score,showcase_weights_version
12,vfYz0Kx_pEQ271eVWDTmE0lhRu4,content://media/external/images/media/36,1618185364000,1,0,0,,2208,2944,1095777,-14400000,1618199764000,,20210411_235603.jpg,/storage/emulated/0/DCIM/Camera/20210411_235603.jpg,,,,,,,,37.2355,-80.4369,-1175071449,-1739773001,,,,image/jpeg,0,0,0,Camera,36,0,0,0,-1,1,1,,,1618260297608,0,1,0,,0,0,34359738366,1,,,0,,0.0,
13,W-fTvhj3sOfzIEAPZzUxb5gL0g0,content://media/external/images/media/40,1618468072000,1,0,0,,4032,3024,2784533,-14400000,1618482472000,,20210415_062752.jpg,/storage/emulated/0/DCIM/Camera/20210415_062752.jpg,,,,,,,,38.7119,-81.9676,-903391851,-1739773001,,,,image/jpeg,0,0,0,Camera,40,0,0,0,-1,1,1,,,1618486638994,0,1,0,,0,0,34359738366,1,,,0,,0.0,
14,7GYLSIaj8mGEL1q4qyH8THleXUk,content://media/external/images/media/39,1618468057000,1,0,0,,4032,3024,4008883,-14400000,1618482457000,,20210415_062737.jpg,/storage/emulated/0/DCIM/Camera/20210415_062737.jpg,,,,,,,,38.708,-81.9672,-903406266,-1739773001,,,,image/jpeg,0,0,0,Camera,39,0,0,0,-1,1,1,,,1618486639007,0,1,0,,0,0,34359738366,1,,,0,,0.0,
15,faV5XAk8Vuxiswm1m7Y7XqzNG1s,content://media/external/images/media/45,1621109040000,1,0,0,,4032,1908,2744945,-14400000,1621123440000,,20210515_200400.jpg,/storage/emulated/0/DCIM/Camera/20210515_200400.jpg,,,,,,,,37.3493,-80.5386,1634578397,-1739773001,,,,image/jpeg,0,100,0,Camera,45,0,0,0,-1,1,1,,,1621123470524,0,1,0,,0,0,34359738366,1,,,0,,0.0,
16,l2PP0RvlJWK_3J7MBeEnxTcDqnw,content://media/external/images/media/44,1621109036000,1,0,0,,4032,1908,2285561,-14400000,1621123436000,,20210515_200356.jpg,/storage/emulated/0/DCIM/Camera/20210515_200356.jpg,,,,,,,,37.3493,-80.5386,1634573592,-1739773001,,,,image/jpeg,0,100,0,Camera,44,0,0,0,-1,1,1,,,1621123470540,0,1,0,,0,0,34359738366,1,,,0,,0.0,
17,Bnqqly0HJoJXO9XoqZbMI0XqNeQ,content://media/external/images/media/43,1621109033000,1,0,0,,4032,1908,2471633,-14400000,1621123433000,,20210515_200353.jpg,/storage/emulated/0/DCIM/Camera/20210515_200353.jpg,,,,,,,,37.3493,-80.5386,1634570709,-1739773001,,,,image/jpeg,0,100,0,Camera,43,0,0,0,-1,1,1,,,1621123470548,0,1,0,,0,0,34359738366,1,,,0,,0.0,
18,cdpk7u4jV7FQ2VMbegnv-KKMPDg,content://media/external/images/media/42,1621109031000,1,0,0,,4032,1908,2570999,-14400000,1621123431000,,20210515_200351.jpg,/storage/emulated/0/DCIM/Camera/20210515_200351.jpg,,,,,,,,37.3493,-80.5386,1634568787,-1739773001,,,,image/jpeg,0,100,0,Camera,42,0,0,0,-1,1,1,,,1621123470578,0,1,0,,0,0,34359738366,1,,,0,,0.0,
19,L30bTmHiO52IzBfGNIxZk9GNsyw,content://media/external/images/media/46,1621109612000,1,0,0,,4032,1908,2094060,-14400000,1621124012000,,20210515_201332.jpg,/storage/emulated/0/DCIM/Camera/20210515_201332.jpg,,,,,,,,37.3493,-80.5386,1635127128,-1739773001,,,,image/jpeg,0,100,0,Camera,46,0,0,0,-1,1,1,,,1621124024613,0,1,0,,0,0,34359738366,1,,,0,,0.0,
20,RXH3PCDg-K1FcnYjH__NXBxvG_k,content://media/external/images/media/47,1621122301000,1,0,0,,1080,2280,713512,-14400000,1621136701000,,Screenshot_20210515-234501_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210515-234501_Instagram.jpg,,,,,,,,,,1647320296,-1313584517,,,,image/jpeg,0,0,0,Screenshots,47,0,0,0,-1,1,1,,,1621136925771,0,1,0,,0,0,34359738366,1,,,0,,0.0,
21,USgBTUUbT7RoPpMPQOCW6X161dE,content://media/external/images/media/53,1621457570000,1,0,0,,1908,4032,6786196,-14400000,1621471970000,,20210519_205250.jpg,/storage/emulated/0/DCIM/Camera/20210519_205250.jpg,,,,,,,,37.224,-80.4176,1969516595,-1739773001,,,,image/jpeg,0,0,0,Camera,53,0,0,0,-1,1,1,,,1621471971222,0,1,0,,0,0,34359738366,1,,,0,,0.0,
22,j7xjb6WcVnD0NgZiH-3blNaDfqU,content://media/external/images/media/51,1621457537000,1,0,0,,1908,4032,6286243,-14400000,1621471937000,,20210519_205217.jpg,/storage/emulated/0/DCIM/Camera/20210519_205217.jpg,,,,,,,,37.2238,-80.4177,1969484882,-1739773001,,,,image/jpeg,0,0,0,Camera,51,0,0,0,-1,1,1,,,1621471971249,0,1,0,,0,0,34359738366,1,,,0,,0.0,
23,xTSYRpIfAWoWqb7U2Qoo0nPECh8,content://media/external/images/media/50,1621457533000,1,0,0,,1908,4032,5535443,-14400000,1621471933000,,20210519_205213.jpg,/storage/emulated/0/DCIM/Camera/20210519_205213.jpg,,,,,,,,37.2238,-80.4177,1969481038,-1739773001,,,,image/jpeg,0,0,0,Camera,50,0,0,0,-1,1,1,,,1621471971256,0,1,0,,0,0,34359738366,1,,,0,,0.0,
24,M0CYfO8Daa_99rPkYODV30t0C1Y,content://media/external/images/media/49,1621457530000,1,0,0,,1908,4032,6046089,-14400000,1621471930000,,20210519_205210.jpg,/storage/emulated/0/DCIM/Camera/20210519_205210.jpg,,,,,,,,37.2238,-80.4177,1969478155,-1739773001,,,,image/jpeg,0,0,0,Camera,49,0,0,0,-1,1,1,,,1621471971262,0,1,0,,0,0,34359738366,1,,,0,,0.0,
25,5f6l0oMTzFQiRaMOkM1N5avI2gs,content://media/external/images/media/48,1621457525000,1,0,0,,1908,4032,3536927,-14400000,1621471925000,,20210519_205204.jpg,/storage/emulated/0/DCIM/Camera/20210519_205204.jpg,,,,,,,,37.2238,-80.4177,1969475272,-1739773001,,,,image/jpeg,0,0,0,Camera,48,0,0,0,-1,1,1,,,1621471971274,0,1,0,,0,0,34359738366,1,,,0,,0.0,
26,ipf06_3u1A1JUbaimX87I-_Qh9Q,content://media/external/images/media/55,1621457590000,1,0,0,,1908,4032,3971142,-14400000,1621471990000,,20210519_205310.jpg,/storage/emulated/0/DCIM/Camera/20210519_205310.jpg,,,,,,,,37.224,-80.4176,1969535815,-1739773001,,,,image/jpeg,0,0,0,Camera,55,0,0,0,-1,1,1,,,1621472004876,0,1,0,,0,0,34359738366,1,,,0,,0.0,
27,WGCFSbf5v7CmHBulXzv2z-OcTZ0,content://media/external/images/media/54,1621457585000,1,0,0,,1908,4032,4431972,-14400000,1621471985000,,20210519_205305.jpg,/storage/emulated/0/DCIM/Camera/20210519_205305.jpg,,,,,,,,37.224,-80.4176,1969531010,-1739773001,,,,image/jpeg,0,0,0,Camera,54,0,0,0,-1,1,1,,,1621472004882,0,1,0,,0,0,34359738366,1,,,0,,0.0,
28,nPVzksG9AgXQh92H6_Jpbozm05E,content://media/external/images/media/76,1623014469000,1,0,0,,4032,1908,2603482,-14400000,1623028869000,,20210606_212108.jpg,/storage/emulated/0/DCIM/Camera/20210606_212108.jpg,,,,,,,,33.7969,-78.7421,-829272591,-1739773001,,,,image/jpeg,0,100,0,Camera,76,0,0,0,-1,1,1,,,1623102175470,0,1,0,,0,0,34359738366,1,,,0,,0.0,
29,x7qZfV1EUM2wfUrt4r6rvJb40iY,content://media/external/images/media/75,1623014467000,1,0,0,,4032,1908,4872924,-14400000,1623028867000,,20210606_212107.jpg,/storage/emulated/0/DCIM/Camera/20210606_212107.jpg,,,,,,,,33.7969,-78.7421,-829275474,-1739773001,,,,image/jpeg,0,100,0,Camera,75,0,0,0,-1,1,1,,,1623102175485,0,1,0,,0,0,34359738366,1,,,0,,0.0,
30,c9Z3LI47xvAhrO6mLpJmI9DxgK8,content://media/external/images/media/74,1623014455000,1,0,0,,1908,4032,5662973,-14400000,1623028855000,,20210606_212055.jpg,/storage/emulated/0/DCIM/Camera/20210606_212055.jpg,,,,,,,,33.7969,-78.7421,-829284216,-1739773001,,,,image/jpeg,0,0,0,Camera,74,0,0,0,-1,1,1,,,1623102175491,0,1,0,,0,0,34359738366,1,,,0,,0.0,
31,XgLaou46DriNskmVpLTQ3cKjC7U,content://media/external/images/media/73,1623014445000,1,0,0,,1908,4032,2531447,-14400000,1623028845000,,20210606_212045.jpg,/storage/emulated/0/DCIM/Camera/20210606_212045.jpg,,,,,,,,33.7969,-78.7421,-829290943,-1739773001,,,,image/jpeg,0,0,0,Camera,73,0,0,0,-1,1,1,,,1623102175499,0,1,0,,0,0,34359738366,1,,,0,,0.0,
32,utZ2UXqRGcGje5MlH1oU4qFbkCA,content://media/external/images/media/72,1623014441000,1,0,0,,4032,1908,2315635,-14400000,1623028841000,,20210606_212041.jpg,/storage/emulated/0/DCIM/Camera/20210606_212041.jpg,,,,,,,,33.7969,-78.7421,-829297577,-1739773001,,,,image/jpeg,0,100,0,Camera,72,0,0,0,-1,1,1,,,1623102175504,0,1,0,,0,0,34359738366,1,,,0,,0.0,
33,Tb4sTfc18Dfltjd2n2ClXSjCKLs,content://media/external/images/media/71,1623012689000,1,0,0,,1908,4032,2343200,-14400000,1623027089000,,20210606_205129.jpg,/storage/emulated/0/DCIM/Camera/20210606_205129.jpg,,,,,,,,33.7969,-78.7424,-830979420,-1739773001,,,,image/jpeg,0,0,0,Camera,71,0,0,0,-1,1,1,,,1623102175510,0,1,0,,0,0,34359738366,1,,,0,,0.0,
34,U-2z8C88kAAItAMzkIkHF54It5Q,content://media/external/images/media/70,1623012629000,1,0,0,,1908,4032,2576834,-14400000,1623027029000,,20210606_205028.jpg,/storage/emulated/0/DCIM/Camera/20210606_205028.jpg,,,,,,,,33.7969,-78.7425,-831037080,-1739773001,,,,image/jpeg,0,0,0,Camera,70,0,0,0,-1,1,1,,,1623102175515,0,1,0,,0,0,34359738366,1,,,0,,0.0,
35,9on3yhyDwMPpmo4mwECKPsKKWSM,content://media/external/images/media/69,1623012624000,1,0,0,,1908,4032,2646099,-14400000,1623027024000,,20210606_205023.jpg,/storage/emulated/0/DCIM/Camera/20210606_205023.jpg,,,,,,,,33.7969,-78.7424,-831041885,-1739773001,,,,image/jpeg,0,0,0,Camera,69,0,0,0,-1,1,1,,,1623102175519,0,1,0,,0,0,34359738366,1,,,0,,0.0,
37,Ep2DpvuCxukntsNmC58cCtJqRpc,content://media/external/images/media/67,1623012603000,1,0,0,,4032,1908,2554619,-14400000,1623027003000,,20210606_205003.jpg,/storage/emulated/0/DCIM/Camera/20210606_205003.jpg,,,,,,,,33.7969,-78.7424,-831064856,-1739773001,,,,image/jpeg,0,100,0,Camera,67,0,0,0,-1,1,1,,,1623102175529,0,1,0,,0,0,34359738366,1,,,0,,0.0,
38,NvRn5w1EVxqqEya5lPRdzKpbyjE,content://media/external/images/media/66,1623012600000,1,0,0,,4032,1908,2598742,-14400000,1623027000000,,20210606_205000.jpg,/storage/emulated/0/DCIM/Camera/20210606_205000.jpg,,,,,,,,33.7969,-78.7424,-831067739,-1739773001,,,,image/jpeg,0,100,0,Camera,66,0,0,0,-1,1,1,,,1623102175535,0,1,0,,0,0,34359738366,1,,,0,,0.0,
39,X-03DmWcOEsNEooeI7XoRzmmXCA,content://media/external/images/media/65,1623004773000,1,0,0,,1908,4032,5316471,-14400000,1623019173000,,20210606_183933.jpg,/storage/emulated/0/DCIM/Camera/20210606_183933.jpg,,,,,,,,,,-838588618,-1739773001,,,,image/jpeg,0,0,0,Camera,65,0,0,0,-1,1,1,,,1623102175540,0,1,0,,0,0,34359738366,1,,,0,,0.0,
41,pOf4gKMhUS8K_XS939exm76pCUA,content://media/external/images/media/63,1623001961000,1,0,0,,1908,4032,2393254,-14400000,1623016361000,,20210606_175241.jpg,/storage/emulated/0/DCIM/Camera/20210606_175241.jpg,,,,,,,,33.7478,-78.8081,-841289989,-1739773001,,,,image/jpeg,0,0,0,Camera,63,0,0,0,-1,1,1,,,1623102175551,0,1,0,,0,0,34359738366,1,,,0,,0.0,
42,AQU_0IoOpxKVWvTyn-XUtnteIQE,content://media/external/images/media/62,1623001958000,1,0,0,,1908,4032,1985550,-14400000,1623016358000,,20210606_175238.jpg,/storage/emulated/0/DCIM/Camera/20210606_175238.jpg,,,,,,,,33.7478,-78.8081,-841292872,-1739773001,,,,image/jpeg,0,0,0,Camera,62,0,0,0,-1,1,1,,,1623102175562,0,1,0,,0,0,34359738366,1,,,0,,0.0,
43,vvAAivgxcQ34U7pf3AIoSYpo4RA,content://media/external/images/media/61,1623001956000,1,0,0,,1908,4032,1889056,-14400000,1623016356000,,20210606_175236.jpg,/storage/emulated/0/DCIM/Camera/20210606_175236.jpg,,,,,,,,33.7478,-78.8081,-841294794,-1739773001,,,,image/jpeg,0,0,0,Camera,61,0,0,0,-1,1,1,,,1623102175566,0,1,0,,0,0,34359738366,1,,,0,,0.0,
44,XdtFWHfLqDv0_kpwtQB7P7fRFi8,content://media/external/images/media/60,1623001931000,1,0,0,,1908,4032,1896478,-14400000,1623016331000,,20210606_175210.jpg,/storage/emulated/0/DCIM/Camera/20210606_175210.jpg,,,,,,,,33.7478,-78.808,-841319780,-1739773001,,,,image/jpeg,0,0,0,Camera,60,0,0,0,-1,1,1,,,1623102175573,0,1,0,,0,0,34359738366,1,,,0,,0.0,
45,fkjVu8ARRd6J8pl16u5U2VlyxqI,content://media/external/images/media/59,1623001929000,1,0,0,,1908,4032,1904139,-14400000,1623016329000,,20210606_175209.jpg,/storage/emulated/0/DCIM/Camera/20210606_175209.jpg,,,,,,,,33.7478,-78.808,-841320741,-1739773001,,,,image/jpeg,0,0,0,Camera,59,0,0,0,-1,1,1,,,1623102175580,0,1,0,,0,0,34359738366,1,,,0,,0.0,
46,z-LpB6NNENGTCmFDzS5S_xK3XnY,content://media/external/images/media/77,1623674178000,1,0,0,,1080,2280,659283,-14400000,1623688578000,,Screenshot_20210614-123618_Gmail.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210614-123618_Gmail.jpg,,,,,,,,,,-195293203,-1313584517,,,,image/jpeg,0,0,0,Screenshots,77,0,0,0,-1,1,1,,,1623688603302,0,1,0,,0,0,34359738366,1,,,0,,0.0,
47,CJNOZ3IpgJn5OP3F-e6o4MEmiB8,content://media/external/images/media/78,1623764598000,1,0,0,,1080,2280,541282,-14400000,1623778998000,,Screenshot_20210615-134318_Google Play Store.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210615-134318_Google Play Store.jpg,,,,,,,,,,-108398622,-1313584517,,,,image/jpeg,0,0,0,Screenshots,78,0,0,0,-1,1,1,,,1623779026463,0,1,0,,0,0,34359738366,1,,,0,,0.0,
48,tNM5qpq5vGvyTJHFK6rVWpgG8NE,content://media/external/images/media/80,1623977010000,1,0,0,,1296,1304,642502,-14400000,1623991410000,,20210618_004330.jpg,/storage/emulated/0/DCIM/Camera/20210618_004330.jpg,,,,,,,,37.2353,-80.4367,95728349,-1739773001,,,,image/jpeg,0,0,0,Camera,80,0,0,0,-1,1,1,,,1623991410846,0,1,0,,0,0,34359738366,1,,,0,,0.0,
49,DW_OHf7frtaTv1KtnyU-s3yA1xI,content://media/external/images/media/79,1623976978000,1,0,0,,928,932,576570,-14400000,1623991378000,,20210618_004258.jpg,/storage/emulated/0/DCIM/Camera/20210618_004258.jpg,,,,,,,,37.2353,-80.4369,95697597,-1739773001,,,,image/jpeg,0,0,0,Camera,79,0,0,0,-1,1,1,,,1623991410867,0,1,0,,0,0,34359738366,1,,,0,,0.0,
50,pDFSDrpPLcjeKk6AQXNNkZ9-iY0,content://media/external/images/media/101,1625190830000,1,0,0,,1080,2280,597574,-14400000,1625205230000,,Screenshot_20210702-015350_All Cars.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210702-015350_All Cars.jpg,,,,,,,,,,1262210330,-1313584517,,,,image/jpeg,0,0,0,Screenshots,101,0,0,0,-1,1,1,,,1625205284734,0,1,0,,0,0,34359738366,1,,,0,,0.0,
51,8tPRd3SBeQgO5CkSal_hrLypekE,content://media/external/images/media/115,1625342685000,1,0,0,,4032,1908,2608292,-14400000,1625357085000,,20210703_200445.jpg,/storage/emulated/0/DCIM/Camera/20210703_200445.jpg,,,,,,,,37.225,-80.4158,1408143946,-1739773001,,,,image/jpeg,0,100,0,Camera,115,0,0,0,-1,1,1,,,1625391562341,0,1,0,,0,0,34359738366,1,,,0,,0.0,
52,iqgrUrpOmpuzgiZiLELKknb3odA,content://media/external/images/media/114,1625342680000,1,0,0,,1908,4032,3165941,-14400000,1625357080000,,20210703_200440.jpg,/storage/emulated/0/DCIM/Camera/20210703_200440.jpg,,,,,,,,37.225,-80.4158,1408140970,-1739773001,,,,image/jpeg,0,0,0,Camera,114,0,0,0,-1,1,1,,,1625391562353,0,1,0,,0,0,34359738366,1,,,0,,0.0,
53,8_eH2F926_F3I__PqsWC_BZPTvA,content://media/external/images/media/113,1625342678000,1,0,0,,1908,4032,4543301,-14400000,1625357078000,,20210703_200439.jpg,/storage/emulated/0/DCIM/Camera/20210703_200439.jpg,,,,,,,,37.225,-80.4158,1408139048,-1739773001,,,,image/jpeg,0,0,0,Camera,113,0,0,0,-1,1,1,,,1625391562364,0,1,0,,0,0,34359738366,1,,,0,,0.0,
54,jHzkCi9OwQIPYQYYpvxu3BKJ9m4,content://media/external/images/media/112,1625342675000,1,0,0,,1908,4032,3136945,-14400000,1625357075000,,20210703_200435.jpg,/storage/emulated/0/DCIM/Camera/20210703_200435.jpg,,,,,,,,37.2249,-80.4158,1408137126,-1739773001,,,,image/jpeg,0,0,0,Camera,112,0,0,0,-1,1,1,,,1625391562370,0,1,0,,0,0,34359738366,1,,,0,,0.0,
55,rNLKEqc9GvdKDkD1hZx6Uegc-UI,content://media/external/images/media/111,1625340548000,1,0,0,,4608,2184,1762546,-14400000,1625354948000,,20210703_192907.jpg,/storage/emulated/0/DCIM/Camera/20210703_192907.jpg,,,,,,,,37.2249,-80.4159,1406090289,-1739773001,,,,image/jpeg,0,100,0,Camera,111,0,0,0,-1,1,1,,,1625391562376,0,1,0,,0,0,34359738366,1,,,0,,0.0,
56,WkIKqjY0wXCBcPoV7_TKqSr04tg,content://media/external/images/media/110,1625340542000,1,0,0,,2184,4608,1900794,-14400000,1625354942000,,20210703_192901.jpg,/storage/emulated/0/DCIM/Camera/20210703_192901.jpg,,,,,,,,37.2249,-80.4159,1406087313,-1739773001,,,,image/jpeg,0,0,0,Camera,110,0,0,0,-1,1,1,,,1625391562387,0,1,0,,0,0,34359738366,1,,,0,,0.0,
57,w2fKLZW6dxemdXspErL9E1TZcnI,content://media/external/images/media/109,1625340519000,1,0,0,,4608,2184,1586736,-14400000,1625354919000,,20210703_192839.jpg,/storage/emulated/0/DCIM/Camera/20210703_192839.jpg,,,,,,,,37.2249,-80.4159,1406061459,-1739773001,,,,image/jpeg,0,100,0,Camera,109,0,0,0,-1,1,1,,,1625391562393,0,1,0,,0,0,34359738366,1,,,0,,0.0,
58,Wh_HJQ73opxaxDm0XYboVtZ5mwQ,content://media/external/images/media/108,1625340516000,1,0,0,,4608,2184,1901035,-14400000,1625354916000,,20210703_192836.jpg,/storage/emulated/0/DCIM/Camera/20210703_192836.jpg,,,,,,,,37.2249,-80.4158,1406059537,-1739773001,,,,image/jpeg,0,100,0,Camera,108,0,0,0,-1,1,1,,,1625391562399,0,1,0,,0,0,34359738366,1,,,0,,0.0,
59,2Km-SqDknodYxcx1kt9BDctn42g,content://media/external/images/media/107,1625340510000,1,0,0,,4608,2184,1816642,-14400000,1625354910000,,20210703_192830.jpg,/storage/emulated/0/DCIM/Camera/20210703_192830.jpg,,,,,,,,37.2249,-80.4158,1406053771,-1739773001,,,,image/jpeg,0,100,0,Camera,107,0,0,0,-1,1,1,,,1625391562414,0,1,0,,0,0,34359738366,1,,,0,,0.0,
60,YJMo0yZOnm4fLK8Xsq-RUPZ9e2o,content://media/external/images/media/106,1625340502000,1,0,0,,4608,2184,2575415,-14400000,1625354902000,,20210703_192822.jpg,/storage/emulated/0/DCIM/Camera/20210703_192822.jpg,,,,,,,,37.2249,-80.4158,1406045122,-1739773001,,,,image/jpeg,0,100,0,Camera,106,0,0,0,-1,1,1,,,1625391562424,0,1,0,,0,0,34359738366,1,,,0,,0.0,
61,f80iZt6XU7mo6mCZyqDrABks3tA,content://media/external/images/media/105,1625340486000,1,0,0,,4608,2184,1805446,-14400000,1625354886000,,20210703_192806.jpg,/storage/emulated/0/DCIM/Camera/20210703_192806.jpg,,,,,,,,37.2249,-80.4158,1406030707,-1739773001,,,,image/jpeg,0,100,0,Camera,105,0,0,0,-1,1,1,,,1625391562440,0,1,0,,0,0,34359738366,1,,,0,,0.0,
62,4D-2Hw0wEu4HSaMOCdv-o9nuNHk,content://media/external/images/media/104,1625340479000,1,0,0,,2184,4608,2188919,-14400000,1625354879000,,20210703_192759.jpg,/storage/emulated/0/DCIM/Camera/20210703_192759.jpg,,,,,,,,37.2249,-80.4158,1406026770,-1739773001,,,,image/jpeg,0,0,0,Camera,104,0,0,0,-1,1,1,,,1625391562448,0,1,0,,0,0,34359738366,1,,,0,,0.0,
63,vinSq5tFXJvN1PQyQ7-hmbMnoD8,content://media/external/images/media/103,1625340471000,1,0,0,,2184,4608,1977124,-14400000,1625354871000,,20210703_192751.jpg,/storage/emulated/0/DCIM/Camera/20210703_192751.jpg,,,,,,,,37.2249,-80.4158,1406019082,-1739773001,,,,image/jpeg,0,0,0,Camera,103,0,0,0,-1,1,1,,,1625391562453,0,1,0,,0,0,34359738366,1,,,0,,0.0,
