id,time,skin_temp
372,1626919847802,303
373,1626919850247,303
374,1626919851809,303
375,1626919872365,309
376,1626919962409,303
377,1626920262611,294
378,1626920352804,290
379,1626920653309,284
380,1626920773459,281
381,1626921073868,286
382,1626921133962,286
383,1626921434301,285
384,1626921464356,283
385,1626921618612,283
386,1626921622635,283
387,1626921764758,282
388,1626921884869,281
389,1626922042526,283
390,1626922185226,282
391,1626922245281,283
392,1626922545614,282
393,1626922665731,281
394,1626922966077,283
395,1626923056201,286
396,1626923356516,281
397,1626923446602,281
398,1626923746869,278
399,1626923836934,278
400,1626924137159,280
401,1626924197212,282
402,1626924497405,278
403,1626924617479,280
404,1626924911930,278
405,1626924913938,278
406,1626924917630,278
407,1626924919579,278
408,1626925037705,284
409,1626925337840,287
410,1626925427863,285
411,1626925728309,282
412,1626925848489,281
413,1626925960580,280
414,1626925962592,280
415,1626925972391,280
416,1626926148960,285
417,1626926239129,284
418,1626926539568,287
419,1626926599632,282
420,1626926900024,280
421,1626926990179,278
422,1626927290555,275
423,1626927440769,275
424,1626927741081,276
425,1626927831207,275
426,1626928131575,276
427,1626928221666,276
428,1626928521948,278
429,1626928612026,277
430,1626928912313,275
431,1626929032421,273
432,1626929332708,271
433,1626929482840,270
434,1626929783029,270
435,1626929903104,270
436,1626930088386,272
437,1626930089106,272
438,1626930090664,272
439,1626930095119,278
440,1626930113233,278
441,1626930233320,278
442,1626930533488,283
443,1626930833619,283
444,1626931133891,294
445,1626931374204,297
446,1626931488226,298
447,1626931492250,298
448,1626931493299,298
449,1626931494309,298
450,1626931495358,298
451,1626931497313,298
452,1626931524346,303
453,1626931536184,300
454,1626931540817,300
455,1626931543586,300
456,1626931880642,281
457,1626932365521,266
458,1626933176673,237
459,1626933901136,230
460,1626934857985,217
461,1626935451211,213
462,1626935797574,210
463,1626936261377,210
464,1626936898737,207
465,1626937879112,205
466,1626938697116,201
467,1626939339381,201
468,1626939889906,203
469,1626940805103,204
470,1626941605927,204
471,1626942761077,205
472,1626943408204,205
473,1626944213710,207
474,1626944751313,207
475,1626945763597,207
476,1626946576049,208
477,1626947516892,208
478,1626948830487,209
479,1626949216984,211
480,1626950617015,211
481,1626951425948,211
482,1626951853199,213
483,1626952455938,212
484,1626953161727,212
485,1626954224219,211
486,1626954961945,211
487,1626956026093,212
488,1626957087737,213
489,1626957666979,215
490,1626958209165,215
491,1626959179632,215
492,1626959506410,218
493,1626960377395,217
494,1626960917498,217
495,1626961998205,216
496,1626962783540,218
497,1626963623413,217
498,1626964165239,218
499,1626965187021,219
500,1626966026825,220
501,1626966842197,222
502,1626967410318,223
503,1626968492931,223
504,1626969542420,226
505,1626970110229,227
506,1626971193653,226
507,1626972276872,226
508,1626972840904,228
509,1626973896849,228
510,1626974440278,229
511,1626975282259,230
512,1626975776884,231
513,1626976606092,232
514,1626977242555,233
515,1626977686925,238
516,1626977919303,242
517,1626977922391,242
518,1626977936310,252
519,1626977940336,252
520,1626978009411,273
521,1626978039425,280
522,1626978339730,307
523,1626978489917,306
524,1626978512896,306
525,1626978516914,306
526,1626978554850,310
527,1626978558863,310
528,1626978592078,314
529,1626978596094,313
530,1626978644289,315
531,1626978807893,314
532,1626979348895,283
533,1626979353901,283
534,1626979354764,283
535,1626979885531,261
536,1626980323775,246
537,1626980789647,236
538,1626980790074,236
539,1626980792949,236
540,1626980795311,236
541,1626980801907,236
542,1626980820092,252
543,1626980826782,252
544,1626980832940,252
545,1626980850110,259
546,1626980862999,259
547,1626980869821,259
548,1626980873402,259
549,1626980877128,259
550,1626980878638,259
551,1626980880654,259
552,1626980882338,259
553,1626980886631,259
554,1626980899826,268
555,1626980936365,260
556,1626980938672,260
557,1626980939067,260
558,1626980942369,260
559,1626980943068,260
560,1626980944377,260
561,1626980945876,260
562,1626980959993,263
563,1626980991223,264
564,1626980995229,264
565,1626981003257,264
566,1626981007268,264
567,1626981008612,264
568,1626981012618,264
569,1626981015815,272
570,1626981019843,272
571,1626981020013,272
572,1626981022465,272
573,1626981026478,272
574,1626981038373,272
575,1626981042397,272
576,1626981050035,275
577,1626981063683,275
578,1626981070880,275
579,1626981127347,276
580,1626981131357,276
581,1626981135929,277
582,1626981139947,277
583,1626981140093,277
584,1626981146789,277
585,1626981152464,277
586,1626981172888,281
587,1626981176897,281
588,1626981205465,287
589,1626981209479,287
590,1626981230195,290
591,1626981250966,290
592,1626981252978,290
593,1626981253981,290
594,1626981266893,294
595,1626981270918,294
596,1626981271272,294
597,1626981275281,294
598,1626981316183,298
599,1626981320241,298
600,1626981322850,298
601,1626981324421,298
602,1626981328449,298
603,1626981329751,298
604,1626981333768,298
605,1626981335653,298
606,1626981339679,298
607,1626981350246,302
608,1626981410283,301
609,1626981500367,300
610,1626981590485,299
611,1626981680538,317
612,1626981710545,322
613,1626981770587,318
614,1626981800623,324
615,1626981890691,317
616,1626981950778,323
617,1626981980818,316
618,1626982070887,308
7463,1626667658338,223
7464,1626669678350,223
7465,1626670415897,223
7466,1626672087489,222
7467,1626673635922,217
7468,1626674245331,214
7469,1626675821624,217
7470,1626676723095,219
7471,1626679289043,220
7472,1626679916042,223
7473,1626680533300,226
7474,1626681227639,228
7475,1626682616691,224
7476,1626684687348,223
7477,1626684710166,225
7478,1626685016911,227
7479,1626686635788,226
7480,1626688358214,225
7481,1626689185424,227
7482,1626691581566,226
7483,1626692041478,228
7484,1626693821052,226
7485,1626695645361,226
7486,1626697291145,228
7487,1626698187719,227
7488,1626700151495,228
7489,1626700673111,227
7490,1626701332537,232
7491,1626702380846,230
7492,1626704058095,227
7493,1626704588940,228
7494,1626706540373,227
7495,1626708260396,229
7496,1626709533217,228
7497,1626710356334,229
7498,1626710905082,238
7499,1626711608874,243
7500,1626711930516,251
7501,1626712533317,248
7502,1626713172154,247
7503,1626714394331,243
7504,1626715515902,238
7505,1626717271968,234
7506,1626718507709,230
7507,1626719878683,225
7508,1626721502505,223
7509,1626723580099,223
7510,1626723952272,225
7511,1626724494921,226
7512,1626726095716,225
7513,1626727488063,223
7514,1626728900640,221
7515,1626730585396,222
7516,1626731123786,224
7517,1626731127857,224
7518,1626731130680,224
7519,1626731133355,224
7520,1626731137287,224
7521,1626731153793,246
7522,1626731154076,246
7523,1626731157977,246
7524,1626731183812,247
7525,1626731243891,251
7526,1626731251455,251
7527,1626731255478,251
7528,1626731273925,255
7529,1626731274605,255
7530,1626731283524,255
7531,1626731307483,257
7532,1626731311501,257
7533,1626731315116,257
7534,1626731319132,266
7535,1626731334078,266
7536,1626731360279,264
7537,1626731364082,264
7538,1626731368579,264
7539,1626731373828,264
7540,1626731377845,264
7541,1626731394099,274
7542,1626731403281,274
7543,1626731407290,274
7544,1626731478121,276
7545,1626731480124,276
7546,1626731500279,277
7547,1626731507196,277
7548,1626731509200,277
7549,1626731518621,277
7550,1626731565067,286
7551,1626731567080,286
7552,1626731568026,286
7553,1626731598708,288
7554,1626731600714,288
7555,1626731604314,288
7556,1626731647911,284
7557,1626731651924,287
7558,1626731672918,287
7559,1626731676927,287
7560,1626731711200,290
7561,1626731715225,290
7562,1626731749655,289
7563,1626732377811,261
7564,1626732378218,261
7565,1626732382234,261
7566,1626732413514,251
7567,1626732535160,251
7568,1626732538927,246
7569,1626732540145,246
7570,1626732547790,246
7571,1626732565259,246
7572,1626732568299,246
7573,1626732572320,258
7574,1626732576649,258
7575,1626732592541,258
7576,1626732595327,258
7577,1626732596924,258
7578,1626732603465,258
7579,1626732607666,258
7580,1626732609936,258
7581,1626732610273,258
7582,1626732614290,258
7583,1626732616077,258
7584,1626732625398,258
7585,1626732647305,260
7586,1626732864948,255
7587,1626732865498,255
7588,1626732868770,255
7589,1626732870532,255
7590,1626732875667,255
7591,1626732876453,255
7592,1626732881588,255
7593,1626732883598,255
7594,1626732884828,255
7595,1626732895515,257
7596,1626732970400,257
7597,1626733003295,260
7598,1626733004642,260
7599,1626733006649,260
7600,1626733008827,260
7601,1626733063020,259
7602,1626733094124,261
7603,1626733123845,259
7604,1626733128857,259
7605,1626733161191,260
7606,1626733163411,260
7607,1626733164065,260
7608,1626733166081,260
7609,1626733168416,260
7610,1626733176662,262
7611,1626733193428,262
7612,1626733207736,260
7613,1626733209113,260
7614,1626733214125,260
7615,1626733240079,260
7616,1626733249531,260
7617,1626733253827,260
7618,1626733314005,259
7619,1626733424333,255
7620,1626733428748,255
7621,1626733433332,255
7622,1626733435347,255
7623,1626733472739,257
7624,1626733514552,259
7625,1626733528589,259
7626,1626733535195,259
7627,1626733538364,259
7628,1626733550962,262
7629,1626733557562,262
7630,1626733685337,283
7631,1626733823190,290
7632,1626733826825,290
7633,1626733827196,290
7634,1626733894308,281
7635,1626734188447,260
7636,1626734193472,260
7637,1626734195693,260
7638,1626734199708,260
7639,1626734218468,260
7640,1626734227595,260
7641,1626734374700,259
7642,1626734379704,259
7643,1626734380476,259
7644,1626734382447,259
7645,1626734386124,259
7646,1626734417268,264
7647,1626734436905,265
7648,1626734440305,265
7649,1626734752561,255
7650,1626735385760,239
7651,1626736447614,232
7652,1626737137586,227
7653,1626738101306,225
7654,1626738526883,223
7655,1626739447489,221
7656,1626741469896,218
7657,1626741711556,223
7658,1626741716578,223
7659,1626741721187,223
7660,1626741725204,223
7661,1626741755597,229
7662,1626741759617,229
7663,1626741771655,239
7664,1626741820367,237
7665,1626741825867,236
7666,1626741851700,236
7667,1626741933501,232
7668,1626742286986,231
7669,1626742504260,246
7670,1626742507725,246
7671,1626742511792,246
7672,1626742512241,246
7673,1626742516252,246
7674,1626742552602,258
7675,1626742556619,258
7676,1626742564351,258
7677,1626742594390,263
7678,1626742654457,271
7679,1626742684490,278
7680,1626742687223,278
7681,1626742689226,278
7682,1626742744534,287
7683,1626742764177,289
7684,1626742765325,289
7685,1626742770338,289
7686,1626742797327,294
7687,1626742825343,295
7688,1626742828440,295
7689,1626742858454,295
7690,1626742888474,294
7691,1626742948504,297
7692,1626742953897,297
7693,1626742958902,297
7694,1626742983906,302
7695,1626742993837,302
7696,1626743018000,302
7697,1626743022857,302
7698,1626743053968,304
7699,1626743099336,305
7700,1626743103142,305
7701,1626743134284,308
7702,1626743173252,307
7703,1626743176368,307
7704,1626743233331,311
7705,1626743255279,312
7706,1626743257286,312
7707,1626743263364,312
7708,1626743281680,314
7709,1626743312613,315
7710,1626743314467,315
7711,1626743319476,315
7712,1626743344482,316
7713,1626743367301,317
7714,1626743369511,317
7715,1626743374533,317
7716,1626743399520,320
7717,1626743400181,320
7718,1626743416079,320
7719,1626743419819,333
7720,1626743446126,333
7721,1626743472838,326
7722,1626743532878,320
7723,1626743562898,319
7724,1626743593015,318
7725,1626743653078,316
7726,1626743683113,316
7727,1626743743225,316
7728,1626743773270,316
7729,1626743803292,314
7730,1626743863389,312
7731,1626743893448,311
7732,1626743953516,312
7733,1626743983560,310
7734,1626744043604,309
7735,1626744073657,309
7736,1626744133747,305
7737,1626744193816,303
7738,1626744253863,301
7739,1626744313926,298
7740,1626744373969,295
7741,1626744464058,303
7742,1626744524121,294
7743,1626744614183,291
7744,1626744704239,289
7745,1626744794301,285
7746,1626744884365,282
7747,1626745004442,280
7748,1626745124549,278
7749,1626745256123,277
7750,1626745396341,277
7751,1626745615985,275
7752,1626745690703,273
7753,1626745766763,274
7754,1626745847428,270
7755,1626745916963,271
7756,1626746205885,264
7757,1626746210781,264
7758,1626746301835,262
7759,1626746802271,250
7760,1626747405459,239
7761,1626748410898,236
7762,1626748799263,230
7763,1626748802814,230
7764,1626748803951,230
7765,1626748805960,230
7766,1626748832916,239
7767,1626748836345,239
7768,1626748840357,239
7769,1626748862246,240
7770,1626748866273,240
7771,1626748878922,245
7772,1626748880931,245
7773,1626748883648,245
7774,1626748925778,253
7775,1626748929896,253
7776,1626748934930,249
7777,1626748959912,249
7778,1626749260324,278
7779,1626749500491,310
7780,1626749680604,321
7781,1626749710627,311
7782,1626749740663,312
7783,1626749926350,309
7784,1626750356444,297
7785,1626751009500,239
7786,1626751400790,234
7787,1626752196288,234
7788,1626752733992,235
7789,1626752904796,235
7790,1626753641388,239
7791,1626754387948,240
7792,1626755241387,241
7793,1626757382275,241
7794,1626757810256,243
7795,1626760378112,235
7796,1626761111698,233
7797,1626761720021,232
7798,1626763362726,226
7799,1626764360359,227
7800,1626764701378,231
7801,1626765528606,229
7802,1626766586973,229
7803,1626769345799,225
7804,1626771284690,224
7805,1626772340460,225
7806,1626774687191,224
7807,1626776340523,224
7808,1626778219255,231
7809,1626779309491,228
7810,1626780932818,227
7811,1626781885447,225
7812,1626784296023,225
7813,1626785750399,224
7814,1626787487073,225
7815,1626789171189,225
7816,1626790886684,225
7817,1626793272007,226
7818,1626793880990,226
7819,1626795243711,228
7820,1626795697038,233
7821,1626796287485,244
7822,1626797008379,250
7823,1626798362689,280
7824,1626798941999,278
7825,1626799261163,276
7826,1626799585157,275
7827,1626799886453,272
7828,1626801067408,267
7829,1626801856779,265
7830,1626802159048,273
7831,1626802369192,284
7832,1626803030547,284
7833,1626803455227,281
7834,1626804466544,268
7835,1626805293625,261
7836,1626805611261,260
7837,1626806592986,260
7838,1626806596275,260
7839,1626806599825,256
7840,1626806600811,256
7841,1626806607042,256
7842,1626806608617,256
7843,1626806609047,256
7844,1626806623004,256
7845,1626806638247,276
7846,1626806653092,276
7847,1626806674493,274
7848,1626806871382,260
7849,1626806876395,260
7850,1626806882312,260
7851,1626807075532,262
7852,1626807238268,268
7853,1626807243275,268
7854,1626807263960,282
7855,1626807278078,282
7856,1626807283107,289
7857,1626807284908,289
7858,1626807609189,295
7859,1626807613302,295
7860,1626807616063,295
7861,1626807620078,295
7862,1626807678746,299
7863,1626807711357,300
7864,1626807714913,300
7865,1626807728850,305
7866,1626807732877,305
7867,1626807742906,305
7868,1626807771418,316
7869,1626807801490,323
7870,1626807815125,330
7871,1626807847827,333
7872,1626807851064,333
7873,1626807852813,333
7874,1626807856835,333
7875,1626807869239,337
7876,1626807875993,337
7877,1626807921776,334
7878,1626807950204,330
7879,1626807951875,330
7880,1626807953392,330
7881,1626807954217,330
7882,1626808093545,329
7883,1626808232447,304
7884,1626808551963,292
7885,1626808888916,272
7886,1626809728309,270
7887,1626810205251,268
7888,1626810770439,271
7889,1626811082303,278
7890,1626811632668,274
7891,1626812005933,272
7892,1626812009664,272
7893,1626812010891,272
7894,1626812017731,272
7895,1626812019551,272
7896,1626812027509,282
7897,1626812029491,282
7898,1626812033501,282
7899,1626812035953,282
7900,1626812041178,282
7901,1626812045201,282
7902,1626812075908,279
7903,1626812110262,276
7904,1626812113950,276
7905,1626812114870,276
7906,1626812118890,276
7907,1626812121168,276
7908,1626812123172,276
7909,1626812134015,276
7910,1626812209345,276
7911,1626812211994,276
7912,1626812243941,269
7913,1626812275079,272
7914,1626812486647,263
7915,1626812711821,263
7916,1626812714965,263
7917,1626812769778,255
7918,1626812939486,254
7919,1626812942225,254
7920,1626812944068,254
7921,1626812950282,254
7922,1626812951811,254
7923,1626812953819,254
7924,1626812954837,254
7925,1626812958759,254
7926,1626812960768,254
7927,1626813033651,256
7928,1626813034308,256
7929,1626813050911,256
7930,1626813053754,256
7931,1626813054987,256
7932,1626813056994,256
7933,1626813108441,258
7934,1626813113083,258
7935,1626813117101,258
7936,1626813126783,267
7937,1626813130794,267
7938,1626813202914,266
7939,1626813209651,266
7940,1626813212739,266
7941,1626813254890,270
7942,1626813258899,270
7943,1626813260718,270
7944,1626813264730,270
7945,1626813266064,270
7946,1626813269276,270
7947,1626813270077,270
7948,1626813329175,277
7949,1626813636570,266
7950,1626814207165,245
7951,1626814578877,240
7952,1626815737384,230
7953,1626816700125,227
7954,1626817284651,224
7955,1626818786972,224
7956,1626820503026,220
7957,1626821373521,221
7958,1626823175456,218
7959,1626823784856,215
7960,1626824504833,215
7961,1626826173293,214
7962,1626827375978,215
7963,1626828453797,215
7964,1626829585831,219
7965,1626831312387,214
7966,1626832145326,216
7967,1626833188081,213
7968,1626833654850,213
7969,1626833659812,213
7970,1626833667840,213
7971,1626833671862,213
7972,1626833674519,213
7973,1626833676522,213
7974,1626833682221,244
7975,1626833688712,244
7976,1626833691807,244
7977,1626833692718,244
7978,1626833699522,244
7979,1626833701744,244
7980,1626834118615,230
7981,1626835141567,230
7982,1626835865267,230
7983,1626837107855,232
7984,1626838129259,232
7985,1626838430003,231
7986,1626838899680,230
7987,1626841121581,223
7988,1626842195711,217
7989,1626844114284,217
7990,1626845587596,219
7991,1626846704491,221
7992,1626847103972,222
7993,1626847510864,223
7994,1626848235913,224
7995,1626848903628,224
7996,1626850626989,225
7997,1626852984918,225
7998,1626853331019,228
7999,1626855643966,226
8000,1626856938114,226
