ID_A,STICKER_ITEMS_ID,LOCALES,STRING,EXTRA_A1,EXTRA_A2,EXTRA_A3
63,1,pa_IN,ਸੀਮੋਰ ਸਲੋਥ ਠੋਢੀ ਉੱਤੇ ਹੱਥ ਰੱਖ ਉਲਝਿਆ ਜਿਹਾ ਜਾਪਦਾ ਹੋਇਆ ਅਤੇ ਉਸ ਦੇ ਸਿਰ ਉੱਤੇ ਪ੍ਰਸ਼ਨ ਚਿੰਨ੍ਹ,,,
64,1,ro,"Leneșul Seymour cu un aer confuz, cu lăbuța pe bărbie și cu semnul întrebării în jurul capului",,,
65,1,ru,"Ленивец Сеймур с озадаченным видом, лапой у подбородка и вопросительными знаками вокруг головы",,,
66,1,sr,Lenjivac Lale izgleda zbunjeno sa rukom na obrazu i upitnicima oko glave,,,
67,1,si_LK,සීමෝ කම්මැලියා අත නිකට මත තබා ගෙන හිස වටා ප්‍රශ්නාර්ථ ලකුණු සමග ව්‍යාකූලව බලමින්,,,
68,1,sk,Seymour Sloth vyzerá zmätene s rukami na brade a otáznikmi okolo hlavy,,,
69,1,sl,"Seymour Sloth je zmeden, na bradi ima dlan, okrog glave pa vprašaje",,,
70,1,es_ES,"Seymour el perezoso con cara de confusión, mano en el mentón y signos de interrogación alrededor de su cabeza",,,
71,1,es_US,"Seymour el perezoso con cara de confusión, la mano en el mentón y signos de interrogación alrededor de la cabeza",,,
72,1,sv,Simon Sengångare ser förvirrad ut med handen på kinden och frågetecken runt huvudet,,,
73,1,tg,Коҳилаки тамбал бо даст дар манаҳ саргум менигарад ва дар атрофи сараш аломатҳои савол,,,
74,1,ta_IN,"கன்னத்தில் ஒரு கை வைத்து, தலையைச் சுற்றி கேள்விக்குறிகள் உடைய குழப்பமாகத் தோன்றும் சீமோர் ஸ்லாத்",,,
75,1,te_IN,"గడ్డంపై చేతిని ఉంచి, తల చుట్టూ ప్రశ్నార్థక గుర్తులతో గందరగోళంగా ఉన్న సేమోర్ స్లాత్",,,
76,1,tk,Seýmur Slot eňekdäki el bilen we büşyň töwereginde sorag belgiler bilen aljyraňňy görünýär,,,
77,1,th,ซีมัวร์สล็อธท่าทางสับสนเอามือจับคางและมีเครื่องหมายคำถามรอบศีรษะ,,,
78,1,bo,མུ་ཞེ་སོ་ལེ་བལྟས་ཚོད་ལ་ཐང་ཆད་འདུག་ཅིང་ལག་པས་མ་མགལ་བཏེགས་ཤིང་མགོའི་མཐའ་འཁོར་དུ་འདྲི་རྟགས་འདུག,,,
79,1,tr,Eli çenesinde şaşkın bakan ve başının etrafında soru işaretleri olan Seymour Sloth,,,
80,1,uk,"Лінивець Сеймур із зацікавленими очима та лапою на підборідді, над головою зображено знаки питання",,,
81,1,ur_PK,سیمور سلوتھ ہاتھ کو اپنے ٹھوری پر رکھ کر الجھن میں نظر آتا ہوا اور سر کے آس پاس سوالیہ نشانات,,,
82,1,ug,كۆزلىرى ھەيران، بېشىنى تۇتقان، بېشىنىڭ ئەتراپىدا سوئال بەلگىسى بار سېيمور ئېرىنچەك,,,
83,1,uz_UZ,Seymur Slot qo‘lini iyagiga qo‘ygan va boshi atrofida so‘roq belgisi uchib yurgan holda o‘ychan ko‘rinmoqda,,,
84,1,vi,"Lười Seymour bối rối, lấy tay chống cằm và các dấu hỏi xung quanh đầu",,,
85,1,predefined,sticker_confused,,,
86,2,en,Seymour Sloth reclining on arm and winking flirtatiously,,,
87,2,en_US,Seymour Sloth reclining on arm and winking flirtatiously,,,
88,2,en_CA,Seymour Sloth reclining on arm and winking flirtatiously,,,
89,2,sq_AL,Arushi Seymour i mbështetur në krah dhe duke shkelur syrin flirtueshëm,,,
90,2,ar,الكسلان Seymour يتكئ على ذراعه غامزاً بغزل,,,
91,2,hy_AM,Սեյմուր համրուկը՝ գլուխը ձեռքին հենած և կոկետորեն աչքով անող,,,
92,2,as,বাহু থৈ আৰাম আৰু ফ্লাৰ্ট কৰি চকু টিপি থকা চেইমোৰ শ্লোথ,,,
93,2,az_AZ,Seymur ərincək qoluna dirənib və cəlbedici göz-qaş edir,,,
94,2,eu_ES,Seymour Sloth beso batean gainean etzanda eta begi keinua egiten ligatu nahian,,,
95,2,be_BY,Лянівец Сэймур абапіраецца на руку і какетліва падміргвае,,,
96,2,bn_IN,হাতের উপরে শুয়ে প্রেমের ভানে চোখ পিটপিট করা সেমুর স্লথ,,,
97,2,bn_BD,Seymour Sloth হাতের উপর হেলান দিয়ে আছে এবং প্রেমবিলাসীভাবে চোখ পিটপিট করছে,,,
98,2,bs,Seymour Sloth je naslonjen na ruku i zavodljivo namiguje,,,
99,2,bg,Сеймур Слот се е облегнал полулегнал на ръката си и намига флиртуващо,,,
100,2,ca,"El Seymour el peresós, reclinat sobre un braç, coqueteja fent l'ullet",,,
101,2,zn_CN,西摩树懒斜靠在手臂上，挑逗地眨眼,,,
102,2,zn_HK,Seymour Sloth 斜躺在手臂上，嫵媚地眨著眼睛,,,
103,2,zn_TW,西摩樹懶單手斜撐，挑逗地眨眼,,,
104,2,hr,Seymour Sloth naslanja se na ruku i zavodljivo namiguje,,,
105,2,cs,Seymour Sloth se opírá o paži a koketně mrká,,,
106,2,da,Seymour Sloth hviler på arm og blinker flirtende,,,
107,2,nl,Seymour Sloth rust op arm en knipoogt flirterig,,,
108,2,et_EE,Laiskloom Seymour toetub käele ja pilgutab flirtivalt,,,
109,2,fa,سیمور تنبل لم داده روی دست و در حال چشمک زدن,,,
110,2,tl,Seymour Sloth nakasandal sa braso at kumikindat nang mapaglaro,,,
111,2,fi,Seymour Sloth nojaa käteensä ja iskee flirttaillen silmää,,,
112,2,fr,Seymour Sloth en position inclinée sur le bras et faisant un clin d'œil avec un air flirteur,,,
113,2,fr_CA,Seymour Sloth en position inclinée sur le bras et faisant un clin d'œil avec un air flirteur,,,
114,2,gl_ES,Seymour Sloth reclinándose sobre os brazos e chiscando un ollo de xeito insinuante,,,
115,2,ka_GE,სეიმურ სლოთი მხართეძოზეა წამოწოლილი და კეკლუცად აპაჭუნებს თვალს,,,
116,2,de,Fabi Faultier ist auf einen Arm zurückgelehnt und zwinkert flirtend,,,
117,2,el,"Ο Seymour Sloth ξαπλωμένος πάνω στο χέρι του, ανοιγοκλείνει το μάτι του φλερτάροντας",,,
118,2,gu_IN,હાથ પર અઢેલીને બેઠેલો અને નખરાળી આંખ મીંચકારતો સિમૌર સ્લૉથ,,,
119,2,iw,סימור העצלן שרוע על זרוע כפופה וקורץ בשובבות,,,
120,2,hi,हाथों के बल होकर चुलबुले तरीके से आँख मारता हुआ सीमौर स्लॉथ,,,
121,2,hu,Lajhár Lali a karjain támaszkodik és csábítóan kacsint,,,
122,2,is_IS,Seymour Sloth hallar sér á handlegginn og blikkar daðurslega,,,
123,2,in,Seymour Sloth berbaring di lengan dan mengedipkan mata genit,,,
124,2,ga,Séamas an Spadán ina leathluí ar a láimh agus ag caochadh a shúile go mealltach,,,
125,2,it,Seymour il Bradipo appoggiato su un braccio che fa l’occhiolino in modo provocante,,,
126,2,ja,横になり、頬杖をついて軽薄にウィンクしているシーモアスロース,,,
127,2,kn_IN,ಸೆಮೌರ್ ಸ್ಲೌಥ್ ತೋಳುಗಳ ಮೇಲೆ ಒರಗಿಕೊಳ್ಳುವುದು ಮತ್ತು ನಿಕಟತೆಯಿಂದ ಕಣ್ಣು ಮುಚ್ಚುವುದು,,,
128,2,kk_KZ,"Сеймур жалқау аң қылымсырап көзін қысып, қолын таянып жатыр",,,
129,2,km_KH,Seymour Sloth ទម្រេត​លើ​ដៃ​និង​មិច​ភ្នែក​ចែចង់,,,
130,2,ko,유혹하듯 윙크하는 나무늘보,,,
131,2,ky_KG,"Сеймур аттуу ленивец колунда жатып, кылчактап көзүн кысат",,,
132,2,lo_LA,ເຊມົວສະລັອດ ກຳລັງນອນໝູນແຂນ ແລະ ກະພິບຕາແບບເຈົ້າຊູ້,,,
133,2,lv,"Seymour Sloth atlaidies uz elkoņa, flirtējoši miedz",,,
134,2,lt,Ant rankos pasirėmęs tinginys Seymour merkia akį flirtuodamas,,,
135,2,mk_MK,Мрзливецот Симор се потпира на рака и намигнува флертаџиски,,,
136,2,ms_MY,Seymour Sloth berbaring dengan tangan memegang kepala dan mengenyit mata secara menawan,,,
137,2,ml_IN,കൈയിലേക്ക് ചാഞ്ഞ് വശ്യമായി കണ്ണ് ചിമ്മുന്ന സെയ്മോർ സ്ലോത്ത്,,,
138,2,mr_IN,हाता वर पहुडलेला आणि नखऱ्याने डोळा मारणारा सेमोर स्लॉथ,,,
139,2,my_ZG,လက္ေထာက္၍ ညဳတုတုပံုစံျဖင့္ မ်က္စိမွိတ္ျပေနေသာ ေဆးမာဆေလာ့သ္,,,
140,2,mn_MN,Гараа мөрөндөө авч бөхийсөн аальтгүй Залхуу Сеймур,,,
141,2,my_MM,လက်ထောက်၍ ညုတုတုပုံစံဖြင့် မျက်စိမှိတ်ပြနေသော ဆေးမာဆလော့သ်,,,
142,2,ne_NP,सेमोर स्लथ बाहुमा माथि ढल्केर फ्लर्टेसियस रूपमा आँखा झिम्काइरहेको,,,
143,2,nb,Seymour Sloth som lener seg på armen og blunker flørtende,,,
144,2,or,ବାହୁର ବଳରେ ଚଗଲିଆ ଭାବରେ ଆଖି ମାରୁଥିବା ସେମୌର ସ୍ଲୋଥ୍,,,
145,2,pl,Leniwiec Seymour leży z głową opartą na ręce i mruga zalotnie,,,
146,2,pt_PT,Seymour Sloth reclinado sobre o braço e a piscar o olho com ar sedutor,,,
147,2,pt_BR,Seymour Sloth apoiado sobre o braço e piscando de forma sedutora,,,
148,2,pa_IN,ਸੀਮੋਰ ਸਲੋਥ ਬਾਂਹ ਦੇ ਸਹਾਰੇ ਝੁੱਕ ਕੇ ਪਿਆਰ ਨਾਲ ਅੱਖ ਮਾਰਦੇ ਹੋਏ,,,
149,2,ro,Leneșul Seymour sprijinindu-se pe braț și făcând cu ochiul cochet,,,
150,2,ru,"Ленивец Сеймур лежит, опираясь на лапу и кокетливо подмигивая",,,
151,2,sr,Lenjivac Lale je naslonjen na ruku i zavodljivo namiguje,,,
152,2,si_LK,සීමෝ කම්මැලියා අතෙහි හාන්සි වෙමින් විලාස පාමින් ඉඟි කරමින්,,,
153,2,sk,Seymour Sloth sa opiera o ruku a koketne žmurká,,,
154,2,sl,Seymour Sloth je naslonjen na dlan in spogledljivo mežika,,,
155,2,es_ES,Seymour el perezoso recostado sobre un brazo y guiñando el ojo de forma coqueta,,,
156,2,es_US,Seymour el perezoso recostado sobre un brazo coquetea guiñando el ojo,,,
157,2,sv,Simon Sengångare lutar sig mot armen och blinkar förföriskt,,,
158,2,tg,"Коҳилаки тамбал бо яд тарсаш кашол шуда, бо карашма чашмак мезанад",,,
159,2,ta_IN,கைகளில் சாய்ந்துகொண்டு உற்சாகமாக கண் சிமிட்டும் சீமோர் ஸ்லாத்,,,
160,2,te_IN,"చేతిపై ఆనుకుని, సరసముగా కదులుతున్న సేమోర్ స్లాత్",,,
161,2,tk,Seýmur Slot eline ýaplanyp naz bilen göz gyrpýar,,,
162,2,th,ซีมัวร์สล็อธเอนหลังใช้แขนค้ำและกะพริบตาหว่านเสน่ห์,,,
163,2,bo,མུ་ཞེ་སོ་ལེ་ལག་པར་བསྔས་ཤིང་མིག་འབྱེད་བཙུམ་གྱི་ཀུ་རེ་སློང་།,,,
164,2,tr,Koluna yaslanmış ve flört eden şekilde göz kırpan Seymour Sloth,,,
165,2,uk,Лінивець Сеймур опирається на руку і кокетливо підморгує,,,
166,2,ur_PK,سیمور سلوتھ بازؤں پر چلتا ہوا اور پریشان حالت میں آنکھ مارتا ہوا,,,
167,2,ug,بىلەكلىرىگە تايىنىپ، ھىجىيىپ كۆز قىسقان سېيمور ئېرىنچەك,,,
168,2,uz_UZ,Seymur Slot qo‘lida yotibdi va noz bilan ko‘zini qismoqda,,,
169,2,vi,Lười Seymour chống tay nằm dài và nháy mắt tán tỉnh,,,
170,2,predefined,sticker_wink,,,
171,3,en,Seymour Sloth crying,,,
172,3,en_US,Seymour Sloth crying,,,
173,3,en_CA,Seymour Sloth crying,,,
174,3,sq_AL,Arushi Seymour duke qarë,,,
175,3,ar,الكسلان Seymour يبكي,,,
176,3,hy_AM,Լացող Սեյմուր համրուկը,,,
177,3,as,কান্দি থকা চেইমোৰ শ্লোথ,,,
178,3,az_AZ,Seymur ərincək ağlayır,,,
179,3,eu_ES,Seymour Sloth negarrez,,,
180,3,be_BY,Лянівец Сэймур плача,,,
181,3,bn_IN,ক্রন্দনরত সেমুর স্লথ,,,
182,3,bn_BD,Seymour Sloth কান্না করছে,,,
183,3,bs,Seymour Sloth plače,,,
184,3,bg,Сеймур Слот плаче,,,
185,3,ca,El Seymour el peresós plorant,,,
186,3,zn_CN,西摩树懒哭泣,,,
187,3,zn_HK,Seymour Sloth 哭泣,,,
188,3,zn_TW,西摩樹懶正在哭泣,,,
189,3,hr,Seymour Sloth plače,,,
190,3,cs,Seymour Sloth pláče,,,
191,3,da,Seymour Sloth græder,,,
192,3,nl,Seymour Sloth huilt,,,
193,3,et_EE,Laiskloom Seymour nutab,,,
194,3,fa,سیمور تنبل در حال گریه,,,
195,3,tl,Seymour Sloth umiiyak,,,
196,3,fi,Seymour Sloth itkee,,,
197,3,fr,Seymour Sloth en pleurs,,,
198,3,fr_CA,Seymour Sloth en pleurs,,,
199,3,gl_ES,Seymour Sloth chorando,,,
200,3,ka_GE,სეიმურ სლოთი ტირის,,,
201,3,de,Fabi Faultier weint,,,
202,3,el,Ο Seymour Sloth κλαίει,,,
203,3,gu_IN,રડતો સિમૌર સ્લૉથ,,,
204,3,iw,סימור העצלן מתייפח,,,
205,3,hi,रोता हुआ सिमौर स्लॉथ,,,
206,3,hu,Lajhár Lali sír,,,
207,3,is_IS,Seymour Sloth grætur,,,
208,3,in,Seymour Sloth menangis,,,
209,3,ga,Séamas an Spadán ag gol,,,
210,3,it,Seymour il Bradipo che piange,,,
211,3,ja,泣いているシーモアスロース,,,
212,3,kn_IN,ಸೆಮೌರ್ ಸ್ಲೌಥ್ ಅಳುವುದು,,,
213,3,kk_KZ,Сеймур жалқау аң жылап жатыр,,,
214,3,km_KH,Seymour Sloth យំ,,,
215,3,ko,울고 있는 나무늘보,,,
216,3,ky_KG,Сеймур аттуу ленивец ыйлап жатат,,,
217,3,lo_LA,ເຊມົວສະລັອດ ກຳລັງຮ້ອງໄຫ້,,,
218,3,lv,Seymour Sloth raud,,,
219,3,lt,Tinginys Seymour verkia,,,
220,3,mk_MK,Мрзливецот Симор плаче,,,
221,3,ms_MY,Seymour Sloth menangis,,,
222,3,ml_IN,കരയുന്ന സെയ്മോർ സ്ലോത്ത്,,,
223,3,mr_IN,रडणारा सेमोर स्लॉथ,,,
224,3,my_ZG,ငိုေနေသာ ေဆးမာဆေလာ့သ္,,,
225,3,mn_MN,Уйлж буй Залхуу Сеймур,,,
226,3,my_MM,ငိုနေသော ဆေးမာဆလော့သ်,,,
227,3,ne_NP,सेमोर स्लथ रोइरहेको,,,
228,3,nb,Seymour Sloth som gråter,,,
229,3,or,ସେମୌର ସ୍ଲୋଥ୍ କାନ୍ଦୁଛନ୍ତି,,,
230,3,pl,Leniwiec Seymour płacze,,,
231,3,pt_PT,Seymour Sloth a chorar,,,
232,3,pt_BR,Seymour Sloth chorando,,,
233,3,pa_IN,ਸੀਮੋਰ ਸਲੋਥ ਰੋਂਦੇ ਹੋਏ,,,
234,3,ro,Leneșul Seymour plângând,,,
235,3,ru,Ленивец Сеймур плачет,,,
236,3,sr,Lenjivac Lale plače,,,
237,3,si_LK,සීමෝ කම්මැලියා අඬයි,,,
238,3,sk,Seymour Sloth plače,,,
239,3,sl,Seymour Sloth joče,,,
240,3,es_ES,Seymour el perezoso llorando,,,
241,3,es_US,Seymour el perezoso llora,,,
242,3,sv,Simon Sengångare gråter,,,
243,3,tg,Коҳилаки тамбал мегиряд,,,
244,3,ta_IN,அழுகின்ற சீமோர் ஸ்லாத்,,,
245,3,te_IN,ఏడుస్తున్న సేమోర్ స్లాత్,,,
246,3,tk,Seýmur Slot aglaýar,,,
247,3,th,ซีมัวร์สล็อธร้องไห้,,,
248,3,bo,མུ་ཞེ་སོ་ལེ་ངུ་བཞིན་འདུག,,,
249,3,tr,Ağlayan Seymour Sloth,,,
250,3,uk,Лінивець Сеймур плаче,,,
251,3,ur_PK,سیمور سلوتھ رو رہا ہے,,,
252,3,ug,يىغلىغان سېيمور ئېرىنچەك,,,
253,3,uz_UZ,Seymur Slot yig‘lamoqda,,,
254,3,vi,Lười Seymour khóc,,,
255,3,predefined,sticker_crying,,,
256,4,en,Seymour Sloth sleeping with zees around head,,,
257,4,en_US,Seymour Sloth sleeping with zees around head,,,
258,4,en_CA,Seymour Sloth sleeping with zees around head,,,
259,4,sq_AL,"Arushi Seymour duke fjetur, me shumë z rreth kokës",,,
260,4,ar,الكسلان Seymour ينام وأحرف Z متتالية حول رأسه,,,
261,4,hy_AM,Քնած Սեյմուր համրուկը՝ գլխի շուրջը զեդերով,,,
262,4,as,মূৰৰ চাৰিওফালে জিচৰ সৈতে শুই থকা চেইমোৰ শ্লোথ,,,
263,4,az_AZ,Seymur ərincək başının ətrafında z hərfləri ilə yatıb,,,
264,4,eu_ES,Seymour Sloth lo buruaren inguruan zetak dituela,,,
265,4,be_BY,Лянівец Сэймур спіць з літарамі Z вакол галавы,,,
266,4,bn_IN,মাথার চারপাশে শূন্য নিয়ে শুয়ে থাকা সেমুর স্লথ,,,
267,4,bn_BD,Seymour Sloth মাথার চারপাশে zzz নিয়ে ঘুমাচ্ছে,,,
268,4,bs,Seymour Sloth spava s natpisom zzz iznad glave,,,
269,4,bg,Сеймур Слот спи с букви „z“ около главата,,,
270,4,ca,El Seymour el peresós dormint amb zetes al voltant del cap,,,
271,4,zn_CN,西摩树懒睡觉，头上飘着字母 Z,,,
272,4,zn_HK,Seymour Sloth 睡覺而頭四周都是 Z 字母,,,
273,4,zn_TW,西摩樹懶正在睡覺，頭頂冒出 z 字,,,
274,4,hr,Seymour Sloth spava i iznad glave ima slova z,,,
275,4,cs,Seymour Sloth spí,,,
276,4,da,Seymour Sloth sover med z'er omkring hovedet,,,
277,4,nl,Seymour Sloth slaapt met zzz rond hoofd,,,
278,4,et_EE,"Laiskloom Seymour magab, Z-tähed ümber pea",,,
279,4,fa,سیمور تنبل خوابیده با نماد خواب بالای سرش,,,
280,4,tl,Seymour Sloth natutulog na may mga zee sa palibot ng ulo,,,
281,4,fi,"Seymour Sloth nukkuu, pään ympärillä Z-kirjaimia",,,
282,4,fr,Seymour Sloth en train de dormir avec des z au-dessus de la tête,,,
283,4,fr_CA,Seymour Sloth en train de dormir avec des z au-dessus de la tête,,,
284,4,gl_ES,Seymour Sloth durmindo con zetas arredor da cabeza,,,
285,4,ka_GE,სეიმურ სლოთს სძინავს და z-ები აქვს თავის გარშემო,,,
286,4,de,Fabi Faultier schläft mit drei Z über dem Kopf,,,
287,4,el,Ο Seymour Sloth κοιμάται με ZZZ γύρω από το κεφάλι του,,,
288,4,gu_IN,માથાની આસપાસ ઝીસ સાથે સૂતેલો સિમૌર સ્લૉથ,,,
289,4,iw,סימור העצלן ישן עם סימני zzz סביב ראשו,,,
290,4,hi,सिर के चारो ओर जीज की आकृति के साथ सोता हुआ सीमौर स्लॉथ,,,
291,4,hu,Lajhár Lali Z betűkkel a feje körül alszik,,,
292,4,is_IS,Seymour Sloth sefur með zetur í kringum höfuðið,,,
293,4,in,Seymour Sloth tidur dengan huruf Z di sekeliling kepala,,,
294,4,ga,"Séamas an Spadán ina chodladh, litreacha Z thart ar a chloigeann",,,
