start_time,end_time,drain_type,power,used_time
1626483985718,1626484884657,7,1.8998194444444323,898
1626484884657,1626485533780,7,1.7445380833333388,649
1626485533780,1626486471731,7,2.2826813888889035,937
1626486471731,1626487201324,7,1.3191760555555163,605
1626487201324,1626488484742,7,3.1770569444444448,1407
1626488484742,1626489384701,7,1.976893388888925,899
1626489384701,1626490177681,7,1.666930944444431,793
1626490177681,1626491184617,7,2.2054766388888822,1006
1626491184617,1626492084721,7,2.4559498611111223,900
1626492084721,1626492984607,7,1.900917111111113,899
1626492984607,1626493884607,7,1.9260053055555488,900
1626493884607,1626494784883,7,2.0239653888888824,900
1626494784883,1626495684624,7,2.089786694444456,899
1626495684624,1626496584611,7,1.9009830555555425,899
1626496584611,1626497484648,7,1.9788213611111303,900
1626497484648,1626498187655,7,1.4787663333333398,703
1626498187655,1626499284590,7,2.762570333333315,1096
1626499284590,1626500184536,7,1.9816709722222186,899
1626500184536,1626501084673,7,1.9081372499999816,900
1626501084673,1626501984567,7,1.9499097777778047,899
1626501984567,1626502884604,7,2.1366058055555754,900
1626502884604,1626503784596,7,2.013107555555507,899
1626503784596,1626504684553,7,1.9115915000000427,899
1626504684553,1626505584502,7,1.9140189166666346,899
1626505584502,1626506484503,7,1.9596226666666894,899
1626506484503,1626507384520,7,1.9171204722222228,900
1626507384520,1626508284560,7,1.9096819444444577,900
1626508284560,1626509184462,7,1.9798008333333428,899
1626509184462,1626510084392,7,1.9153582499999402,899
1626510084392,1626510984458,7,1.9066333333333318,900
1626510984458,1626511884195,7,1.9912327777777818,899
1626511884195,1626512490777,7,1.3602869444444536,606
1626512490777,1626513684492,7,3.026753805555586,1193
1626513684492,1626514584163,7,1.9164442777777708,899
1626514584163,1626515484158,7,1.955773944444445,899
1626515484158,1626516384175,7,1.910646583333289,900
1626516384175,1626517284405,7,1.8881563888888877,900
1626517284405,1626518185399,7,1.965724833333411,900
1626518185399,1626519085363,7,1.8896748611110752,899
1626519085363,1626519985324,7,1.9464439722221982,899
1626519985324,1626520885388,7,1.9476696388889536,900
1626520885388,1626521785323,7,1.9230761666666467,899
1626521785323,1626522685295,7,1.8903222222222098,900
1626522685295,1626523585318,7,1.9049154166667108,899
1626523585318,1626524485362,7,2.0095938333332697,900
1626524485362,1626525385315,7,1.9046133055555288,899
1626525385315,1626526285284,7,1.890269805555647,899
1626526285284,1626527185305,7,2.0109361944444117,900
1626527185305,1626528085375,7,1.9306012499999952,900
1626528085375,1626528985256,7,1.9082213055555712,899
1626528985256,1626529885328,7,1.9594097499999634,900
1626529885328,1626530785227,7,1.8905784444444862,899
1626530785227,1626531685276,7,1.903876749999995,899
1626531685276,1626532585284,7,1.9267362777777066,899
1626532585284,1626533485274,7,1.9634770000000117,900
1626533485274,1626534108013,7,1.344620888888926,622
1626534108013,1626535285275,7,3.009817888888847,1177
1626535285275,1626536185616,7,2.039602277777817,900
1626536185616,1626537085203,7,2.0070033888889043,899
1626537085203,1626537985395,7,1.9108614444444356,900
1626537985395,1626538886238,7,1.9553725277777403,900
1626538886238,1626539785164,7,1.901776166666707,898
1626539785164,1626540685197,7,1.944258833333322,900
1626540685197,1626541585219,7,1.9498809722222177,899
1626541585219,1626542485393,7,1.9533225833333177,900
1626542485393,1626543385188,7,2.0314053055556087,899
1626543385188,1626544284178,7,1.9732448888888143,899
1626544284178,1626544930319,7,1.4455885000000421,646
1626544930319,1626545920119,3,0.060591888888888945,10006
1626544930319,1626545920119,7,2.524353388888869,989
1626545920119,1626546521127,7,2.2900148888888907,601
1626546521127,1626547690015,7,1.7860742222222825,764
1626547690015,1626548543829,7,2.754001583333263,1244
1626548543829,1626549672345,7,2.502268388888922,1142
1626549672345,1626550330282,7,1.5527299166666353,658
1626550330282,1626551484946,7,2.1328949722222887,601
1626551484946,1626552385089,7,3.1125356388888576,1452
1626552385089,1626553286090,7,1.9380311944444202,900
1626553286090,1626554185260,7,2.1449229722222185,898
1626554185260,1626555085072,7,1.9669882500000426,900
1626555085072,1626555985006,7,1.8949355277777613,899
1626555985006,1626556885239,7,1.9652971666666303,900
1626556885239,1626557784991,7,1.8958970555555652,899
1626557784991,1626558685028,7,1.9343097777777984,900
1626558685028,1626559585990,7,1.9220532777777635,900
1626559585990,1626560256743,7,1.4872380277778348,670
1626560256743,1626561385085,7,3.2342707777777377,1128
1626561385085,1626562285172,7,1.9114515277777855,899
1626562285172,1626563184956,7,1.9553899722221786,899
1626563184956,1626564085037,7,1.9150839444444614,900
1626564085037,1626564985969,7,1.8982712499999934,900
1626564985969,1626565884974,7,1.9650258055555696,899
1626565884974,1626566786245,7,1.8990111666666962,900
1626566786245,1626567684915,7,1.9110454444444258,898
1626567684915,1626568585952,7,1.915548111111093,901
1626568585952,1626569485785,7,1.9949412500000108,899
1626569485785,1626570384913,7,1.9592263611110639,899
1626570384913,1626571285168,7,1.9357211111111496,900
1626571285168,1626572184884,7,1.9781135555555807,899
1626572184884,1626573085083,7,1.9109292777777682,900
1626573085083,1626573985862,7,1.9015322777777897,900
1626573985862,1626574679847,7,1.8030733888888903,693
1626574679847,1626575785291,7,2.4366343055555717,1105
1626575785291,1626576684254,7,2.0937203055555074,899
1626576684254,1626577584839,7,1.9876604166666425,900
1626577584839,1626578485866,7,1.973189611111195,901
1626578485866,1626579384781,7,1.8949609999999666,898
1626579384781,1626580285830,7,1.9137436944444062,901
1626580285830,1626581184806,7,1.951777694444445,898
1626581184806,1626582085810,7,1.9132223888888689,901
1626582085810,1626582985786,7,1.894501944444471,899
1626582985786,1626583885786,7,1.996462805555609,900
1626583885786,1626584784767,7,1.9753130833332762,898
1626584784767,1626585685751,7,1.9126290555556125,900
1626585685751,1626586584869,7,1.896645499999977,898
1626586584869,1626587485915,7,2.0130686666666975,901
1626587485915,1626588385682,7,1.9145741666666254,899
1626588385682,1626589285695,7,1.9181291944444183,900
1626589285695,1626590185813,7,1.9704743333333,899
1626590185813,1626591084730,7,1.9029159722222744,899
1626591084730,1626591985679,7,1.9195607222222293,900
1626591985679,1626592885023,7,1.9923722222222295,899
1626592885023,1626593785736,7,1.930026666666663,901
1626593785736,1626594684677,7,1.899176222222195,898
1626594684677,1626595584667,7,1.9263316944444568,899
1626595584667,1626595775886,7,0.49263744444442636,191
1626595775886,1626596485742,7,1.959214333333307,709
1626596485742,1626597384624,7,1.980897250000055,898
1626597384624,1626598285652,7,1.965843027777737,901
1626598285652,1626599184700,7,2.0121188055555876,899
1626599184700,1626600085801,7,1.9130877777777755,900
1626600085801,1626600985630,7,1.9889892499999746,899
1626600985630,1626601884810,7,2.0361517777778317,898
1626601884810,1626602785837,7,1.9360595277777293,900
1626602785837,1626603684599,7,1.9056598055555583,899
1626603684599,1626604585495,7,1.9284807777778497,900
1626604585495,1626605485841,7,1.9768644722221893,900
1626605485841,1626606385545,7,1.9287115833333246,899
1626606385545,1626607285807,7,1.9469526944444624,900
1626607285807,1626608185534,7,2.0570322499999634,899
1626608185534,1626609085563,7,1.9409668333333343,900
1626609085563,1626609985548,7,1.942117666666718,899
1626609985548,1626610885552,7,1.9734595833332946,900
1626610885552,1626611784522,7,2.014105749999999,898
1626611784522,1626612684497,7,1.940468944444433,900
1626612684497,1626613585493,7,1.9206715555556002,900
1626613585493,1626614485527,7,2.0420079166665914,900
1626614485527,1626615385395,7,1.9257415277778591,899
1626615385395,1626616284741,7,1.8999813888888184,899
1626616284741,1626617185479,7,2.3872160833333282,900
1626617185479,1626618085686,7,2.115713444444509,900
1626618085686,1626618985371,7,1.914117111111068,899
1626618985371,1626619885435,7,1.97436627777779,900
1626619885435,1626620785525,7,1.9112628333333532,900
1626620785525,1626621685450,7,1.9126302500000065,899
1626621685450,1626622584367,7,1.9056046666665907,899
1626622584367,1626623485387,7,1.9781443611111627,900
1626623485387,1626624385375,7,1.9199448611110483,899
1626624385375,1626625285397,7,1.9454251666667233,900
1626625285397,1626626185721,7,1.9760577499999954,899
1626626185721,1626627085401,7,1.9056201111111477,900
1626627085401,1626627985369,7,1.915082555555614,899
1626627985369,1626628885333,7,1.9599063611110523,900
1626628885333,1626629785359,7,1.913223472222171,899
1626629785359,1626630685352,7,2.0721678611110974,900
1626630685352,1626631585316,7,1.9025473055555722,899
1626631585316,1626632485305,7,2.0258965555556188,899
1626632485305,1626633385309,7,1.9409601111110533,900
1626633385309,1626634285572,7,1.914376388888968,900
1626634285572,1626635185251,7,1.9746531666665987,899
1626635185251,1626636085338,7,1.9673213611110896,900
1626636085338,1626636985302,7,1.9003608055555787,899
1626636985302,1626637631330,7,1.581893611111127,645
1626637631330,1626638740153,7,2.594419805555617,1108
1626638740153,1626639685312,7,2.043804833333297,945
1626639685312,1626640585235,7,1.9139631944443636,899
1626640585235,1626641485263,7,2.040338555555536,900
1626641485263,1626642385172,7,1.9328388888889094,899
1626642385172,1626643285270,7,1.9140097500001048,900
1626643285270,1626644185548,7,2.017528611111061,900
1626644185548,1626645085460,7,1.976415333333307,899
1626645085460,1626645985222,7,1.931361805555639,899
1626645985222,1626646885235,7,1.9652265833332194,900
1626646885235,1626647785183,7,1.9152410555556116,899
1626647785183,1626648685251,7,1.9360964166666008,900
1626648685251,1626649585179,7,1.9953162500000872,899
1626649585179,1626650485167,7,1.9692814722221783,899
1626650485167,1626651385150,7,1.9199275277778725,899
1626651385150,1626652285162,7,1.900386388888819,900
1626652285162,1626653185156,7,1.9791154999999208,899
1626653185156,1626654085164,7,1.9019985000001043,900
1626654085164,1626654986115,7,1.9920037222220799,900
1626654986115,1626655885127,7,1.9909759722222589,899
1626655885127,1626656785043,7,1.9323081388889705,899
1626656785043,1626657685369,7,1.9424926111111063,900
1626657685369,1626658585073,7,1.924158111111069,899
1626658585073,1626659485154,3,0.07101349999999984,11727
1626658585073,1626659485154,7,2.416113861111171,900
1626659485154,1626660385068,7,1.9535891666666885,899
1626660385068,1626661285087,7,1.9175575833332914,900
1626661285087,1626662185305,7,1.9728876111111049,899
1626662185305,1626663085051,7,1.9403011111110118,899
1626663085051,1626663985302,7,1.9509514444446268,899
1626663985302,1626664885082,7,1.98395022222212,900
1626664885082,1626665784966,7,1.9541816388888265,899
1626665784966,1626666685311,7,1.9314300000000912,900
1626666685311,1626667585258,7,1.9176093888888772,899
1626667585258,1626668486288,7,1.9968201111112194,901
1626668486288,1626669384970,7,1.9060724444443622,898
1626669384970,1626670285011,7,2.0107105277777464,900
1626670285011,1626671185222,7,1.9724393888889153,899
1626671185222,1626672085977,7,1.9224952777777844,901
1626672085977,1626672985992,7,1.9412422499999593,900
1626672985992,1626673885041,7,1.9889686111112042,899
1626673885041,1626674784883,7,2.0095729999998184,899
1626674784883,1626675685004,7,1.9123173888890506,900
1626675685004,1626676584918,7,1.933489305555554,899
1626676584918,1626677484944,7,1.9684468333333598,900
1626677484944,1626678384849,7,1.9361738333332141,899
1626678384849,1626679284890,7,1.9077126666667255,900
1626679284890,1626679914037,7,1.43987924999999,629
1626679914037,1626681085915,7,2.924909444444438,1171
1626681085915,1626681984845,7,1.9285565277778005,898
1626681984845,1626682885836,7,1.9768739999999525,900
1626682885836,1626683785870,7,1.9361014722222762,900
1626683785870,1626684684778,7,1.9031988888889373,898
1626684684778,1626685585848,7,2.1426581388888053,901
1626685585848,1626686485045,7,1.965162444444445,898
1626686485045,1626687384717,7,1.9282142222222092,899
1626687384717,1626688285085,7,1.9366534999999203,900
1626688285085,1626689185752,7,2.026642944444575,900
1626689185752,1626690084802,7,1.9207109722221958,899
1626690084802,1626690984765,7,1.9161919444444493,899
1626690984765,1626691884803,7,2.007853638888946,899
1626691884803,1626692784696,7,1.907992249999893,899
1626692784696,1626693686036,7,1.959930694444438,901
1626693686036,1626694584229,7,1.980411750000144,898
1626694584229,1626695485028,7,1.903020805555343,900
1626695485028,1626696384821,7,1.9616823611111158,900
1626696384821,1626697284703,7,1.906054277777912,900
1626697284703,1626698185734,7,2.0081997499999034,900
1626698185734,1626699084775,7,1.9163595833333602,899
1626699084775,1626699985693,7,1.9408790277777825,900
1626699985693,1626700671208,7,1.564606555555656,685
1626700671208,1626701785712,7,2.772894916666587,1114
1626701785712,1626702685651,7,1.928427250000027,900
1626702685651,1626703585941,7,1.961987388888815,899
1626703585941,1626704485645,7,1.9667201944445196,899
1626704485645,1626705384660,7,1.947993972222207,898
1626705384660,1626706285615,7,1.9232871944444696,901
1626706285615,1626707185693,7,1.9982638888888005,899
1626707185693,1626708084597,7,1.918683944444524,899
1626708084597,1626708984908,7,1.9018179999999347,900
1626708984908,1626709884807,7,2.0295557222221987,899
1626709884807,1626710701692,3,0.0960592777777779,15863
1626709884807,1626710701692,7,2.0414517777778656,816
1626710701692,1626711307580,7,1.4350893333332806,606
1626711307580,1626712213599,7,2.0971362499999486,905
1626712213599,1626713161660,7,2.1408810277779367,948
1626713161660,1626714385321,7,1.7466738333332614,777
1626714385321,1626715284613,7,2.9147607500000277,1345
1626715284613,1626716185620,3,0.07004461111111104,11567
1626715284613,1626716185620,7,1.9988691666666227,901
1626716185620,1626717084575,7,1.9010980555556216,898
1626717084575,1626717985504,7,2.0915656111110366,900
1626717985504,1626718884584,7,1.961056416666679,899
1626718884584,1626719785476,7,1.920761083333332,900
1626719785476,1626720684605,7,1.9323201944445145,899
1626720684605,1626721585494,7,2.0154271388888674,900
1626721585494,1626722484541,7,1.901033777777684,899
1626722484541,1626723385470,7,1.9192003333334924,900
1626723385470,1626724285507,7,2.294256972222115,899
1626724285507,1626725184432,7,2.0251403888889854,898
1626725184432,1626726085465,7,1.9221467222221236,901
1626726085465,1626726984465,7,1.9003397777777309,898
1626726984465,1626727885791,7,1.990373027777764,901
1626727885791,1626728784168,7,1.923107388888866,898
1626728784168,1626729684479,7,1.9582682500001738,900
1626729684479,1626730585397,7,1.9823344722221918,900
1626730585397,1626731195498,3,0.07057749999999996,11655
1626730585397,1626731195498,7,1.6665023611110428,610
1626731195498,1626731830404,7,3.610261472222305,634
1626731830404,1626732535080,7,1.6097605555555674,644
1626732535080,1626733145614,1,7.5945994444444445,290857
1626732535080,1626733145614,7,2.9995254166666427,670
1626733145614,1626733894447,7,4.048567416666629,748
1626733894447,1626734749922,7,2.42407886111107,834
1626734749922,1626735385448,7,2.23225161111111,656
1626735385448,1626736285416,7,1.9575349166667593,899
1626736285416,1626737185421,7,2.041185583333231,899
1626737185421,1626738085409,7,1.9301297222223184,900
1626738085409,1626738985369,7,2.122809416666655,899
1626738985369,1626739885409,7,1.981326333333186,899
1626739885409,1626740785281,7,1.9023776111112056,899
1626740785281,1626741684183,3,0.06531522222222219,10786
1626740785281,1626741684183,7,1.9714709444444907,898
1626741684183,1626742451251,3,0.07415027777777783,12245
1626741684183,1626742451251,7,2.7064608055555937,767
1626746205260,1626747287206,7,2.823694055555555,1081
1626747287206,1626748041217,7,1.7057952222222226,754
1626748041217,1626748818246,7,1.9905061666666661,777
1626748818246,1626749581304,7,4.68412975,763
1626749581304,1626750384181,7,3.246716749999999,802
1626750384181,1626750991185,7,1.3814545000000003,607
1626750991185,1626751740739,7,2.2295292500000006,650
1626751740739,1626752533266,7,2.0693786666666654,842
1626752533266,1626753385264,7,2.0578592222222234,900
1626753385264,1626753601135,7,0.4851621944444453,215
1626753601135,1626754285093,7,1.4939431111111077,683
1626754285093,1626755300277,7,2.182556416666671,957
1626755300277,1626755978243,7,1.5687779444444416,736
1626755978243,1626756685063,7,1.5010086388888908,706
1626756685063,1626757492834,7,1.7936801944444412,807
1626757492834,1626758485170,7,2.8749775833333366,992
1626758485170,1626759385147,7,1.9145568888888889,899
1626759385147,1626760285288,7,1.9062114166666717,900
1626760285288,1626761185107,7,2.1520618888888805,899
1626761185107,1626762086113,7,2.053535055555564,900
1626762086113,1626762985059,7,1.9134048888888842,898
1626762985059,1626763886124,7,2.046112027777774,901
1626763886124,1626764538119,7,1.537066027777783,651
1626764538119,1626765686108,7,2.8281993055555574,1147
1626765686108,1626766585085,7,1.9692184722222237,899
1626766585085,1626767485071,7,1.9070734166666554,900
1626767485071,1626768385999,7,1.9165966666666705,900
1626768385999,1626769285088,7,1.900119972222221,899
1626769285088,1626770184967,7,1.9789932500000091,899
1626770184967,1626771084966,7,1.907799583333329,900
1626771084966,1626771985378,7,1.9570779166666696,900
1626771985378,1626772884995,7,1.9663984722222168,899
1626772884995,1626773784942,7,1.9149810555555575,899
1626773784942,1626774685967,7,1.918154611111106,901
1626774685967,1626775585070,7,1.9622605555555594,899
1626775585070,1626776485937,7,1.9174599999999913,900
1626776485937,1626777384901,7,1.8987485555555708,898
1626777384901,1626778208779,7,1.766972222222222,823
1626778208779,1626779185000,7,2.8667113055555404,976
1626779185000,1626780084953,7,2.029696527777787,899
1626780084953,1626780985926,7,1.9216003888888906,900
1626780985926,1626781884953,7,1.9793401388888867,898
1626781884953,1626782785898,7,1.915549277777771,900
1626782785898,1626783684861,7,1.8982641111111178,899
1626783684861,1626784585964,7,2.0138664166666587,901
1626784585964,1626785484833,7,1.8988712777777863,898
1626785484833,1626786385877,7,1.9210650555555588,900
1626786385877,1626787285571,7,1.9084880833333386,899
1626787285571,1626788185918,7,2.011399611111102,900
1626788185918,1626789084874,7,1.8993126111111138,898
1626789084874,1626789984822,7,1.919499083333335,899
1626789984822,1626790885878,7,1.9743169166666519,900
1626790885878,1626791784843,7,1.9037951111111227,898
1626791784843,1626792685820,7,1.9234701111111008,900
1626792685820,1626793585905,7,1.981090027777796,899
1626793585905,1626794484813,7,1.982165111111101,898
1626794484813,1626795338192,7,1.9483850555555478,853
1626795338192,1626796286090,7,2.606191972222234,947
1626796286090,1626797051787,7,1.7326841111111122,765
1626797051787,1626797723811,7,1.5855452777777828,671
1626797723811,1626798641770,7,1.9845573611111007,918
1626798641770,1626799563822,7,2.177683305555547,922
1626799563822,1626800527794,7,2.3667242777777915,963
1626800527794,1626801591735,7,2.316142499999998,1063
1626801591735,1626802210007,7,1.732362555555568,618
1626802210007,1626803248397,7,3.3240434444444134,977
1626803248397,1626803860015,7,1.6695375833333514,672
1626803860015,1626804461705,7,1.2999988333333476,601
1626804461705,1626805284752,7,1.8198518611110899,823
1626805284752,1626806185717,7,2.0537290833333373,900
1626806185717,1626807085701,3,0.13207772222222217,21811
1626806185717,1626807085701,7,2.6320465000000013,900
1626807085701,1626807689014,3,0.3103169444444445,51245
1626807085701,1626807689014,7,2.1702245833333507,603
1626807689014,1626808341422,7,2.6360233055555398,614
1626808341422,1626809095767,7,1.870009555555555,792
1626809095767,1626809785503,7,1.4337959166666678,634
1626809785503,1626810686283,7,2.3106543055555733,956
1626810686283,1626811388389,7,2.1338216388888895,641
1626811388389,1626812025048,3,0.06427366666666656,10614
1626811388389,1626812025048,7,1.7081705833333274,697
1626812025048,1626812636612,7,2.057790166666649,611
1626812636612,1626813262497,7,2.8956786111110944,625
1626813262497,1626813985652,3,0.06059794444444444,10007
1626813262497,1626813985652,7,1.9550349166666763,723
1626813985652,1626815185485,7,2.0772138333333316,899
1626815185485,1626816085677,7,2.615413888888895,1200
1626816085677,1626816985647,7,2.0094722499999875,900
1626816985647,1626817586085,7,1.4257246666666958,600
1626817586085,1626818784635,7,2.5369230000000016,1198
1626818784635,1626819684583,7,1.9217173611110923,899
1626819684583,1626820548178,7,1.9224324166666804,863
1626820548178,1626821485620,7,2.899780166666659,937
1626821485620,1626822385584,7,1.9524769722222288,899
1626822385584,1626823285570,7,1.9769630277777708,900
1626823285570,1626824185617,7,1.9669134722222168,900
1626824185617,1626825085564,7,1.9812623333333477,899
1626825085564,1626825985625,7,1.9307723055555357,899
1626825985625,1626826884582,7,1.955187583333327,899
1626826884582,1626827785527,7,2.7240916666666806,900
1626827785527,1626828685586,7,2.001609861111092,900
1626828685586,1626829585500,7,1.9631695000000207,899
1626829585500,1626830484511,7,1.912795611111136,899
1626830484511,1626831384486,7,2.0521509166666476,899
1626831384486,1626832285558,7,1.9649796111111186,901
1626832285558,1626833185497,7,1.9264741944444381,899
1626833185497,1626833785904,7,1.813349638888866,600
1626833785904,1626834496581,7,1.966052194444444,693
1626834496581,1626835304276,7,1.830351972222246,804
1626835304276,1626836126454,7,1.9696791944444385,841
1626836126454,1626836785485,7,1.433812277777804,659
1626836785485,1626837685487,7,1.9980583611110774,899
1626837685487,1626838585433,7,2.8083112500000027,900
1626838585433,1626839485387,7,1.9896077777777634,899
1626839485387,1626840385456,7,1.9170170000000155,900
1626840385456,1626841285448,7,1.973277055555542,899
1626841285448,1626842185408,7,1.9362655277777776,900
1626842185408,1626842194354,0,0.0,0
1626842194354,1626843085267,7,2.0287527777777825,890
1626843085267,1626843985313,7,1.9136315833333128,900
1626843985313,1626844884380,7,1.9959551111111011,899
1626844884380,1626845785295,7,1.922574888888903,900
1626845785295,1626846685756,7,1.9129578055555498,900
1626846685756,1626847585275,7,2.3076276111111156,899
1626847585275,1626848485218,7,2.0321155833333364,899
1626848485218,1626849385322,7,2.71485319444443,900
1626849385322,1626850285315,7,1.9602267222222451,899
1626850285315,1626851185247,7,1.9144010277777568,899
1626851185247,1626852085309,7,1.9021335555555652,900
1626852085309,1626852985365,7,1.9586200833333294,900
1626852985365,1626853885266,7,2.051641000000018,899
1626853885266,1626854785267,7,1.9155827222222115,899
1626854785267,1626855685234,7,1.9149707777777962,899
1626855685234,1626856585226,7,1.9586618055555505,899
1626856585226,1626857485483,7,1.9220257222222017,900
1626857485483,1626858385261,7,1.9217594722222202,900
1626858385261,1626859285252,7,1.9719670000000065,899
1626859285252,1626860185128,7,1.9223546944444365,899
1626860185128,1626861085177,7,1.9724725555555551,900
1626861085177,1626861985176,7,1.9309718333333308,900
1626861985176,1626862660661,7,1.5294954166666344,675
1626862660661,1626863785215,7,2.5608152222222884,1124
1626863785215,1626864685195,7,1.9166203055555684,900
1626864685195,1626865585158,7,1.954725611111087,899
1626865585158,1626866485116,7,1.9185284999999794,900
1626866485116,1626867386195,7,2.006460416666698,901
1626867386195,1626868285142,7,1.9864462222221846,898
1626868285142,1626869185116,7,1.9512226111111204,899
1626869185116,1626870085106,7,1.9000621111110831,899
1626870085106,1626870985162,7,2.0076841666667065,899
1626870985162,1626871885104,7,1.9646818333333158,900
1626871885104,1626872785097,7,1.9154085277777995,899
1626872785097,1626873685102,7,1.9356081111111507,900
1626873685102,1626874585082,7,1.9817482222221656,899
