_id,storyId,featureType,timestamp,videoTrackUrl,remoteSequenceMax,numPrefetchedBytes
1446,16::5594144225099792#2112324671537152::1626274803000,1,1626288015334,https://cf-st.sc-cdn.net/d/NKkkypwdiklMPpDDS0S8l.1413.SB54QKA.mpd?mo=Gv0EGiISFUE4MjJkdmFJUVJhdnZWdGFVRkw0RRoAGgAyAQRQBWABWhVMb25nZm9ybVZpZGVvVmFyaWFudHOiAT0IswkiOAo2Eid6N2UwNjMyV01XYVlCdGN3NHV4TkcuMTIwMy5TQjU0UUtBLm0zdTg6AX1CBgiPs6iHBkgCogFaCIULEhwKGkoYChMgCxYOEBoODBMLDRsLCQsIERYMEPQDIjcKNRImTktra3lwd2Rpa2xNUHBERFMwUzhsLjE0MTMuU0I1NFFLQS5tcGQ6AX1CBgiPs6iHBkgCogFaCIYLEhwKGkoYChMgCxYOEBoODBMLDRsLCQsIERYMEPQDIjcKNRImWVdZR0V6ZDJtMmRrZ2NhSFNrRWlSLjE0MTQuU0I1NFFLQS5tcGQ6AX1CBgiPs6iHBkgCogFaCIcLEhwKGkoYChM5FiUZHRYbHBsYGxcYExMRIRMWEPQDIjcKNRImeE9GaEN4Vkp6SjEyNmNnTlBKbjJ3LjE0MTUuU0I1NFFLQS5tcGQ6AX1CBgj4sqiHBkgCogFaCIgLEhwKGkoYChMgDBUOEBsOCxMLDhsLCQsIERcLEPQDIjcKNRImZWdBc2VYcXRVTzFHV015bWprMXpuLjE0MTYuU0I1NFFLQS5tcGQ6AX1CBgj8sqiHBkgCogE9CNAJIjgKNhInVjhYTjNDWE1KWlF1THpkbGhUWHZ4LjEyMzIuU0I1NFFLQS5tM3U4OgF9QgYI_LKohwZIAqIBPQjRCSI4CjYSJ0NDZFh4alZwaENkdVlRNnFzUktzRy4xMjMzLlNCNTRRS0EubTN1ODoBfUIGCPiyqIcGSAKiAQsIASIHCgUyAX1IAQ%3D%3D&uc=5,36.0,0
1447,16::4918328776458256#3206333568020480::1623661221000,1,1626288015334,https://cf-st.sc-cdn.net/d/Q8MdmNXjpHW1rNwLlE7se.1413.7D4PMSQ.mpd?mo=GqADGiISFTZiOGpEZjJORFdkUnY5MTZsTlBhbhoAGgAyAQRQBWABWhVMb25nZm9ybVZpZGVvVmFyaWFudHOiAT0IswkiOAo2EidseVpCclpWR1ZOVER5ekN5MTllQk0uMTIwMy43RDRQTVNRLm0zdTg6AX1CBgjolI6GBkgCogFaCIULEhwKGkoYChMOBAwEBBACAgYFBQ4MBAICBhADEPQDIjcKNRImUThNZG1OWGpwSFcxck53TGxFN3NlLjE0MTMuN0Q0UE1TUS5tcGQ6AX1CBgjolI6GBkgCogFaCIYLEhwKGkoYChMOBAwEBBACAgYFBQ4MBAICBhADEPQDIjcKNRImVEptNDdwTlE5SFQzSHpZY1ZIeVM0LjE0MTQuN0Q0UE1TUS5tcGQ6AX1CBgjolI6GBkgCogFaCIcLEhwKGkoYChMaCBIGBgUFAwkJCAYWBwYDHAYHEPQDIjcKNRImdXQ2a0c3Y1haMGVyczNhV2NKTGRDLjE0MTUuN0Q0UE1TUS5tcGQ6AX1CBgjKlI6GBkgCogELCAEiBwoFMgF9SAE%3D&uc=5,37.0,0
1448,16::6164636594077712#397086388410368::1625886196000,1,1626288015334,https://cf-st.sc-cdn.net/d/xmj2stmDwxRMuRLhhOMSg.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCMqcpIcGSAISACAVogE2CIULEhwKGkoYChMQCQUFBgwEBQcCAw0HDAQCBQ0CEPQDIhMKDToBfUIGCMqcpIcGSAISACAWogE2CIYLEhwKGkoYChMQCQUFBgwEBQcCAw0HDAQCBQ0CEPQDIhMKDToBfUIGCMqcpIcGSAISACAWogE2CIcLEhwKGkoYChMbDgcJCgcGCgoFBQoMFQgIFgYIEPQDIhMKDToBfUIGCLGcpIcGSAISACAWogE2CIgLEhwKGkoYChMQCQUFBgwEBgYCAw0HDAQCBQ0DEPQDIhMKDToBfUIGCMKcpIcGSAISACAWogEYCMIJIhMKDToBfUIGCMKcpIcGSAISACAVogEYCMMJIhMKDToBfUIGCLGcpIcGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5,16.0,0
1449,16::5204207426338816#2801718809628672::1626170401000,1,1626288015334,https://cf-st.sc-cdn.net/d/hIbFgQQYm71QJYJTP7nXO.1413.BDOOSCI.mpd?mo=Gv0EGiISFVBjWXNjZU1BSzFud0JiTkx1c2dSYxoAGgAyAQRQBWABWhVMb25nZm9ybVZpZGVvVmFyaWFudHOiAT0IswkiOAo2Eid1azBtdWVVbUF1Tlc2aWlKQTRxWVcuMTIwMy5CRE9PU0NJLm0zdTg6AX1CBgil37KHBkgCogFaCIULEhwKGkoYChMTDAwLCxYDCgoHBhIGCgUHAxEKEPQDIjcKNRImaEliRmdRUVltNzFRSllKVFA3blhPLjE0MTMuQkRPT1NDSS5tcGQ6AX1CBgil37KHBkgCogFaCIYLEhwKGkoYChMTDAwLCxYDCgoHBhIGCgUHAxEKEPQDIjcKNRImYVIxYW9aWWJWUzhmN2pyZ0VwbHVLLjE0MTQuQkRPT1NDSS5tcGQ6AX1CBgil37KHBkgCogFaCIcLEhwKGkoYChMZDxEPFCAHERQREAkQEAgOCgsQEPQDIjcKNRImb0dkYXFEbzFNYTZyY2M5VGtHOUJvLjE0MTUuQkRPT1NDSS5tcGQ6AX1CBgiD37KHBkgCogFaCIgLEhwKGkoYChMTDAwLCxcCCgoHBhIGCgUHAxEKEPQDIjcKNRImNFBlZ1Z1VnZlMXY5UXY0Zmp0dm9uLjE0MTYuQkRPT1NDSS5tcGQ6AX1CBgj03rKHBkgCogE9CNAJIjgKNhInclZQbU0yNjhaVDNWTVdiV1JmSUtELjEyMzIuQkRPT1NDSS5tM3U4OgF9QgYI9N6yhwZIAqIBPQjRCSI4CjYSJ05SRkc1eHVhNVJFS3VwcTkwZW9Bei4xMjMzLkJET09TQ0kubTN1ODoBfUIGCIPfsocGSAKiAQsIASIHCgUyAX1IAQ%3D%3D&uc=5,56.0,0
1450,16::5069419474321408#2801718978697216::1626282000000,1,1626288015334,,29.0,0
1451,16::6660573905027088#2112324885723136::1626061171000,1,1626288015334,https://cf-st.sc-cdn.net/d/I9ZVcIEf08mNVzcDlxfaE.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCNPsrocGSAISACAVogE2CIULEhwKGkoYChMTFAoBAQ0BAQAREhoOBw0NERkJEPQDIhMKDToBfUIGCNLsrocGSAISACAWogE2CIYLEhwKGkoYChMTFAoBAQ0BAQAREhoOBw0NERkJEPQDIhMKDToBfUIGCNLsrocGSAISACAWogE2CIcLEhwKGkoYChMmIhQEBAQDAgQWIx8UGAoSMhUTEPQDIhMKDToBfUIGCLvsrocGSAISACAWogE2CIgLEhwKGkoYChMTFAoBAgwBAQAREhoOBw0NERkJEPQDIhMKDToBfUIGCLnsrocGSAISACAWogEYCMIJIhMKDToBfUIGCLnsrocGSAISACAVogEYCMMJIhMKDToBfUIGCLvsrocGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5,22.0,0
1452,16::5067512307515392#2801718988777472::1626256800000,1,1626288015334,,27.0,0
1453,16::5695077541216256#2245365391589376::1626258658000,1,1626288015334,https://cf-st.sc-cdn.net/d/942cj47g98AwpLb2yuMCt.1413.AEOSALQ.mpd?mo=GrsDGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEkCLMJIh8KDToBfUIGCMXst4cGSAIaDDEyMDMuQUVPU0FMUSAVogFCCIULEhwKGkoYChMeDwoKBxIQExATDhESDhENChsSEPQDIh8KDToBfUIGCMXst4cGSAIaDDE0MTMuQUVPU0FMUSAWogFCCIYLEhwKGkoYChMeDwoKBxIQExATDhESDhENChsSEPQDIh8KDToBfUIGCMbst4cGSAIaDDE0MTQuQUVPU0FMUSAWogFCCIcLEhwKGkoYChM6HwwNChMkJSQjHRImGxwTFR4pEPQDIh8KDToBfUIGCN7rt4cGSAIaDDE0MTUuQUVPU0FMUSAWogFCCIgLEhwKGkoYChMeDwoKBxIQExATDxATDRENChsSEPQDIh8KDToBfUIGCJ_rt4cGSAIaDDE0MTYuQUVPU0FMUSAWogEkCNAJIh8KDToBfUIGCKDrt4cGSAIaDDEyMzIuQUVPU0FMUSAVogEkCNEJIh8KDToBfUIGCN7rt4cGSAIaDDEyMzMuQUVPU0FMUSAVogELCAEiBwoFMgF9SAE%3D&uc=5,52.0,0
1454,16::6097805749518352#1899019636463616::1626282030000,1,1626288015334,https://cf-st.sc-cdn.net/d/U2aFBUV94KeHhU1HTCCp0.1413.HFU62KY.mpd?mo=GrsDGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEkCLMJIh8KDToBfUIGCNuPsIcGSAIaDDEyMDMuSEZVNjJLWSAVogFCCIULEhwKGkoYChMhBgYHBSQFBgQEAi8ICAsLChAEEPQDIh8KDToBfUIGCNuPsIcGSAIaDDE0MTMuSEZVNjJLWSAWogFCCIYLEhwKGkoYChMhBgYHBSQFBgQEAi8ICAsLChAEEPQDIh8KDToBfUIGCNuPsIcGSAIaDDE0MTQuSEZVNjJLWSAWogFCCIcLEhwKGkoYChNrGhggExoSFxMOCnM4Jzw9KBcFEPQDIh8KDToBfUIGCImPsIcGSAIaDDE0MTUuSEZVNjJLWSAWogFCCIgLEhwKGkoYChMhBwUHBSQFBgQEAi8ICAsLChAEEPQDIh8KDToBfUIGCO2OsIcGSAIaDDE0MTYuSEZVNjJLWSAWogEkCNAJIh8KDToBfUIGCO2OsIcGSAIaDDEyMzIuSEZVNjJLWSAVogEkCNEJIh8KDToBfUIGCImPsIcGSAIaDDEyMzMuSEZVNjJLWSAVogELCAEiBwoFMgF9SAE%3D&uc=5,51.0,0
1455,16::4742546136498192#2112325020450816::1626127644000,1,1626288015334,https://cf-st.sc-cdn.net/d/f6eJeE47aj013OspR2yG5.1413.U3ACADQ.mpd?mo=GrsDGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEkCLMJIh8KDToBfUIGCKD5socGSAIaDDEyMDMuVTNBQ0FEUSAVogFCCIULEhwKGkoYChMaCwUMBxUEAwUDCxwJCg8GDBUPEPQDIh8KDToBfUIGCJ_5socGSAIaDDE0MTMuVTNBQ0FEUSAWogFCCIYLEhwKGkoYChMaCwUMBxUEAwUDCxwJCg8GDBUPEPQDIh8KDToBfUIGCJ_5socGSAIaDDE0MTQuVTNBQ0FEUSAWogFCCIcLEhwKGkoYChMuEgcQCQ8ICQoJIBMTFxcUOQ0lEPQDIh8KDToBfUIGCIH5socGSAIaDDE0MTUuVTNBQ0FEUSAWogFCCIgLEhwKGkoYChMaCwUMBxYDAwUDCxwJCg8GDRQPEPQDIh8KDToBfUIGCIP5socGSAIaDDE0MTYuVTNBQ0FEUSAWogEkCNAJIh8KDToBfUIGCIP5socGSAIaDDEyMzIuVTNBQ0FEUSAVogEkCNEJIh8KDToBfUIGCIH5socGSAIaDDEyMzMuVTNBQ0FEUSAVogELCAEiBwoFMgF9SAE%3D&uc=5,58.0,0
1456,16::5863546155171856#2112324499914752::1625958014000,1,1626288015334,https://cf-st.sc-cdn.net/d/rlDAyE6EKoP3EoTjpwzQz.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCPSko4cGSAISACAVogE2CIULEhwKGkoYChMUDgULFh0dFxgYCiQREQ0MERIFEPQDIhMKDToBfUIGCPSko4cGSAISACAWogE2CIYLEhwKGkoYChMUDgULFh0dFxgYCiQREQ0MERIFEPQDIhMKDToBfUIGCPSko4cGSAISACAWogE2CIcLEhwKGkoYChMqHhIZJiUxJSVKHDokICAUHREKEPQDIhMKDToBfUIGCOOko4cGSAISACAWogE2CIgLEhwKGkoYChMUDgULFh0dFxkXCiQQEQ0MEBMFEPQDIhMKDToBfUIGCOqko4cGSAISACAWogEYCMIJIhMKDToBfUIGCOqko4cGSAISACAVogEYCMMJIhMKDToBfUIGCOOko4cGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5,46.0,0
1457,35::874b9924832f83cc0857589fb46f90f7::1623088074446,1,1626288016885,,,0
1458,35::c7abd5929ba69f21bb56efe2a9616ff1::1625411963222,1,1626288016887,,,0
1459,35::997c153137938c1d58c1c46fc5bc4975::1624192264492,1,1626288016888,,,0
1460,35::2d5054cdd6508d24fd276a514a27c6bc::1624372947614,1,1626288016889,,,0
1461,35::abdc81ae94f41a5c64c6c30875ed52ae::1626228076157,1,1626288016890,,,0
1462,35::0651ac0f04426116a6f40fd4520472e2::1623983823347,1,1626288016891,,,0
1463,35::e6011c00bab4f99b8486c2833194df41::1623456380118,1,1626288016892,,,0
1464,35::1e8dff664ca5ef0309bdbb42e45cb7ec::1626280958204,1,1626288016893,,,0
1465,35::0da4ceb46c68f603fa62da05e7e87676::1624112403960,1,1626288016894,,,0
1466,35::d52606abad024d7f1e4cb7d121d85ac5::1625790544646,1,1626288016895,,,0
1467,35::bc335e1dccaf5dc15c18b92159491d74::1623404801493,1,1626288016896,,,0
1468,35::e00f365d9acbd923b5dbb4aa0ca3bf19::1619821306468,1,1626288016899,,,0
1469,35::7c08095e534ef5fa9d3d6c701e35eacf::1625611503285,1,1626288016900,,,0
1470,35::8900be906c83d9bb47d9afe689275ca5::1624198232176,1,1626288016902,,,0
1471,35::d903b1b5a6d16059900fd673583afc24::1626043140219,1,1626288016903,,,0
1472,35::97f552ce33294e7c7f2cc7ed5d2a0e18::1623680922171,1,1626288016905,,,0
1473,35::e1e6774302fd82ffb4afc9e29138b5f0::1623091768402,1,1626288016907,,,0
1474,35::4b33fcdfa7b94207b45cb65b103e4f20::1626286365357,1,1626288016908,,,0
1475,35::144fcbd737babdde291218c0ad579f29::1625871293835,1,1626288016910,,,0
1476,35::5bef1a18b78b8758865b36a4ac2f94aa::1624664167629,1,1626288016911,,,0
1477,35::bc5dd1ec7a261b83fea6bcde90463a64::1624412916218,1,1626288016913,,,0
1478,35::32b52e0e36aca8bb39f8dad0335976b5::1623668755010,1,1626288016914,,,0
1479,35::93f74049a27b4cae61d017d000edca87::1626006272753,1,1626288016916,,,0
1480,35::1da5fef73ac9b7bdb17bd6d82c70fa0c::1622811574818,1,1626288016918,,,0
1481,35::9c2a4ef94a6cac3be120023625cf0add::1623510984277,1,1626288016919,,,0
