parent_class,child_class,parent_title,child_title
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.OtherSecuritySettings,Biometrics and security,Other security settings
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,Regulatory information
com.android.launcher3.settings.KeyboardPreferenceActivity,com.android.launcher3.settings.KeyboardPreferenceActivity,Keyboard,On-screen keyboard location
com.samsung.android.settings.display.SecDarkModeSettingsFragment,com.samsung.android.settings.display.SecDarkModeSettingsFragment,Dark mode settings,"To schedule Dark mode to turn on between sunset and sunrise, Location needs to be turned on."
com.android.settings.notification.zen.ZenModePeopleSettings,com.android.settings.notification.zen.ZenModePeopleSettings,"Calls, messages, and conversations",Repeat callers
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Vibration
com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Touch and hold space bar
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show Bluetooth devices without names
com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Notification sound
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Simulate color space
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Build number
com.android.settings.users.UserSettings,com.android.settings.users.UserSettings,Users,Add users from lock screen
com.android.settings.DisplaySettings,com.samsung.android.settings.display.SecFontSizePreferenceFragment,Display,Font size and style
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Capital letters
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,High contrast fonts
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Logger buffer sizes
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.styleandlayout.layout.KeyboardLayoutSettings,Samsung Keyboard,Layout
com.samsung.android.settings.connection.tether.SecTetherSettings,com.samsung.android.settings.wifi.mobileap.WifiApSettings,Mobile Hotspot and Tethering,Mobile Hotspot
com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Quick switch to Secure Folder
com.android.launcher3.settings.MouseTrackpadPreferenceActivity,com.android.launcher3.settings.FlowPointerActivity,Mouse/trackpad,Flow pointer to phone screen
com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.notification.ConfigureNotificationSettings,Notifications,Brief pop-up settings
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,High contrast theme
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Vibrate while ringing
com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Dock speakers play
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,Lock screen,Secure lock settings
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Cool color temperature
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,Wi-Fi control
com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.FingerSensorGestureSettings,Motions and gestures,Finger sensor gestures
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Select third-party content to use
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show refresh rate
com.android.settings.development.WirelessDebuggingFragment,com.android.settings.development.WirelessDebuggingFragment,Wireless debugging,Pair device with pairing code
com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Customize gestures
com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.softwareinfo.CCModeStatus,Software information,CC mode status
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.graphicsdriver.GraphicsDriverDashboard,Developer options,Graphics driver
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Wi-Fi safe mode
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Vibrate for keypad taps
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Turn off AVC block list
com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.inputmethod.SpellCheckersSettings,General management,Spelling correction
com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Billing cycle and data warning
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Sites and downloads,Ask before starting downloads
com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Discover
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Private Share
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Mute all sounds
com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,"Swipe, touch, and feedback",Backspace speed
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Lunar calendar
com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.KeyboardChinaHwrTypeSettings,Handwriting,Recognition type
com.samsung.android.forest.winddown.WindDownActivity,com.samsung.android.forest.winddown.WindDownActivity,Digital Wellbeing and parental controls,Bedtime mode
com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.touchandhold.delay.TouchAndHoldDelaySettings,Keyboard touch and hold delay,Long (0.5 seconds)
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,Installed services
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Real Time Text
com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,com.samsung.android.settings.deviceinfo.WarrantyInfoFragment,Warranty Information,Warranty Exceptions
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Hearing aid support
com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,Motions and gestures,Pick up phone to call
com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,com.samsung.android.samsungaccount.setting.ui.SettingSecurityPreference,Samsung account,Security settings
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,Supplementary services,Fixed dialing numbers
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Fingerprint
com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Navigation gestures
com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Advanced,Wi-Fi power saving mode
com.android.settings.applications.manageapplications.ManageApplications,com.android.settings.applications.InstalledAppDetailsTop,Apps,App info
com.android.settings.tts.TextToSpeechSettings,com.android.settings.tts.TextToSpeechSettings,Text-to-speech,Speech rate
com.samsung.android.app.aodservice.settings.AODSettingsMain,com.samsung.android.app.aodservice.settings.AODSettingsMain,Always On Display,Auto brightness
com.samsung.android.app.telephonyui.netsettings.ui.NetSettingsActivity,com.samsung.android.app.telephonyui.netsettings.ui.NetSettingsActivity,Mobile networks,Access Point Names
com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.BiometricsAndSecuritySettings,Biometrics and security,Google Play Protect
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.languagesandtypes.ui.LanguagesAndTypesActivity,Samsung Keyboard,Languages and types
com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,More settings,Multimedia messages
com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,AP Band
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Don’t keep activities
com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Auto click after pointer stops
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.status.EnergyStarFragment,Status information,ENERGY STAR®
