_id,item,category,data1,data2,data3,data4,data5
155,com.cnr.cnrlive,1,2405/2.4.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171219-02083,
156,com.colorpets.babykittyswimmingpoolparty,1,8/1.0.8,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05765,
157,com.colorpets.christmasmypetsnailspa,1,6/1.0.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01277,
158,com.colorpets.mybabykittytoothfairy,1,6/1.0.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05752,
159,com.colorpets.mysweetbabykittycare,1,6/1.0.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05775,
160,com.cookfl.leuu.bd,1,70/1.18.10,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P161114-03954,
161,com.cookfl.leuu.bd,1,80/1.19.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P161114-03954,
162,com.coolgame.kailun,1,95/9.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171219-01986,
163,com.cryptic.mountain.car,1,2019/2.4.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01553,
164,com.cy.catdog,1,1/1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01657,
165,com.cyhApk.jumpLeftRight,1,8/1.8.11.30,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01954,
166,com.dianzhi.control,1,900000029/2.9.9,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-02551,
167,com.dressup.makeup.evening,1,999653554/7.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02142,
168,com.dshine.mtFightLand,1,5046/V5.0.46,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-02875,
169,com.duowan.lolking,1,116/1.1.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170523-04746,
170,com.dz.dlyg,1,1/1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-01643,
171,com.edu.lxc,1,27/2.2.17.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-02359,
172,com.efdsgtr.rgrehgthj.rgre,1,12/3.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01604,
173,com.egame.zwzjsw2,1,103/10.0.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-03242,
174,com.emogame.babidollsalon,1,100/1.0.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05885,
175,com.estrongs.android.taskmanager,1,46/2.0.6.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171219-02483,
176,com.feixun.zwdzjsw,1,4009/4.0.0.9,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04502,
177,com.feiyou.headstyler,1,5/1.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00839,
178,com.fengger,1,802/8.0.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-01415,
179,com.finght.stickmanf,1,532000/5.32,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180425-01333,
180,com.flyfish.fishinglife,1,21/1.0.20,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-01001,
181,com.forthedream.care,1,1160005/1.16.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02183,
182,com.gamedo.ZombieTerminator.bd,1,81/4.7,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01986,
183,com.gameley.tar2.baidu,1,11804/1.18.04,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P161130-06160,
184,com.gameloft.android.ANMP.GloftFSHM,1,120/1.2.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170605-02735,
185,com.gameloft.android.ANMP.GloftFSHM,1,170718/1.4.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170605-02735,
186,com.gameloft.android.ANMP.GloftFSHM,1,180428/1.5.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170605-02735,
187,com.games4girls.CakeMaker,1,9978008/59.055,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02122,
188,com.gameshell.busparking2,1,21/1.2.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170523-04502,
189,com.glutenfreegames.cheetahsimulator,1,20161229/8.8.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02262,
190,com.gzyr.ultraman.bd,1,41931/4.7,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171121-01308,
191,com.gzyr.ultraman.bd,1,41940/4.8,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171121-01308,
192,com.gzyr.ultraman.bd,1,38249/2.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01802,
193,com.gzyr.ultraman.bd,1,41960/4.9,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01802,
194,com.haierceyi.cdshejidan,1,2052/2052,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171121-01555,
195,com.hainantaohua.youmei,1,18/2.1.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-01660,
196,com.hanjiasongshu.jianghux2,1,109/1.0.11,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01532,
197,com.humblegames.dragon,1,223/2.2.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170225-02150 ,
198,com.hz.LingLing.plw,1,10/1.9.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-00998,
199,com.idreamsky.seer,1,1104/1.1.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-03563,
200,com.ihuizhi.game.carcrushry,1,10951/1.0.0.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04495,
201,com.ihuizhi.game.carcrushry,1,10950/1.1.11,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04495,
202,com.ijinshan.duba,1,30500013/3.5.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04490,
203,com.impactgames.ATVQuadBikeRacingFree,1,5/1.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01667,
204,com.invictus.impossiball,1,10000110/4.2.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-02972,
205,com.izhangxin.ddz.android,1,70/3.2.0.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-02243,
206,com.Janlr.superwings.bd,1,8/1.3.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01641,
207,com.jian.wallpaper,1,1/1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05822,
208,com.jianut.bedworm,1,3320/V3.3.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02021,
209,com.jiuliu.fengksa,1,1/1.0.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01684,
210,com.juji.game.damanguan,1,3/1.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170523-05181,
211,com.kgkj.lszj_fkmm,1,93/1.9.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-02861,
212,com.kgkj.lszj_fkmm,1,98/1.9.8,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-02861,
213,com.kidapps.childchufangcake,1,80/1.8.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-01018,
214,com.killoosgame.subwaysurf_supergame,1,11167/111.6.7,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00659,
215,com.king86.qsgwmb.baidu,1,672/6.8.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171121-03220,
216,com.king86.qsgwmb.baidu,1,685/6.8.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171121-03220,
217,com.klowlsnl.wkswp.snw,1,10/1.10,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180416-00340,
218,com.kunpo.baba91,1,36/2.4.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04485,
219,com.kunpo.baba91,1,28/2.2.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04485,
220,com.kunpo.baba91,1,35/2.4.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04485,
221,com.kunpo.babaqunaer2m,1,27/1.7.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04467,
222,com.lbe.security.shuame,1,14/1.0.1001,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170523-04886,
223,com.libaohezidxkj,1,13/2.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180416-01515,
224,com.lingdong.client.android,1,163/3.02,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04481,
225,com.liyi.apps.closetool,1,5/1.0.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-00879,
226,com.lizardmia.itwlqvoicechangers,1,11/1.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05890,
227,com.lkm.xd,1,170608/3.22,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-04018,
228,com.longer.wifipjq,1,20160209/2.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02284,
229,com.lsesyyll.yxqsg,1,20152841/20150829.001,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05865,
230,com.magicred.kuaiLeKuBao2,1,25/1.2.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-02847,
231,com.mars.jdqw.qq,1,110/1.1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180425-00992,
232,com.mb.kkqne,1,84/1.1.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00868,
233,com.mgc.russian.crime.simulator.two,1,144/1.4.4,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-03417,
234,com.mile.scmj.baidu,1,400341/4.00.341,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171122-03644,
235,com.minhua.jijiehao2,1,4/1.0.8,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180425-01088,
236,com.miyigame.starlit,1,21/3.310,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170717-03912,
237,com.moji.wallpaper,1,40602/4.0.6.02,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-00968,
238,com.movier.magicbox,1,312/3.3.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180329-00911,
239,com.movingstudio.ilikebeingwithyou,1,32/1.2.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180416-01574,
240,com.mudao.base8,1,3/1.1.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180425-01418,
241,com.mudao.base8,1,6/1.1.3,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180425-01418,
242,com.nb.roottool,1,6300008/6.3.8,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-00828,
243,com.netease.vshow.android.yeseza,1,5/1.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00887,
244,com.netease.vshow.androidkdj,1,93/4.103,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00807,
245,com.odin.fffbox,1,37/2.3.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-02570,
246,com.ogurecapps.doublegun,1,226000/2.26,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180425-01235,
247,com.pcvirt.ImageViewer,1,2/0.2 beta,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01738,
248,com.pk51.snk.kof97.tx,1,286745/2.8.6745,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04473,
249,com.pk51.snk.kof97hd.tx,1,226802/2.2.6802,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170503-02233,
250,com.ppst.bbd.wlgame,1,4999/2.0.0.5,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04496,
251,com.project.cjfx.baidu,1,178/1.78,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171120-04794,
252,com.psbc.mbank.pad,1,1/2.0.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180131-00939,
253,com.qqubyte.rcchampions,1,7/1.0.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170523-05075,
254,com.queqianme.speed.app,1,1000000/1.0.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05910,
255,com.quyugongzuoshi.jinangwengongjutwo,1,410/4.1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-04384,
256,com.rovio.abactionchina.tengx,1,48/2.2.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170516-03956 ,
257,com.seleuco.mame4all.dino,1,353/3.53,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-03227,
258,com.seleuco.mame4all.dino,1,352/3.52,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-03227,
259,com.seleuco.mame4all.dino,1,349/3.49,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-03227,
260,com.sg.android.fish,1,132/3.8.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170502-02894,
261,com.shhxz.zhuzhuxiawulinkupao.baidu,1,190/1.9.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05794,
262,com.shining.lietest,1,290/2.9,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-02244,
263,com.shootbubble.bubbledexlue.cn,1,145579/45595.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00781,
264,com.shuame.oneclickroottoolhd,1,54/1.4.54,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05856,
265,com.singxie.tbshou,1,47/2.4.7,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-00909,
266,com.somsoft.mishi,1,149/1.49,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P161114-04394,
267,com.soulgame.pig.baidu,1,11/1.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180316-01855,
268,com.SuperBae.Manager,1,154/2.3.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P180315-05704,
269,com.surpax.ledflashlight,1,1888/66.68.18,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170523-04930,
270,com.sxiaoao.car3d,1,66/1.5.2,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170927-05481,
271,com.tai.piano,1,27/1.19.1,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170717-04711,
272,com.talkweb.nciyuan,1,34/1.5.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P160629-01794,
273,com.teayelp.whereareyoumysister,1,6044/4.1.6,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170927-05041,
274,com.tencent.lightalk,1,51/2.6.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P170428-04489,
275,com.tencent.QQLottery,1,10501000/5.1.0,8.0.0/SM-G9600#SM-G9608#SM-G9650#SM-N9500#SM-N9508#SM-G8850#SM-G8858#SM-A6050#SM-A6058#SM-G8750,FAIL,P171226-02569,
