file_id,_data,media_id,recent_date,recent_type,width,height,duration,album,artist,_id,path,name,ext,mime_type,size,date_modified,parent_file_id,hash,parent_hash,file_type,is_hidden,item_count,item_count_with_hidden,is_directory,depth,domain_type,is_trashed,is_restore_allowed,uri
/storage/emulated/0/DCIM/Camera/20210515_200356.jpg,/storage/emulated/0/DCIM/Camera/20210515_200356.jpg,44,1621123437000,0,0,0,0,0,,11,/storage/emulated/0/DCIM/Camera,20210515_200356.jpg,jpg,image/jpeg,2285561,1621123437000,,1818716502,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210515_200353.jpg,/storage/emulated/0/DCIM/Camera/20210515_200353.jpg,43,1621123434000,0,0,0,0,0,,12,/storage/emulated/0/DCIM/Camera,20210515_200353.jpg,jpg,image/jpeg,2471633,1621123434000,,1815945939,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210515_200351.jpg,/storage/emulated/0/DCIM/Camera/20210515_200351.jpg,42,1621123432000,0,0,0,0,0,,13,/storage/emulated/0/DCIM/Camera,20210515_200351.jpg,jpg,image/jpeg,2570999,1621123432000,,1814098897,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210415_062752.jpg,/storage/emulated/0/DCIM/Camera/20210415_062752.jpg,40,1618482474000,0,0,0,0,0,,14,/storage/emulated/0/DCIM/Camera,20210415_062752.jpg,jpg,image/jpeg,2784533,1618482474000,,-1095483331,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210415_062737.jpg,/storage/emulated/0/DCIM/Camera/20210415_062737.jpg,39,1618482459000,0,0,0,0,0,,15,/storage/emulated/0/DCIM/Camera,20210415_062737.jpg,jpg,image/jpeg,4008883,1618482459000,,-1148124028,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210411_235603.jpg,/storage/emulated/0/DCIM/Camera/20210411_235603.jpg,36,1618199766000,0,0,0,0,0,,16,/storage/emulated/0/DCIM/Camera,20210411_235603.jpg,jpg,image/jpeg,1095777,1618199766000,,-973707330,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Camera/20210407_025157.jpg,/storage/emulated/0/DCIM/Camera/20210407_025157.jpg,35,1617778317000,0,0,0,0,0,,17,/storage/emulated/0/DCIM/Camera,20210407_025157.jpg,jpg,image/jpeg,6917554,1617778317000,,-1996005102,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-235212_Facebook.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-235212_Facebook.jpg,33,1617594732000,0,0,0,0,0,,18,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-235212_Facebook.jpg,jpg,image/jpeg,309264,1617594732000,,254837238,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230627_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230627_Instagram.jpg,32,1617591987000,0,0,0,0,0,,19,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230627_Instagram.jpg,jpg,image/jpeg,507122,1617591987000,,1902171285,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230353_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230353_Instagram.jpg,31,1617591833000,0,0,0,0,0,,20,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230353_Instagram.jpg,jpg,image/jpeg,561769,1617591833000,,-1129632981,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230352_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230352_Instagram.jpg,30,1617591832000,0,0,0,0,0,,21,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230352_Instagram.jpg,jpg,image/jpeg,461471,1617591832000,,1657782506,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230340_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230340_Instagram.jpg,29,1617591820000,0,0,0,0,0,,22,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230340_Instagram.jpg,jpg,image/jpeg,595074,1617591820000,,-846786935,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230337_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230337_Instagram.jpg,28,1617591817000,0,0,0,0,0,,23,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230337_Instagram.jpg,jpg,image/jpeg,750488,1617591817000,,1626675313,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230333_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230333_Instagram.jpg,27,1617591813000,0,0,0,0,0,,24,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230333_Instagram.jpg,jpg,image/jpeg,591397,1617591813000,,-108564627,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230325_Instagram.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230325_Instagram.jpg,26,1617591805000,0,0,0,0,0,,25,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210404-230325_Instagram.jpg,jpg,image/jpeg,553215,1617591805000,,-877894128,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210403-151347_Google Play services.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210403-151347_Google Play services.jpg,25,1617477227000,0,0,0,0,0,,26,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210403-151347_Google Play services.jpg,jpg,image/jpeg,217903,1617477227000,,321376616,0,11,0,0,0,0,0,0,0,0,
/storage/emulated/0/DCIM/Screenshots/Screenshot_20210403-151343_Google Play services.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210403-151343_Google Play services.jpg,24,1617477223000,0,0,0,0,0,,27,/storage/emulated/0/DCIM/Screenshots,Screenshot_20210403-151343_Google Play services.jpg,jpg,image/jpeg,218053,1617477223000,,197297388,0,11,0,0,0,0,0,0,0,0,
