_id,item_type,intVal,realVal,booleanVal,textVal,blobVal,row_version,pw_status,last_updated_time
33,5,,,1.0,,,0,0,33128158
286,5,,,0.0,,,0,0,33128158
348,5,,,0.0,,,0,0,33128158
283,5,,,1.0,,,0,0,33128158
110,1,0.0,,,,,0,0,33128158
26,5,,,0.0,,,0,0,33128158
494,1,0.0,,,,,0,0,33128158
212,5,,,0.0,,,0,0,33128158
11,5,,,0.0,,,0,0,33128158
281,5,,,0.0,,,0,0,33128158
360,5,,,0.0,,,0,0,33128158
159,5,,,1.0,,,0,0,33128158
467,5,,,0.0,,,0,0,33128163
417,1,0.0,,,,,0,0,33128163
308,5,,,0.0,,,0,0,33128163
376,5,,,0.0,,,0,0,33128163
442,1,0.0,,,,,0,0,33128163
20,5,,,0.0,,,0,0,33128163
481,3,,0.0,,,,0,0,33128163
209,5,,,0.0,,,0,0,33128163
344,5,,,0.0,,,0,0,33128163
373,5,,,0.0,,,0,0,33128163
151,5,,,0.0,,,0,0,33128163
134,1,0.0,,,,,0,0,33128163
197,4,,,,💛,,0,0,33128164
493,1,0.0,,,,,0,0,33128164
508,1,0.0,,,,,0,0,33128164
382,1,0.0,,,,,0,0,33128164
119,5,,,0.0,,,0,0,33128164
335,5,,,0.0,,,0,0,33128164
101,4,,,,,,0,0,33128164
273,5,,,0.0,,,0,0,33128164
462,5,,,0.0,,,0,0,33128164
284,5,,,0.0,,,0,0,33128164
124,5,,,0.0,,,0,0,33128164
297,5,,,0.0,,,0,0,33128164
482,3,,0.0,,,,0,0,33128164
54,1,1262304000.0,,,,,0,0,33128164
447,1,0.0,,,,,0,0,33128164
463,5,,,0.0,,,0,0,33128164
165,5,,,1.0,,,0,0,33128164
155,5,,,0.0,,,0,0,33128164
182,1,0.0,,,,,0,0,33128164
427,5,,,0.0,,,0,0,33128164
501,5,,,0.0,,,0,0,33128165
114,1,0.0,,,,,0,0,33128165
357,5,,,0.0,,,0,0,33128165
379,1,0.0,,,,,0,0,33128165
181,5,,,0.0,,,0,0,33128165
241,1,0.0,,,,,0,0,33128165
58,1,1262304000.0,,,,,0,0,33128165
247,5,,,0.0,,,0,0,33128165
171,1,0.0,,,,,0,0,33128165
422,5,,,0.0,,,0,0,33128165
30,4,,,,,,0,0,33128165
208,5,,,0.0,,,0,0,33128165
71,5,,,1.0,,,0,0,33128165
310,5,,,0.0,,,0,0,33128165
137,1,-1.0,,,,,0,0,33128165
338,5,,,0.0,,,0,0,33128165
258,5,,,0.0,,,0,0,33128165
272,1,0.0,,,,,0,0,33128165
459,1,0.0,,,,,0,0,33128165
166,5,,,1.0,,,0,0,33128165
276,5,,,0.0,,,0,0,33128165
248,5,,,0.0,,,0,0,33128165
262,5,,,0.0,,,0,0,33128165
183,5,,,0.0,,,0,0,33128165
472,5,,,0.0,,,0,0,33128165
123,5,,,0.0,,,0,0,33128165
179,5,,,0.0,,,0,0,33128165
420,1,0.0,,,,,0,0,33128165
139,1,-1.0,,,,,0,0,33128166
176,5,,,1.0,,,0,0,33128166
167,5,,,1.0,,,0,0,33128166
34,5,,,0.0,,,0,0,33128166
392,1,0.0,,,,,0,0,33128166
412,5,,,0.0,,,0,0,33128166
441,1,0.0,,,,,0,0,33128166
334,5,,,0.0,,,0,0,33128166
470,5,,,0.0,,,0,0,33128166
257,5,,,0.0,,,0,0,33128166
377,5,,,0.0,,,0,0,33128166
428,1,0.0,,,,,0,0,33128166
456,5,,,0.0,,,0,0,33128166
317,5,,,0.0,,,0,0,33128166
220,5,,,0.0,,,0,0,33128166
504,5,,,1.0,,,0,0,33128166
385,5,,,0.0,,,0,0,33128166
400,1,0.0,,,,,0,0,33128166
24,4,,,,MEMORIES,,0,0,33128166
230,1,0.0,,,,,0,0,33128166
138,1,-1.0,,,,,0,0,33128166
232,5,,,0.0,,,0,0,33128166
244,1,0.0,,,,,0,0,33128166
350,5,,,0.0,,,0,0,33128166
23,5,,,0.0,,,0,0,33128166
290,5,,,0.0,,,0,0,33128166
331,5,,,0.0,,,0,0,33128166
22,5,,,0.0,,,0,0,33128166
265,5,,,0.0,,,0,0,33128167
469,5,,,0.0,,,0,0,33128167
425,5,,,0.0,,,0,0,33128167
3,5,,,1.0,,,0,0,33128167
14,1,0.0,,,,,0,0,33128167
478,5,,,1.0,,,0,0,33128167
198,4,,,,❤️,,0,0,33128167
130,5,,,1.0,,,0,0,33128167
374,5,,,0.0,,,0,0,33128167
160,5,,,1.0,,,0,0,33128167
268,5,,,0.0,,,0,0,33128167
329,5,,,0.0,,,0,0,33128167
126,5,,,0.0,,,0,0,33128167
277,5,,,0.0,,,0,0,33128167
214,5,,,0.0,,,0,0,33128167
149,1,0.0,,,,,0,0,33128167
353,5,,,0.0,,,0,0,33128178
131,1,0.0,,,,,0,0,33128178
46,5,,,1.0,,,0,0,33128178
12,5,,,0.0,,,0,0,33128178
291,5,,,0.0,,,0,0,33128178
270,1,0.0,,,,,0,0,33128178
457,5,,,0.0,,,0,0,33128178
502,5,,,0.0,,,0,0,33128178
174,1,0.0,,,,,0,0,33128178
489,5,,,0.0,,,0,0,33128178
413,5,,,0.0,,,0,0,33128178
73,5,,,1.0,,,0,0,33128178
289,5,,,0.0,,,0,0,33128178
445,5,,,0.0,,,0,0,33128178
2,5,,,0.0,,,0,0,33128178
238,5,,,1.0,,,0,0,33128178
233,5,,,0.0,,,0,0,33128178
386,1,0.0,,,,,0,0,33128178
458,1,0.0,,,,,0,0,33128178
330,5,,,0.0,,,0,0,33128178
296,5,,,0.0,,,0,0,33128178
285,5,,,0.0,,,0,0,33128178
261,5,,,0.0,,,0,0,33128178
355,5,,,0.0,,,0,0,33128178
63,1,604800.0,,,,,0,0,33128178
295,5,,,0.0,,,0,0,33128178
398,5,,,0.0,,,0,0,33128179
271,5,,,0.0,,,0,0,33128179
370,5,,,0.0,,,0,0,33128179
380,5,,,0.0,,,0,0,33128179
102,4,,,,NO_SKIN_TONE,,0,0,33128179
390,5,,,0.0,,,0,0,33128179
361,5,,,0.0,,,0,0,33128179
362,5,,,0.0,,,0,0,33128179
394,1,0.0,,,,,0,0,33128179
32,5,,,0.0,,,0,0,33128179
256,5,,,0.0,,,0,0,33128179
199,4,,,,💕,,0,0,33128179
316,5,,,0.0,,,0,0,33128179
264,5,,,0.0,,,0,0,33128179
228,5,,,0.0,,,0,0,33128179
7,5,,,0.0,,,0,0,33128179
507,1,0.0,,,,,0,0,33128179
278,5,,,0.0,,,0,0,33128179
69,5,,,1.0,,,0,0,33128179
17,5,,,0.0,,,0,0,33128179
29,1,-9999.0,,,,,0,0,33128179
21,5,,,0.0,,,0,0,33128179
172,1,604800.0,,,,,0,0,33128179
421,1,0.0,,,,,0,0,33128179
356,5,,,0.0,,,0,0,33128179
434,5,,,0.0,,,0,0,33128179
196,4,,,,😊,,0,0,33128179
490,5,,,0.0,,,0,0,33128179
309,5,,,0.0,,,0,0,33128179
53,5,,,1.0,,,0,0,33128179
352,5,,,0.0,,,0,0,33128179
418,1,0.0,,,,,0,0,33128179
216,1,0.0,,,,,0,0,33128179
416,5,,,0.0,,,0,0,33128179
364,5,,,0.0,,,0,0,33128179
371,5,,,0.0,,,0,0,33128180
249,1,0.0,,,,,0,0,33128180
282,5,,,0.0,,,0,0,33128180
156,5,,,0.0,,,0,0,33128180
342,5,,,0.0,,,0,0,33128180
25,5,,,0.0,,,0,0,33128180
439,1,0.0,,,,,0,0,33128180
6,5,,,0.0,,,0,0,33128180
450,5,,,0.0,,,0,0,33128180
121,1,0.0,,,,,0,0,33128180
224,1,0.0,,,,,0,0,33128180
266,1,0.0,,,,,0,0,33128180
206,4,,,,✨,,0,0,33128180
13,1,0.0,,,,,0,0,33128180
431,1,0.0,,,,,0,0,33128180
239,1,0.0,,,,,0,0,33128180
498,5,,,0.0,,,0,0,33128180
395,5,,,0.0,,,0,0,33128180
474,5,,,0.0,,,0,0,33128180
461,5,,,0.0,,,0,0,33128180
175,5,,,0.0,,,0,0,33128180
381,5,,,0.0,,,0,0,33128180
173,1,3.0,,,,,0,0,33128180
280,5,,,0.0,,,0,0,33128180
326,5,,,0.0,,,0,0,33128180
339,5,,,0.0,,,0,0,33128180
35,5,,,1.0,,,0,0,33128180
321,5,,,0.0,,,0,0,33128180
240,5,,,0.0,,,0,0,33128180
299,5,,,0.0,,,0,0,33128180
263,5,,,0.0,,,0,0,33128180
430,5,,,0.0,,,0,0,33128180
112,5,,,0.0,,,0,0,33128180
424,1,0.0,,,,,0,0,33128180
340,5,,,0.0,,,0,0,33128180
468,5,,,0.0,,,0,0,33128181
75,5,,,1.0,,,0,0,33128181
497,5,,,1.0,,,0,0,33128181
451,5,,,0.0,,,0,0,33128181
135,1,-1.0,,,,,0,0,33128181
8,5,,,1.0,,,0,0,33128181
305,5,,,0.0,,,0,0,33128181
116,5,,,0.0,,,0,0,33128181
402,1,0.0,,,,,0,0,33128181
440,1,0.0,,,,,0,0,33128181
293,5,,,0.0,,,0,0,33128181
178,5,,,0.0,,,0,0,33128181
259,5,,,0.0,,,0,0,33128181
127,5,,,0.0,,,0,0,33128181
438,1,0.0,,,,,0,0,33128181
219,1,0.0,,,,,0,0,33128181
152,4,,,,https://snapchat.turbovote.org/?r=birthday,,0,0,33128181
388,1,0.0,,,,,0,0,33128181
298,5,,,0.0,,,0,0,33128182
343,5,,,0.0,,,0,0,33128182
397,5,,,0.0,,,0,0,33128182
476,5,,,0.0,,,0,0,33128182
203,4,,,,😬,,0,0,33128182
133,1,0.0,,,,,0,0,33128182
346,5,,,0.0,,,0,0,33128182
113,5,,,0.0,,,0,0,33128182
148,5,,,0.0,,,0,0,33128182
500,5,,,0.0,,,0,0,33128182
186,5,,,0.0,,,0,0,33128182
313,5,,,0.0,,,0,0,33128182
448,1,0.0,,,,,0,0,33128182
324,5,,,0.0,,,0,0,33128182
253,5,,,0.0,,,0,0,33128182
189,5,,,0.0,,,0,0,33128182
226,1,0.0,,,,,0,0,33128182
62,1,1262304000.0,,,,,0,0,33128182
223,5,,,0.0,,,0,0,33128182
396,5,,,0.0,,,0,0,33128182
120,1,0.0,,,,,0,0,33128182
19,5,,,0.0,,,0,0,33128182
250,4,,,,,,0,0,33128182
122,1,0.0,,,,,0,0,33128182
345,5,,,0.0,,,0,0,33128182
5,5,,,0.0,,,0,0,33128183
367,5,,,0.0,,,0,0,33128183
408,5,,,0.0,,,0,0,33128183
109,5,,,0.0,,,0,0,33128183
302,5,,,0.0,,,0,0,33128183
143,5,,,0.0,,,0,0,33128183
341,5,,,0.0,,,0,0,33128183
201,4,,,,💝,,0,0,33128183
204,4,,,,🔥,,0,0,33128183
245,1,1.0,,,,,0,0,33128183
480,3,,0.0,,,,0,0,33128183
162,5,,,1.0,,,0,0,33128183
405,1,0.0,,,,,0,0,33128183
464,5,,,0.0,,,0,0,33128183
193,5,,,0.0,,,0,0,33128183
314,5,,,0.0,,,0,0,33128183
287,5,,,0.0,,,0,0,33128183
74,5,,,1.0,,,0,0,33128183
16,5,,,0.0,,,0,0,33128183
27,5,,,0.0,,,0,0,33128183
184,5,,,1.0,,,0,0,33128183
246,5,,,0.0,,,0,0,33128184
163,5,,,1.0,,,0,0,33128184
72,5,,,1.0,,,0,0,33128184
453,5,,,1.0,,,0,0,33128184
269,5,,,0.0,,,0,0,33128184
471,5,,,0.0,,,0,0,33128184
325,5,,,0.0,,,0,0,33128184
47,5,,,1.0,,,5,0,114341703
50,1,1617510016685.0,,,,,6,0,114341707
449,1,1617510021235.0,,,,,7,0,114341707
104,5,,,1.0,,,10,0,114341707
319,5,,,1.0,,,12,0,114341709
255,5,,,1.0,,,13,0,114341710
227,1,1617555773311.0,,,,,14,0,118220504
452,1,1617595163830.0,,,,,18,0,600618737
384,5,,,0.0,,,29,0,600618738
191,1,2.0,,,,,39,0,601984589
192,1,1618077437952.0,,,,,40,0,601984589
235,1,8.0,,,,,44,0,1293619099
234,1,1618522274707.0,,,,,45,0,1293619100
161,5,,,0.0,,,48,0,607128
67,4,,,,EgoIAxADGNKnyYQG,,49,0,607129
218,1,1621267687238.0,,,,,50,0,607129
