_id,package_name,type
186,com.myvodafone.android,0
187,br.gov.datasus.guardioes,0
188,com.samsung.android.game.gametools,0
189,com.nttdocomo.android.portablesim,0
190,com.VodafoneIreland.MyVodafone,0
191,com.nttdocomo.android.gs.utility_sha2,0
192,com.kakao.story,0
193,com.samsung.android.app.pinboard,0
194,com.locationlabs.v3client,0
195,jp.co.nsw.mdmforjcom.portalapp,0
196,com.orange.update,0
197,com.nj.gov.covidalert,0
198,pl.gov.mc.protegosafe,0
199,kr.co.nexdigm.mdm.agent,0
200,com.mediatek.BlueMagpie,0
201,com.skt.skaf.a000as00tm,0
202,com.sec.android.app.clockpackage,0
203,com.vodafone.android,0
204,fi.thl.koronahaavi,0
205,com.nhn.android.band,0
206,gov.de.covidtracker,0
207,com.samsung.android.app.vrsetupwizardstub,0
208,com.microsoft.windowsintune.companyportal,0
209,com.sktelecom.ssmpush,0
210,com.radioopt.apc,0
211,gov.ct.covid19.exposurenotifications,0
212,com.skb.btvmobile,0
213,com.samsung.android.spaylite,0
214,com.samsung.android.spaymini,0
215,gov.md.covid19.exposurenotifications,0
216,com.kt.mtmoney,0
217,org.pathcheck.covidsafepathsBt.mn,0
218,com.kddi.android.videopass,0
219,com.life360.android.s6,0
220,com.iloen.melon,0
221,com.shinhan.dingdong,0
222,jp.id_credit_sp.android,0
223,com.shinhan.trade.copper,0
224,com.swisscom.scappslauncher,0
225,com.samsungcard.shopping,0
226,com.safeon.approval,0
227,com.samsung.syncmlphonedataservice,0
228,com.oculus.gearchina,0
229,com.nttdocomo.android.homeagent,0
230,com.sec.android.app.cmas,0
231,com.sec.android.app.ocr3,0
232,com.sec.android.app.ocr4,0
233,lv.spkc.gov.apturicovid,0
234,com.google.android.calendar,0
235,com.vodafone.accesorystore,0
236,net.daum.android.daum,0
237,com.sec.android.app.sbrowser,0
238,com.shcard.smartpay,0
239,com.ebcard.cashbeew.s,0
240,com.mcafee.safecall.docomo,0
241,com.skt.prod.tphonelite,0
242,com.knb.bdr,0
243,com.knb.bsp,0
244,com.knb.csb,0
245,com.knb.psb,0
246,com.amc.ui,0
247,com.samsung.app.highlightplayer,0
248,com.sec.weagent,0
249,com.sec.android.sidesync30,0
250,com.skt.tmaphot,0
251,it.h3g.areaclienti3,0
252,gov.co.cdphe.exposurenotifications,0
253,com.fsp.android.phonetracker,0
254,com.elevenst,0
255,com.skt.tgift,0
256,com.sgiggle.production,0
257,com.oculus.home,0
258,ch.admin.bag.dp3t,0
259,com.motricity.verizon.ssodownloadable,0
260,com.samsung.android.onlinevideo,0
261,gov.dc.covid19.exposurenotifications,0
262,com.nhn.android.music,0
263,com.facebook.orca,0
264,com.android.services.telephony.common,0
265,cz.covid19cz.erouska,0
266,org.pathcheck.guam.bt,0
267,com.governmentofjersey.jerseycovidalert,0
268,com.tms,0
269,com.facebook.system,0
270,com.samsung.android.oneconnect,0
271,com.skt.smartbill,0
272,jp.co.mcdonalds.android,0
273,com.skt.tbagplus,0
274,com.samsung.android.voc,0
275,com.samsung.android.wms,0
276,com.sec.android.app.shealth,0
277,com.oculus.systemactivities,0
278,hu.mito.android.vodafone,0
279,com.zentity.vodafone,0
280,mt.gov.dp3t,0
281,com.bns.wecontacts,0
282,com.fsp.android.friendlocator,0
283,com.samsung.android.spay,0
284,com.sec.chatonblue,0
285,com.hanabank.ebk.channel.android.hananbank,0
286,com.nttdocomo.android.messagedl,0
287,com.radioopt.tmplus,0
288,com.nate.android.portalmini,0
289,com.shinhan.smartcaremgr,0
290,com.kakao.page,0
291,com.kakao.talk,0
292,ro.vodafone.mcare.android,0
293,com.google.android.projection.gearhead,0
294,com.sds.chat,0
295,com.turkcell.bip,0
296,com.life360.android.safetymapd,0
297,com.sktelecom.hoppin.mobile,0
298,kr.co.bnkbank.push.customer,0
299,com.google.android.wearable.app,0
300,com.daumkakao.android.brunchapp,0
301,com.radioopt.widget,0
302,org.wehealth.exposure,0
303,com.lacoon.security.fox,0
304,gov.wa.doh.exposurenotifications,0
305,com.nttdocomo.android.accountwipe,0
306,com.aura.oobe.samsung,0
307,com.vodafone.sn.vpn,0
308,com.shinhan.smartfund,0
309,com.nttdocomo.android.cloudstorageservice,0
310,jp.go.mhlw.covid19radar,0
311,com.nttdocomo.android.socialphonebook,0
312,gov.azdhs.covidwatch.android,0
313,com.samsungcard.baby,0
314,ru.mail,0
315,it.ministerodellasalute.immuni,0
316,com.ipg.gguide.dcm_app.android,0
317,com.skt.skaf.OA00026910,0
318,al.myvodafone.android,0
319,com.wr.alrim,0
320,com.felicanetworks.mfm.main,0
321,com.sds.mdmain,0
322,com.sds.mms.ui,0
323,com.vodafone.smhs,0
324,gov.michigan.MiCovidExposure,0
325,com.imo.android.imoim,0
326,com.kbstar.liivtalk,0
327,gov.vdh.exposurenotification,0
328,Uxpp.UC,0
329,com.vodafone.appstore.sa,0
330,com.sec.wecontacts,0
331,com.samsung.android.intelligence.executormanager,0
332,net.hscni.covidtracker,0
333,ru.mail.mailapp,0
334,com.radioopt.enterprise,0
335,gov.nc.dhhs.exposurenotification,0
336,kr.co.bsbank.mobilebank,0
337,com.oculus.systemservices,0
338,com.facebook.appmanager,0
339,com.proudcrowd.exposure,0
340,com.swisscom.myswisscom,0
341,com.google.android.apps.fireball,0
342,com.vodafone.directaccessories,0
343,com.samsung.dbs.service,0
344,com.appseleration.android.selfcare,0
345,com.vodafone.safetynet.core,0
346,gov.ny.health.proximity,0
347,kr.co.bnkbank.push.employee,0
348,com.naver.linewebtoon,0
349,com.samsung.ds.smessage,0
350,com.sec.chaton.secure,0
351,com.appseleration.speedtest,0
352,com.shinhan.missionbanking,0
353,com.oem.smartwifisupport,0
354,com.naver.vapp,0
355,com.samsung.accessory.saproviders,0
356,es.vodafone.mobile.mivodafone,0
357,com.sec.wetester,0
358,ec.gob.asi.android,0
359,com.snapchat.android,0
360,com.covidtracker.hse,0
361,com.samsung.android.snote,0
362,org.alohasafe.alert,0
363,com.cyworld.camera,0
364,gov.ca.covid19.exposurenotifications,1
365,uy.gub.salud.plancovid19uy,1
366,com.netcompany.smittestop_exposure_notification,1
367,gov.scot.covidtracker,1
368,cy.gov.dmrid.covtracer,1
369,com.samsung.android.aremoji,1
370,com.oculus.systemdriver,1
371,nz.govt.health.covidtracer,1
372,com.sohu.inputmethod.sogou,1
373,com.oculus.oculus360photos,1
374,uk.nhs.covid19.production,1
375,com.samsung.accessory.beansmgr,1
376,com.sec.enterprise.knox.express,1
377,com.sec.samsungsoundphone,1
378,com.oculus.oculus360videos,1
379,si.gov.ostanizdrav,1
380,com.sec.enterprise.knox.cloudmdm.smdms.agent.myknox,1
381,com.chinasofti.rcs,1
382,com.sec.android.security.NetworkGuard,1
383,com.samsung.android.app.vrsetupwizard,1
384,com.gha.covid.tracker,1
385,es.gob.radarcovid,1
386,com.diotek.sec.lookup.dictionary,1
387,lt.nvsc.coronawarnapp,1
388,com.sec.android.easyMover.Agent,1
389,com.samsung.accessory.safiletransfer,1
390,com.sec.knox.knoxappsinstaller,1
391,com.sec.android.sidesync.source,1
392,com.sec.android.app.voicenote,1
393,sa.gov.nic.tabaud,1
394,ee.tehik.hoia,1
395,com.samsung.android.gear1plugin,1
396,com.samsung.android.email.provider,1
397,de.rki.coronawarnapp,1
398,com.oupeng.max.sdk,1
399,gov.pa.covidtracker,1
400,com.android.angryGps,1
401,com.samsung.android.gearfitinstaller,1
402,com.sec.android.daemonapp,1
403,com.android.vending,1
404,com.bst.floatingmsgproxy,1
405,za.gov.health.covidconnect,1
406,com.tencent.mm,1
407,com.absolute.android.trms,1
408,com.samsung.android.app.watchmanager,1
409,gov.wi.covid19.exposurenotifications,1
410,com.salab.act,1
411,com.baidu.searchbox,1
412,com.sec.android.security.LogGuard,1
413,no.fhi.smittestopp_exposure_notification,1
414,com.samsung.hongbaoassistant,1
415,com.samsung.accessory.sanotiprovider,1
416,com.samsung.svoiceprovider,1
417,com.sec.knox.foldercontainer,1
418,com.samsung.android.gearmodule,1
419,com.samsung.android.app.memo,1
420,com.oculus.horizon,1
421,com.samsung.accessory.callprovider,1
422,com.samsung.accessory.goproviders,1
423,nl.rijksoverheid.en,1
424,com.republicwireless.tel,1
425,ca.gc.hcsc.canada.stopcovid,1
426,kz.nitec.bizbirgemiz,1
427,com.samsung.android.app.vr.gallery,1
428,hr.miz.evidencijakontakata,1
429,com.bst.airmessage,1
430,com.samsung.android.app.vr.video,1
431,com.sds.mysinglesquare,1
432,gov.adph.exposurenotifications,1
433,com.samsung.android.gear2plugin,1
434,com.sec.knox.containeragent,1
435,fct.inesctec.stayaway,1
436,at.roteskreuz.stopcorona,1
437,be.sciensano.coronalert,1
438,com.samsung.android.hmt.vrsvc,1
439,gov.nv.dhhs.en,1
440,com.sec.android.app.dictionary,1
441,com.oculus.cinema,1
442,com.samsung.android.samsungpay.gear,1
443,com.samsung.knox.bnr,1
444,com.google.android.wearable.app.cn,1
445,br.gov.datasus.guardioes,1
446,com.samsung.android.game.gametools,1
447,com.samsung.android.app.reminder,1
448,com.samsung.android.weather,1
449,com.nj.gov.covidalert,1
450,pl.gov.mc.protegosafe,1
451,com.sohu.newsclient.samsungcocktail,1
452,fi.thl.koronahaavi,1
453,gov.de.covidtracker,1
454,com.samsung.android.app.vrsetupwizardstub,1
455,com.google.android.syncadapters.contacts,1
456,gov.ct.covid19.exposurenotifications,1
457,com.samsung.android.spaylite,1
458,com.samsung.android.spaymini,1
459,gov.md.covid19.exposurenotifications,1
460,org.pathcheck.covidsafepathsBt.mn,1
461,com.samsung.android.app.powersharing,1
462,com.tencent.mobileqq,1
463,com.oculus.gearchina,1
464,com.samsung.android.app.sreminder,1
465,lv.spkc.gov.apturicovid,1
466,com.google.android.calendar,1
467,com.sec.android.fotaprovider,1
468,com.samsung.android.app.powersharing_tablet,1
469,com.samsung.app.highlightplayer,1
470,com.sec.android.sidesync30,1
471,gov.co.cdphe.exposurenotifications,1
472,com.oculus.home,1
473,ch.admin.bag.dp3t,1
474,com.samsung.android.onlinevideo,1
475,gov.dc.covid19.exposurenotifications,1
476,cz.covid19cz.erouska,1
477,org.pathcheck.guam.bt,1
478,com.governmentofjersey.jerseycovidalert,1
479,com.facebook.system,1
480,com.samsung.android.oneconnect,1
481,com.samsung.android.app.atracker,1
482,com.samsung.android.wms,1
483,com.sec.android.app.shealth,1
484,com.absolute.android.silentinstaller,1
485,com.absolute.android.agent,1
486,com.samsung.android.app.wordstransfer,1
487,com.oculus.systemactivities,1
488,com.samsung.accessory,1
489,com.samsung.android.softsim,1
490,mt.gov.dp3t,1
491,com.samsung.android.scloud,1
492,com.samsung.android.spay,1
493,com.sec.chatonblue,1
494,com.samsung.android.app.notes,1
495,com.absolute.android.persistencetestapp1,1
496,com.kakao.talk,1
497,com.sec.android.easyMover,1
498,org.wehealth.exposure,1
499,gov.wa.doh.exposurenotifications,1
500,jp.go.mhlw.covid19radar,1
501,com.sec.samsungsound,1
502,com.samsung.android.neckletplugin,1
503,gov.azdhs.covidwatch.android,1
504,com.baidu.netdisk_ss,1
505,com.sec.android.weatherprovider,1
506,it.ministerodellasalute.immuni,1
507,com.samsung.android.hostmanager,1
508,com.samsung.nsyncprovider,1
509,gov.michigan.MiCovidExposure,1
510,gov.vdh.exposurenotification,1
511,com.samsung.android.intelligence.executormanager,1
512,net.hscni.covidtracker,1
513,gov.nc.dhhs.exposurenotification,1
514,com.samsung.accessory.texttemplateprovider,1
515,com.oculus.systemservices,1
516,com.facebook.appmanager,1
517,com.proudcrowd.exposure,1
518,gov.ny.health.proximity,1
519,com.sec.android.app.fm,1
520,com.sec.android.app.voicerecorder,1
521,com.samsung.android.globalroaming,1
522,com.eg.android.AlipayGphone,1
523,com.samsung.accessory.saproviders,1
524,ec.gob.asi.android,1
525,com.covidtracker.hse,1
526,org.alohasafe.alert,1
