update_id,permission
66,android.permission.WRITE_EXTERNAL_STORAGE
66,android.permission.BLUETOOTH_ADVERTISE
66,android.permission.ACCESS_FINE_LOCATION
66,com.facebook.pages.app.provider.ACCESS
66,com.sec.android.provider.badge.permission.READ
66,android.permission.ACCESS_NETWORK_STATE
66,android.permission.USE_FINGERPRINT
66,android.permission.WRITE_CONTACTS
66,android.permission.BATTERY_STATS
66,com.android.launcher.permission.INSTALL_SHORTCUT
66,com.google.android.providers.gsf.permission.READ_GSERVICES
66,android.permission.READ_MEDIA_VIDEO
66,android.permission.READ_MEDIA_IMAGES
66,android.permission.VIBRATE
66,com.facebook.katana.permission.CROSS_PROCESS_BROADCAST_MANAGER
66,com.facebook.katana.permission.CREATE_SHORTCUT
66,android.permission.WRITE_SYNC_SETTINGS
66,com.htc.launcher.permission.UPDATE_SHORTCUT
66,android.permission.USE_BIOMETRIC
66,com.facebook.receiver.permission.ACCESS
66,android.permission.CHANGE_NETWORK_STATE
66,android.permission.CAMERA
66,android.permission.MODIFY_AUDIO_SETTINGS
66,android.permission.READ_EXTERNAL_STORAGE
66,android.permission.BLUETOOTH
66,android.permission.READ_PHONE_STATE
67,android.permission.READ_PHONE_NUMBERS
67,android.permission.ACCESS_COARSE_LOCATION
67,com.instagram.direct.permission.PROTECTED_DEEPLINKING
67,android.permission.WAKE_LOCK
67,android.permission.ACCESS_WIFI_STATE
67,com.google.android.c2dm.permission.RECEIVE
67,android.permission.READ_MEDIA_AUDIO
67,android.permission.BLUETOOTH_SCAN
67,android.permission.ACCESS_BACKGROUND_LOCATION
67,com.android.vending.BILLING
67,android.permission.RECORD_AUDIO
67,com.instagram.direct.permission.DIRECT_APP_THREAD_STORE_SERVICE
67,android.permission.CHANGE_WIFI_STATE
67,android.permission.INTERNET
67,android.permission.USE_FULL_SCREEN_INTENT
67,android.permission.BLUETOOTH_CONNECT
67,android.permission.READ_CONTACTS
67,android.permission.GET_ACCOUNTS
67,android.permission.ACCESS_MEDIA_LOCATION
67,android.permission.CALL_PHONE
67,com.sonyericsson.home.permission.BROADCAST_BADGE
67,com.htc.launcher.permission.READ_SETTINGS
67,android.permission.FOREGROUND_SERVICE
67,android.permission.BLUETOOTH_ADMIN
67,com.amazon.device.messaging.permission.RECEIVE
67,android.permission.READ_PROFILE
67,android.permission.RECEIVE_BOOT_COMPLETED
67,android.permission.WRITE_EXTERNAL_STORAGE
67,android.permission.BLUETOOTH_ADVERTISE
67,android.permission.ACCESS_FINE_LOCATION
67,com.android.launcher.permission.UNINSTALL_SHORTCUT
67,android.permission.ACCESS_NETWORK_STATE
67,.permission.RECEIVE_ADM_MESSAGE
67,android.permission.USE_FINGERPRINT
67,com.android.launcher.permission.INSTALL_SHORTCUT
67,android.permission.READ_MEDIA_VIDEO
67,android.permission.READ_MEDIA_IMAGES
67,android.permission.VIBRATE
67,android.permission.REORDER_TASKS
67,com.huawei.android.launcher.permission.CHANGE_BADGE
67,com.facebook.services.dev.identity.FEO2
67,com.htc.launcher.permission.UPDATE_SHORTCUT
67,android.permission.USE_CREDENTIALS
67,android.permission.USE_BIOMETRIC
67,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE
67,android.permission.CAMERA
67,android.permission.MODIFY_AUDIO_SETTINGS
67,android.permission.READ_EXTERNAL_STORAGE
67,android.permission.BLUETOOTH
67,android.permission.READ_PHONE_STATE
67,android.permission.UPDATE_APP_BADGE
