_id,latitude,longitude,locale,country_name,country_code,locality,sub_locality,admin_area,street_name,street_number,postal_code,premises,sub_admin_area,address_text,addr
11,37.22382941,-80.41772989,en_US,United States,US,Blacksburg,,Virginia,Washington Street Southwest,435-443,24060,,Montgomery County,"435-443 Washington St SW, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA"
12,37.22383117675781,-80.41773223876953,en_US,United States,US,Blacksburg,,Virginia,Washington Street Southwest,435-443,24060,,Montgomery County,"435-443 Washington St SW, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA"
13,37.22382736206055,-80.41773223876953,en_US,United States,US,Blacksburg,,Virginia,Washington Street Southwest,435-443,24060,,Montgomery County,"435-443 Washington St SW, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA"
14,37.2239875793457,-80.41763305664062,en_US,United States,US,Blacksburg,,Virginia,Washington Street Southwest,435-443,24060,,Montgomery County,"435-443 Washington St SW, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Washington Street Southwest|null|null|435-443 Washington St SW, Blacksburg, VA 24060, USA"
15,33.747825622558594,-78.80804443359375,en_US,United States,US,Myrtle Beach,,South Carolina,Costa Verde Drive,8400,29572,,Horry County,"8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA","United States|South Carolina|Horry County|Myrtle Beach|null|null|Costa Verde Drive|null|null|8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA"
16,33.74782180786133,-78.80809020996094,en_US,United States,US,Myrtle Beach,,South Carolina,Costa Verde Drive,8400,29572,,Horry County,"8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA","United States|South Carolina|Horry County|Myrtle Beach|null|null|Costa Verde Drive|null|null|8400 Costa Verde Dr, Myrtle Beach, SC 29572, USA"
17,33.7968801,-78.7423786,en_US,United States,US,North Myrtle Beach,,South Carolina,U.S. 17,4815,29582,,Horry County,"4815 US-17, North Myrtle Beach, SC 29582, USA","United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA"
18,33.796878814697266,-78.74237823486328,en_US,United States,US,North Myrtle Beach,,South Carolina,U.S. 17,4815,29582,,Horry County,"4815 US-17, North Myrtle Beach, SC 29582, USA","United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA"
19,33.79691995,-78.74238262,en_US,United States,US,North Myrtle Beach,,South Carolina,U.S. 17,4815,29582,,Horry County,"4815 US-17, North Myrtle Beach, SC 29582, USA","United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA"
20,33.79692077636719,-78.74238586425781,en_US,United States,US,North Myrtle Beach,,South Carolina,U.S. 17,4815,29582,,Horry County,"4815 US-17, North Myrtle Beach, SC 29582, USA","United States|South Carolina|Horry County|North Myrtle Beach|null|null|U.S. 17|null|null|4815 US-17, North Myrtle Beach, SC 29582, USA"
21,33.79687765,-78.7424652,en_US,United States,US,Myrtle Beach,,South Carolina,U.S. 17,4815A,29577,,Horry County,"4815A US-17, Myrtle Beach, SC 29577, USA","United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA"
22,33.796878814697266,-78.74246215820312,en_US,United States,US,Myrtle Beach,,South Carolina,U.S. 17,4815A,29577,,Horry County,"4815A US-17, Myrtle Beach, SC 29577, USA","United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA"
23,33.7968875,-78.7423983,en_US,United States,US,Myrtle Beach,,South Carolina,U.S. 17,4815A,29577,,Horry County,"4815A US-17, Myrtle Beach, SC 29577, USA","United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA"
24,33.7968864440918,-78.74240112304688,en_US,United States,US,Myrtle Beach,,South Carolina,U.S. 17,4815A,29577,,Horry County,"4815A US-17, Myrtle Beach, SC 29577, USA","United States|South Carolina|Horry County|Myrtle Beach|null|null|U.S. 17|null|null|4815A US-17, Myrtle Beach, SC 29577, USA"
25,33.79685974121094,-78.74214172363281,en_US,United States,US,North Myrtle Beach,,South Carolina,Highway 17 South,4815,29582,,Horry County,"4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA","United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA"
26,33.79685893,-78.74214511,en_US,United States,US,North Myrtle Beach,,South Carolina,Highway 17 South,4815,29582,,Horry County,"4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA","United States|South Carolina|Horry County|North Myrtle Beach|null|null|Highway 17 South|null|null|4815 Hwy 17 S, North Myrtle Beach, SC 29582, USA"
27,37.23527908325195,-80.43694305419922,en_US,United States,US,Blacksburg,,Virginia,Claytor Square,817,24060,,Montgomery County,"817 Claytor Square, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Claytor Square|null|null|817 Claytor Square, Blacksburg, VA 24060, USA"
28,37.23527908325195,-80.4366683959961,en_US,United States,US,Blacksburg,,Virginia,Claytor Square,820,24060,,Montgomery County,"820 Claytor Square, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Claytor Square|null|null|820 Claytor Square, Blacksburg, VA 24060, USA"
29,37.2249265,-80.4158043,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
30,37.22492599487305,-80.41580200195312,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
31,37.22491945,-80.41583973,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
32,37.224918365478516,-80.41584014892578,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
33,37.2249307,-80.41588905,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
34,37.22492980957031,-80.41588592529297,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
35,37.22490006,-80.41588391,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
36,37.22489929199219,-80.41588592529297,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
37,37.22490047,-80.41588384,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
38,37.2249354,-80.4158318,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
39,37.22493362426758,-80.41583251953125,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
40,37.224971771240234,-80.41584014892578,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
41,37.22497254,-80.41583999,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
42,37.22952882,-80.4188323,en_US,United States,US,Blacksburg,,Virginia,,,24061,,Montgomery County,"Squires Wbnd, Blacksburg, VA 24061, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|null|null|null|Squires Wbnd, Blacksburg, VA 24061, USA"
43,37.229530334472656,-80.41883087158203,en_US,United States,US,Blacksburg,,Virginia,,,24061,,Montgomery County,"Squires Wbnd, Blacksburg, VA 24061, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|null|null|null|Squires Wbnd, Blacksburg, VA 24061, USA"
44,37.23127365112305,-80.41827392578125,en_US,United States,US,Blacksburg,,Virginia,Turner Street Northeast,330,24060,Center for the Arts,Montgomery County,"Center for the Arts, 330 Turner St NE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Turner Street Northeast|null|null|Center for the Arts, 330 Turner St NE, Blacksburg, VA 24060, USA"
45,37.23055648803711,-80.41783905029297,en_US,United States,US,Blacksburg,,Virginia,Alumni Mall,,24060,,Montgomery County,"Alumni Mall, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Alumni Mall|null|null|Alumni Mall, Blacksburg, VA 24060, USA"
46,37.230323791503906,-80.41773223876953,en_US,United States,US,Blacksburg,,Virginia,Alumni Mall,,24060,,Montgomery County,"VA-314, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Alumni Mall|null|null|VA-314, Blacksburg, VA 24060, USA"
47,37.2249,-80.4159,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
48,37.225,-80.4158,en_US,United States,US,Blacksburg,,Virginia,Clay Street Southeast,404,24060,,Montgomery County,"404 Clay St SE, Blacksburg, VA 24060, USA","United States|Virginia|Montgomery County|Blacksburg|null|null|Clay Street Southeast|null|null|404 Clay St SE, Blacksburg, VA 24060, USA"
